Absolute Time,z1_psi,z1_x,z1_y,eta_d_PSI,eta_d_X,eta_d_Y,eta_hat_psi,eta_hat_x,eta_hat_y,s,s_dot,bias_psi,bias_x,bias_y,nu_psi_hat, nu_x_hat, nu_y_hat
3574063643.169047,-2.336133,-0.898519,-1.429241,0.098708,2.655147,0.338463,-2.237425,1.756628,-1.090778,0.082487,0.003160,0.198450,-0.858635,1.434555,0.121695,-0.190674,-0.046934
3574063643.179035,-2.334942,-0.898020,-1.427559,0.098732,2.655396,0.338596,-2.236210,1.757376,-1.088962,0.082519,0.003162,0.198450,-0.858635,1.434555,0.121326,-0.190642,-0.046939
3574063643.189033,-2.333756,-0.897521,-1.425877,0.098757,2.655645,0.338730,-2.234999,1.758124,-1.087147,0.082551,0.003165,0.198450,-0.852963,1.437935,0.120960,-0.190610,-0.046944
3574063643.199031,-2.330841,-0.895482,-1.426826,0.098782,2.655894,0.338864,-2.232059,1.760412,-1.087962,0.082582,0.003167,0.199831,-0.851988,1.440173,0.121783,-0.190356,-0.046635
3574063643.209041,-2.329649,-0.894989,-1.425146,0.098807,2.656143,0.338998,-2.230843,1.761154,-1.086148,0.082614,0.003169,0.199831,-0.846312,1.443516,0.121420,-0.190320,-0.046639
3574063643.219038,-2.326741,-0.892941,-1.426072,0.098831,2.656392,0.339132,-2.227909,1.763451,-1.086940,0.082646,0.003171,0.201203,-0.845351,1.445750,0.122240,-0.190065,-0.046330
3574063643.229049,-2.325545,-0.892456,-1.424394,0.098856,2.656642,0.339266,-2.226689,1.764186,-1.085127,0.082677,0.003173,0.201203,-0.839649,1.449069,0.121881,-0.190025,-0.046333
3574063643.239036,-2.322642,-0.890398,-1.425301,0.098881,2.656892,0.339401,-2.223761,1.766493,-1.085900,0.082709,0.003176,0.202567,-0.838699,1.451299,0.122696,-0.189769,-0.046024
3574063643.249045,-2.321442,-0.889920,-1.423624,0.098906,2.657142,0.339535,-2.222536,1.767222,-1.084089,0.082741,0.003178,0.202567,-0.833183,1.454473,0.122340,-0.189725,-0.046026
3574063643.259035,-2.318552,-0.887848,-1.424507,0.098930,2.657392,0.339670,-2.219621,1.769544,-1.084838,0.082773,0.003180,0.203916,-0.826307,1.460083,0.123146,-0.189469,-0.045716
3574063643.269045,-2.315597,-0.885703,-1.425195,0.098955,2.657642,0.339804,-2.216642,1.771939,-1.085390,0.082805,0.003182,0.205311,-0.825531,1.462269,0.123995,-0.189243,-0.045414
3574063643.279036,-2.314384,-0.885238,-1.423520,0.098980,2.657892,0.339939,-2.215404,1.772655,-1.083581,0.082836,0.003185,0.205311,-0.825531,1.462269,0.123644,-0.189191,-0.045415
3574063643.289051,-2.313174,-0.884772,-1.421846,0.099005,2.658143,0.340074,-2.214169,1.773371,-1.081772,0.082868,0.003187,0.205311,-0.819826,1.465475,0.123295,-0.189139,-0.045416
3574063643.299034,-2.310294,-0.882689,-1.422704,0.099030,2.658394,0.340209,-2.211264,1.775705,-1.082495,0.082900,0.003189,0.206645,-0.813065,1.470944,0.124094,-0.188877,-0.045105
3574063643.309035,-2.307354,-0.880543,-1.423364,0.099055,2.658645,0.340344,-2.208299,1.778102,-1.083020,0.082932,0.003191,0.208021,-0.812299,1.473120,0.124933,-0.188646,-0.044802
3574063643.319036,-2.306131,-0.880091,-1.421692,0.099079,2.658896,0.340479,-2.207052,1.778805,-1.081214,0.082964,0.003193,0.208021,-0.812299,1.473120,0.124588,-0.188586,-0.044802
3574063643.329051,-2.304912,-0.879639,-1.420022,0.099104,2.659147,0.340614,-2.205807,1.779508,-1.079408,0.082996,0.003196,0.208021,-0.806458,1.476326,0.124246,-0.188525,-0.044801
3574063643.339036,-2.302043,-0.877558,-1.420847,0.099129,2.659399,0.340749,-2.202914,1.781841,-1.080098,0.083028,0.003198,0.209339,-0.805550,1.478535,0.125037,-0.188258,-0.044491
3574063643.349044,-2.300820,-0.877113,-1.419178,0.099154,2.659650,0.340885,-2.201666,1.782538,-1.078294,0.083060,0.003200,0.209339,-0.799824,1.481640,0.124698,-0.188193,-0.044490
3574063643.359038,-2.297960,-0.875034,-1.419979,0.099179,2.659902,0.341020,-2.198781,1.784868,-1.078959,0.083092,0.003202,0.210645,-0.798927,1.483836,0.125483,-0.187924,-0.044181
3574063643.369052,-2.296732,-0.874596,-1.418312,0.099204,2.660154,0.341156,-2.197528,1.785558,-1.077156,0.083124,0.003205,0.210645,-0.793141,1.486936,0.125147,-0.187855,-0.044179
3574063643.379036,-2.293880,-0.872505,-1.419087,0.099229,2.660406,0.341291,-2.194651,1.787901,-1.077795,0.083156,0.003207,0.211942,-0.792263,1.489129,0.125927,-0.187587,-0.043869
3574063643.389054,-2.292647,-0.872073,-1.417422,0.099254,2.660659,0.341427,-2.193394,1.788585,-1.075995,0.083188,0.003209,0.211942,-0.786195,1.492341,0.125595,-0.187514,-0.043867
