Absolute Time,eta_hat_psi,eta_hat_x,eta_hat_y, eta_tilde_psi, eta_tilde_x, eta_tilde_y,nu_psi_hat, nu_x_hat, nu_y_hat,eta_mpsi,eta_mx,eta_my
3572767120.575001,-0.004520,0.265311,-0.391184,0.000008,0.001468,-0.000017,0.001732,0.288751,-0.002323,-0.004512,0.266779,-0.391201
3572767120.585001,-0.004503,0.268201,-0.391220,0.000008,0.001471,-0.000017,0.001740,0.289194,-0.002330,-0.004495,0.269671,-0.391238
3572767120.595002,-0.004485,0.271095,-0.391257,0.000008,0.001473,-0.000017,0.001748,0.289637,-0.002337,-0.004477,0.272568,-0.391274
3572767120.605001,-0.004468,0.273993,-0.391293,0.000008,0.001476,-0.000017,0.001756,0.290080,-0.002345,-0.004460,0.275469,-0.391310
3572767120.615002,-0.004450,0.276896,-0.391329,0.000008,0.001478,-0.000017,0.001764,0.290522,-0.002352,-0.004442,0.278374,-0.391347
3572767120.625001,-0.004433,0.279804,-0.391366,0.000008,0.001481,-0.000018,0.001772,0.290964,-0.002360,-0.004424,0.281284,-0.391383
3572767120.635018,-0.004415,0.282716,-0.391402,0.000008,0.001483,-0.000018,0.001780,0.291406,-0.002367,-0.004406,0.284199,-0.391419
3572767120.645049,-0.004397,0.285632,-0.391438,0.000009,0.001486,-0.000018,0.001789,0.291847,-0.002375,-0.004389,0.287118,-0.391456
3572767120.655017,-0.004379,0.288553,-0.391475,0.000009,0.001488,-0.000018,0.001797,0.292288,-0.002383,-0.004371,0.290041,-0.391492
3572767120.665002,-0.004361,0.291478,-0.391511,0.000009,0.001491,-0.000018,0.001805,0.292728,-0.002390,-0.004353,0.292968,-0.391529
3572767120.675018,-0.004343,0.294407,-0.391548,0.000009,0.001493,-0.000018,0.001813,0.293168,-0.002398,-0.004335,0.295901,-0.391566
3572767120.685018,-0.004325,0.297341,-0.391585,0.000009,0.001496,-0.000018,0.001822,0.293608,-0.002406,-0.004316,0.298837,-0.391602
3572767120.695020,-0.004307,0.300280,-0.391621,0.000009,0.001498,-0.000018,0.001830,0.294047,-0.002414,-0.004298,0.301778,-0.391639
3572767120.705019,-0.004288,0.303223,-0.391658,0.000009,0.001501,-0.000018,0.001838,0.294486,-0.002422,-0.004280,0.304723,-0.391676
3572767120.715019,-0.004270,0.306170,-0.391695,0.000009,0.001503,-0.000018,0.001847,0.294925,-0.002430,-0.004261,0.307673,-0.391713
3572767120.725018,-0.004252,0.309121,-0.391732,0.000009,0.001506,-0.000018,0.001855,0.295363,-0.002438,-0.004243,0.310627,-0.391749
3572767120.735019,-0.004233,0.312078,-0.391769,0.000009,0.001508,-0.000018,0.001864,0.295801,-0.002446,-0.004224,0.313586,-0.391786
3572767120.745048,-0.004214,0.315038,-0.391805,0.000009,0.001511,-0.000018,0.001872,0.296239,-0.002454,-0.004205,0.316549,-0.391823
3572767120.755020,-0.004196,0.318003,-0.391842,0.000009,0.001513,-0.000018,0.001881,0.296676,-0.002462,-0.004187,0.319516,-0.391860
3572767120.765020,-0.004177,0.320972,-0.391879,0.000009,0.001516,-0.000018,0.001890,0.297113,-0.002470,-0.004168,0.322488,-0.391897
3572767120.775020,-0.004158,0.323946,-0.391916,0.000009,0.001518,-0.000018,0.001898,0.297549,-0.002478,-0.004149,0.325464,-0.391934
3572767120.785020,-0.004139,0.326924,-0.391954,0.000009,0.001521,-0.000018,0.001907,0.297985,-0.002487,-0.004130,0.328444,-0.391971
3572767120.795020,-0.004120,0.329906,-0.391991,0.000009,0.001523,-0.000018,0.001916,0.298421,-0.002495,-0.004111,0.331429,-0.392009
3572767120.805021,-0.004101,0.332893,-0.392028,0.000009,0.001525,-0.000018,0.001925,0.298856,-0.002503,-0.004091,0.334419,-0.392046
3572767120.815022,-0.004081,0.335884,-0.392065,0.000009,0.001528,-0.000018,0.001934,0.299291,-0.002512,-0.004072,0.337412,-0.392083
3572767120.825022,-0.004062,0.338880,-0.392102,0.000009,0.001530,-0.000018,0.001943,0.299725,-0.002520,-0.004053,0.340410,-0.392120
3572767120.835021,-0.004042,0.341880,-0.392140,0.000009,0.001533,-0.000018,0.001952,0.300159,-0.002528,-0.004033,0.343413,-0.392158
3572767120.845050,-0.004023,0.344884,-0.392177,0.000009,0.001535,-0.000018,0.001961,0.300593,-0.002537,-0.004014,0.346419,-0.392195
3572767120.855022,-0.004003,0.347893,-0.392214,0.000009,0.001538,-0.000018,0.001970,0.301027,-0.002546,-0.003994,0.349430,-0.392232
3572767120.865022,-0.003984,0.350906,-0.392252,0.000010,0.001540,-0.000018,0.001979,0.301460,-0.002554,-0.003974,0.352446,-0.392270
3572767120.875024,-0.003964,0.353923,-0.392289,0.000010,0.001543,-0.000018,0.001988,0.301892,-0.002563,-0.003954,0.355466,-0.392307
3572767120.885022,-0.003944,0.356945,-0.392327,0.000010,0.001545,-0.000018,0.001997,0.302325,-0.002572,-0.003934,0.358490,-0.392345
3572767120.895022,-0.003924,0.359971,-0.392364,0.000010,0.001548,-0.000018,0.002007,0.302757,-0.002580,-0.003914,0.361518,-0.392383
3572767120.905023,-0.003904,0.363001,-0.392402,0.000010,0.001550,-0.000018,0.002016,0.303188,-0.002589,-0.003894,0.364551,-0.392420
3572767120.915023,-0.003884,0.366036,-0.392440,0.000010,0.001552,-0.000018,0.002025,0.303619,-0.002598,-0.003874,0.367588,-0.392458
3572767120.925024,-0.003863,0.369075,-0.392477,0.000010,0.001555,-0.000018,0.002035,0.304050,-0.002607,-0.003854,0.370630,-0.392496
3572767120.935024,-0.003843,0.372118,-0.392515,0.000010,0.001557,-0.000018,0.002044,0.304480,-0.002616,-0.003833,0.373676,-0.392533
3572767120.945052,-0.003822,0.375166,-0.392553,0.000010,0.001560,-0.000018,0.002054,0.304910,-0.002625,-0.003813,0.376726,-0.392571
3572767120.955024,-0.003802,0.378218,-0.392591,0.000010,0.001562,-0.000018,0.002063,0.305340,-0.002634,-0.003792,0.379780,-0.392609
3572767120.965024,-0.003781,0.381274,-0.392629,0.000010,0.001565,-0.000018,0.002073,0.305769,-0.002643,-0.003771,0.382839,-0.392647
3572767120.975025,-0.003761,0.384335,-0.392667,0.000010,0.001567,-0.000018,0.002082,0.306198,-0.002652,-0.003750,0.385902,-0.392685
3572767120.985024,-0.003740,0.387400,-0.392704,0.000010,0.001569,-0.000018,0.002092,0.306627,-0.002661,-0.003730,0.388969,-0.392723
3572767120.995028,-0.003719,0.390469,-0.392743,0.000010,0.001572,-0.000018,0.002102,0.307055,-0.002671,-0.003709,0.392041,-0.392761
3572767121.005025,-0.003698,0.393543,-0.392781,0.000010,0.001574,-0.000018,0.002112,0.307482,-0.002680,-0.003687,0.395117,-0.392799
3572767121.015025,-0.003677,0.396621,-0.392819,0.000010,0.001577,-0.000019,0.002122,0.307910,-0.002689,-0.003666,0.398197,-0.392837
3572767121.025025,-0.003655,0.399703,-0.392857,0.000010,0.001579,-0.000019,0.002131,0.308337,-0.002699,-0.003645,0.401282,-0.392875
3572767121.035026,-0.003634,0.402789,-0.392895,0.000010,0.001581,-0.000019,0.002141,0.308763,-0.002708,-0.003624,0.404371,-0.392914
3572767121.045056,-0.003612,0.405880,-0.392933,0.000010,0.001584,-0.000019,0.002151,0.309189,-0.002718,-0.003602,0.407464,-0.392952
3572767121.055027,-0.003591,0.408975,-0.392972,0.000011,0.001586,-0.000019,0.002162,0.309615,-0.002727,-0.003580,0.410561,-0.392990
3572767121.065028,-0.003569,0.412074,-0.393010,0.000011,0.001589,-0.000019,0.002172,0.310041,-0.002737,-0.003559,0.413663,-0.393029
3572767121.075027,-0.003548,0.415178,-0.393048,0.000011,0.001591,-0.000019,0.002182,0.310466,-0.002747,-0.003537,0.416769,-0.393067
3572767121.085027,-0.003526,0.418286,-0.393087,0.000011,0.001593,-0.000019,0.002192,0.310890,-0.002756,-0.003515,0.419879,-0.393105
3572767121.095028,-0.003504,0.421398,-0.393125,0.000011,0.001596,-0.000019,0.002202,0.311315,-0.002766,-0.003493,0.422994,-0.393144
3572767121.105027,-0.003482,0.424514,-0.393164,0.000011,0.001598,-0.000019,0.002213,0.311739,-0.002776,-0.003471,0.426113,-0.393182
3572767121.115028,-0.003460,0.427635,-0.393202,0.000011,0.001601,-0.000019,0.002223,0.312162,-0.002786,-0.003449,0.429236,-0.393221
3572767121.125029,-0.003437,0.430760,-0.393241,0.000011,0.001603,-0.000019,0.002233,0.312585,-0.002796,-0.003426,0.432363,-0.393260
3572767121.135028,-0.003415,0.433889,-0.393279,0.000011,0.001605,-0.000019,0.002244,0.313008,-0.002806,-0.003404,0.435494,-0.393298
3572767121.145055,-0.003392,0.437023,-0.393318,0.000011,0.001608,-0.000019,0.002255,0.313430,-0.002816,-0.003381,0.438630,-0.393337
3572767121.155029,-0.003370,0.440160,-0.393357,0.000011,0.001610,-0.000019,0.002265,0.313852,-0.002826,-0.003359,0.441770,-0.393376
3572767121.165030,-0.003347,0.443302,-0.393396,0.000011,0.001612,-0.000019,0.002276,0.314274,-0.002836,-0.003336,0.444914,-0.393415
3572767121.175031,-0.003324,0.446448,-0.393434,0.000011,0.001615,-0.000019,0.002287,0.314695,-0.002846,-0.003313,0.448063,-0.393453
3572767121.185030,-0.003301,0.449599,-0.393473,0.000011,0.001617,-0.000019,0.002297,0.315116,-0.002857,-0.003290,0.451216,-0.393492
3572767121.195030,-0.003278,0.452753,-0.393512,0.000011,0.001619,-0.000019,0.002308,0.315536,-0.002867,-0.003267,0.454373,-0.393531
3572767121.205030,-0.003255,0.455912,-0.393551,0.000011,0.001622,-0.000019,0.002319,0.315956,-0.002877,-0.003244,0.457534,-0.393570
3572767121.215030,-0.003232,0.459075,-0.393590,0.000011,0.001624,-0.000019,0.002330,0.316376,-0.002888,-0.003221,0.460699,-0.393609
3572767121.225030,-0.003209,0.462242,-0.393629,0.000011,0.001627,-0.000019,0.002341,0.316795,-0.002898,-0.003197,0.463869,-0.393648
3572767121.235032,-0.003185,0.465414,-0.393668,0.000012,0.001629,-0.000019,0.002352,0.317214,-0.002909,-0.003174,0.467043,-0.393687
3572767121.245059,-0.003162,0.468589,-0.393707,0.000012,0.001631,-0.000019,0.002363,0.317633,-0.002920,-0.003150,0.470221,-0.393727
3572767121.255032,-0.003138,0.471769,-0.393747,0.000012,0.001634,-0.000019,0.002374,0.318051,-0.002930,-0.003126,0.473403,-0.393766
3572767121.265032,-0.003114,0.474953,-0.393786,0.000012,0.001636,-0.000019,0.002386,0.318469,-0.002941,-0.003103,0.476589,-0.393805
3572767121.275032,-0.003090,0.478142,-0.393825,0.000012,0.001638,-0.000019,0.002397,0.318886,-0.002952,-0.003079,0.479780,-0.393844
3572767121.285032,-0.003066,0.481334,-0.393864,0.000012,0.001641,-0.000019,0.002408,0.319303,-0.002963,-0.003055,0.482975,-0.393884
3572767121.295034,-0.003042,0.484531,-0.393904,0.000012,0.001643,-0.000019,0.002420,0.319719,-0.002974,-0.003030,0.486174,-0.393923
3572767121.305033,-0.003018,0.487732,-0.393943,0.000012,0.001645,-0.000019,0.002431,0.320135,-0.002985,-0.003006,0.489377,-0.393963
3572767121.315033,-0.002994,0.490937,-0.393983,0.000012,0.001648,-0.000019,0.002443,0.320551,-0.002996,-0.002982,0.492584,-0.394002
3572767121.325031,-0.002969,0.494146,-0.394022,0.000012,0.001650,-0.000019,0.002454,0.320967,-0.003007,-0.002957,0.495796,-0.394042
3572767121.335032,-0.002945,0.497359,-0.394062,0.000012,0.001652,-0.000019,0.002466,0.321382,-0.003018,-0.002932,0.499011,-0.394081
3572767121.345059,-0.002920,0.500577,-0.394101,0.000012,0.001655,-0.000019,0.002478,0.321796,-0.003029,-0.002908,0.502231,-0.394121
3572767121.355036,-0.002895,0.503798,-0.394141,0.000012,0.001657,-0.000019,0.002490,0.322210,-0.003040,-0.002883,0.505455,-0.394160
3572767121.365035,-0.002870,0.507024,-0.394181,0.000012,0.001659,-0.000019,0.002501,0.322624,-0.003052,-0.002858,0.508683,-0.394200
3572767121.375034,-0.002845,0.510254,-0.394220,0.000012,0.001662,-0.000019,0.002513,0.323038,-0.003063,-0.002833,0.511916,-0.394240
3572767121.385034,-0.002820,0.513488,-0.394260,0.000012,0.001664,-0.000020,0.002525,0.323451,-0.003075,-0.002807,0.515152,-0.394280
3572767121.395034,-0.002795,0.516727,-0.394300,0.000013,0.001666,-0.000020,0.002537,0.323863,-0.003086,-0.002782,0.518393,-0.394320
3572767121.405034,-0.002769,0.519969,-0.394340,0.000013,0.001668,-0.000020,0.002550,0.324275,-0.003098,-0.002757,0.521638,-0.394359
3572767121.415036,-0.002744,0.523216,-0.394380,0.000013,0.001671,-0.000020,0.002562,0.324687,-0.003110,-0.002731,0.524887,-0.394399
3572767121.425035,-0.002718,0.526467,-0.394420,0.000013,0.001673,-0.000020,0.002574,0.325099,-0.003121,-0.002705,0.528140,-0.394439
3572767121.435037,-0.002692,0.529721,-0.394460,0.000013,0.001675,-0.000020,0.002586,0.325510,-0.003133,-0.002679,0.531397,-0.394479
3572767121.445063,-0.002666,0.532980,-0.394500,0.000013,0.001678,-0.000020,0.002599,0.325920,-0.003145,-0.002653,0.534658,-0.394519
3572767121.455036,-0.002640,0.536244,-0.394540,0.000013,0.001680,-0.000020,0.002611,0.326331,-0.003157,-0.002627,0.537923,-0.394560
3572767121.465036,-0.002614,0.539511,-0.394580,0.000013,0.001682,-0.000020,0.002624,0.326740,-0.003169,-0.002601,0.541193,-0.394600
3572767121.475037,-0.002588,0.542782,-0.394620,0.000013,0.001685,-0.000020,0.002636,0.327150,-0.003181,-0.002575,0.544467,-0.394640
3572767121.485036,-0.002561,0.546058,-0.394660,0.000013,0.001687,-0.000020,0.002649,0.327559,-0.003193,-0.002548,0.547744,-0.394680
3572767121.495037,-0.002535,0.549337,-0.394701,0.000013,0.001689,-0.000020,0.002662,0.327968,-0.003205,-0.002522,0.551026,-0.394721
3572767121.505038,-0.002508,0.552621,-0.394741,0.000013,0.001691,-0.000020,0.002674,0.328376,-0.003218,-0.002495,0.554312,-0.394761
3572767121.515037,-0.002481,0.555909,-0.394781,0.000013,0.001694,-0.000020,0.002687,0.328784,-0.003230,-0.002468,0.557602,-0.394801
3572767121.525037,-0.002454,0.559201,-0.394822,0.000013,0.001696,-0.000020,0.002700,0.329191,-0.003242,-0.002441,0.560896,-0.394842
3572767121.535039,-0.002427,0.562497,-0.394862,0.000013,0.001698,-0.000020,0.002713,0.329598,-0.003255,-0.002414,0.564195,-0.394882
3572767121.545065,-0.002400,0.565797,-0.394903,0.000014,0.001700,-0.000020,0.002726,0.330005,-0.003267,-0.002387,0.567497,-0.394923
3572767121.555039,-0.002373,0.569101,-0.394943,0.000014,0.001703,-0.000020,0.002740,0.330411,-0.003280,-0.002359,0.570803,-0.394963
3572767121.565038,-0.002345,0.572409,-0.394984,0.000014,0.001705,-0.000020,0.002753,0.330817,-0.003293,-0.002332,0.574114,-0.395004
3572767121.575038,-0.002318,0.575721,-0.395025,0.000014,0.001707,-0.000020,0.002766,0.331223,-0.003306,-0.002304,0.577429,-0.395045
3572767121.585039,-0.002290,0.579038,-0.395065,0.000014,0.001709,-0.000020,0.002779,0.331628,-0.003318,-0.002276,0.580747,-0.395085
3572767121.595040,-0.002262,0.582358,-0.395106,0.000014,0.001712,-0.000020,0.002793,0.332032,-0.003331,-0.002248,0.584070,-0.395126
3572767121.605040,-0.002234,0.585683,-0.395147,0.000014,0.001714,-0.000020,0.002806,0.332437,-0.003344,-0.002220,0.587397,-0.395167
3572767121.615040,-0.002206,0.589011,-0.395188,0.000014,0.001716,-0.000020,0.002820,0.332841,-0.003357,-0.002192,0.590727,-0.395208
3572767121.625041,-0.002178,0.592344,-0.395228,0.000014,0.001718,-0.000020,0.002834,0.333244,-0.003370,-0.002164,0.594062,-0.395249
3572767121.635039,-0.002149,0.595681,-0.395269,0.000014,0.001721,-0.000020,0.002847,0.333647,-0.003384,-0.002135,0.597401,-0.395290
3572767121.645065,-0.002121,0.599021,-0.395310,0.000014,0.001723,-0.000020,0.002861,0.334050,-0.003397,-0.002107,0.600744,-0.395331
3572767121.655041,-0.002092,0.602366,-0.395351,0.000014,0.001725,-0.000020,0.002875,0.334452,-0.003410,-0.002078,0.604091,-0.395372
3572767121.665040,-0.002063,0.605715,-0.395392,0.000014,0.001727,-0.000020,0.002889,0.334854,-0.003424,-0.002049,0.607442,-0.395413
3572767121.675042,-0.002034,0.609068,-0.395434,0.000015,0.001730,-0.000020,0.002903,0.335255,-0.003437,-0.002020,0.610797,-0.395454
3572767121.685042,-0.002005,0.612425,-0.395475,0.000015,0.001732,-0.000020,0.002917,0.335656,-0.003451,-0.001991,0.614157,-0.395495
3572767121.695041,-0.001976,0.615786,-0.395516,0.000015,0.001734,-0.000020,0.002932,0.336057,-0.003464,-0.001961,0.617520,-0.395536
3572767121.705042,-0.001947,0.619151,-0.395557,0.000015,0.001736,-0.000020,0.002946,0.336457,-0.003478,-0.001932,0.620887,-0.395578
3572767121.715043,-0.001917,0.622519,-0.395598,0.000015,0.001739,-0.000020,0.002960,0.336857,-0.003492,-0.001902,0.624258,-0.395619
3572767121.725042,-0.001888,0.625892,-0.395640,0.000015,0.001741,-0.000020,0.002975,0.337257,-0.003506,-0.001873,0.627633,-0.395660
3572767121.735041,-0.001858,0.629269,-0.395681,0.000015,0.001743,-0.000020,0.002989,0.337656,-0.003520,-0.001843,0.631012,-0.395702
3572767121.745067,-0.001828,0.632650,-0.395723,0.000015,0.001745,-0.000021,0.003004,0.338054,-0.003534,-0.001813,0.634396,-0.395743
3572767121.755042,-0.001798,0.636035,-0.395764,0.000015,0.001747,-0.000021,0.003018,0.338453,-0.003548,-0.001783,0.637783,-0.395785
3572767121.765043,-0.001767,0.639424,-0.395806,0.000015,0.001750,-0.000021,0.003033,0.338851,-0.003562,-0.001752,0.641174,-0.395826
3572767121.775045,-0.001737,0.642817,-0.395847,0.000015,0.001752,-0.000021,0.003048,0.339248,-0.003576,-0.001722,0.644569,-0.395868
3572767121.785044,-0.001706,0.646214,-0.395889,0.000015,0.001754,-0.000021,0.003063,0.339645,-0.003591,-0.001691,0.647968,-0.395909
3572767121.795045,-0.001676,0.649615,-0.395931,0.000015,0.001756,-0.000021,0.003078,0.340042,-0.003605,-0.001660,0.651372,-0.395951
3572767121.805046,-0.001645,0.653020,-0.395972,0.000016,0.001758,-0.000021,0.003093,0.340438,-0.003620,-0.001629,0.654779,-0.395993
3572767121.815046,-0.001614,0.656429,-0.396014,0.000016,0.001761,-0.000021,0.003108,0.340834,-0.003634,-0.001598,0.658190,-0.396035
3572767121.825046,-0.001583,0.659842,-0.396056,0.000016,0.001763,-0.000021,0.003124,0.341229,-0.003649,-0.001567,0.661605,-0.396077
3572767121.835046,-0.001551,0.663259,-0.396098,0.000016,0.001765,-0.000021,0.003139,0.341624,-0.003664,-0.001536,0.665024,-0.396118
3572767121.845071,-0.001520,0.666680,-0.396140,0.000016,0.001767,-0.000021,0.003154,0.342019,-0.003679,-0.001504,0.668447,-0.396160
3572767121.855046,-0.001488,0.670105,-0.396182,0.000016,0.001769,-0.000021,0.003170,0.342413,-0.003693,-0.001472,0.671874,-0.396202
3572767121.865046,-0.001457,0.673533,-0.396224,0.000016,0.001771,-0.000021,0.003186,0.342807,-0.003708,-0.001441,0.675305,-0.396244
3572767121.875046,-0.001425,0.676966,-0.396266,0.000016,0.001774,-0.000021,0.003201,0.343200,-0.003724,-0.001409,0.678740,-0.396286
3572767121.885047,-0.001393,0.680403,-0.396308,0.000016,0.001776,-0.000021,0.003217,0.343593,-0.003739,-0.001376,0.682179,-0.396329
3572767121.895048,-0.001360,0.683843,-0.396350,0.000016,0.001778,-0.000021,0.003233,0.343986,-0.003754,-0.001344,0.685621,-0.396371
3572767121.905047,-0.001328,0.687288,-0.396392,0.000016,0.001780,-0.000021,0.003249,0.344378,-0.003769,-0.001311,0.689068,-0.396413
3572767121.915047,-0.001295,0.690736,-0.396434,0.000016,0.001782,-0.000021,0.003265,0.344770,-0.003785,-0.001279,0.692519,-0.396455
3572767121.925048,-0.001263,0.694189,-0.396477,0.000017,0.001785,-0.000021,0.003281,0.345161,-0.003800,-0.001246,0.695973,-0.396498
3572767121.935048,-0.001230,0.697645,-0.396519,0.000017,0.001787,-0.000021,0.003297,0.345552,-0.003816,-0.001213,0.699432,-0.396540
3572767121.945072,-0.001197,0.701105,-0.396561,0.000017,0.001789,-0.000021,0.003314,0.345943,-0.003832,-0.001180,0.702894,-0.396582
3572767121.955049,-0.001163,0.704570,-0.396604,0.000017,0.001791,-0.000021,0.003330,0.346333,-0.003847,-0.001147,0.706361,-0.396625
3572767121.965051,-0.001130,0.708038,-0.396646,0.000017,0.001793,-0.000021,0.003347,0.346722,-0.003863,-0.001113,0.709831,-0.396667
3572767121.975050,-0.001096,0.711510,-0.396689,0.000017,0.001795,-0.000021,0.003363,0.347112,-0.003879,-0.001079,0.713305,-0.396710
3572767121.985050,-0.001063,0.714986,-0.396731,0.000017,0.001797,-0.000021,0.003380,0.347501,-0.003895,-0.001046,0.716783,-0.396753
3572767121.995050,-0.001029,0.718466,-0.396774,0.000017,0.001800,-0.000021,0.003397,0.347889,-0.003911,-0.001012,0.720265,-0.396795
3572767122.005049,-0.000995,0.721949,-0.396817,0.000017,0.001802,-0.000021,0.003414,0.348277,-0.003928,-0.000978,0.723751,-0.396838
3572767122.015052,-0.000961,0.725437,-0.396859,0.000017,0.001804,-0.000021,0.003431,0.348665,-0.003944,-0.000943,0.727241,-0.396881
3572767122.025053,-0.000926,0.728928,-0.396902,0.000017,0.001806,-0.000021,0.003448,0.349052,-0.003960,-0.000909,0.730734,-0.396923
3572767122.035052,-0.000892,0.732424,-0.396945,0.000018,0.001808,-0.000021,0.003465,0.349439,-0.003977,-0.000874,0.734232,-0.396966
3572767122.045060,-0.000857,0.735923,-0.396988,0.000018,0.001810,-0.000021,0.003482,0.349825,-0.003994,-0.000839,0.737733,-0.397009
3572767122.055051,-0.000822,0.739426,-0.397031,0.000018,0.001812,-0.000021,0.003500,0.350211,-0.004010,-0.000804,0.741239,-0.397052
3572767122.065052,-0.000787,0.742933,-0.397074,0.000018,0.001814,-0.000021,0.003517,0.350597,-0.004027,-0.000769,0.744748,-0.397095
3572767122.075052,-0.000752,0.746444,-0.397117,0.000018,0.001817,-0.000021,0.003535,0.350982,-0.004044,-0.000734,0.748261,-0.397138
3572767122.085052,-0.000716,0.749959,-0.397160,0.000018,0.001819,-0.000022,0.003552,0.351367,-0.004061,-0.000698,0.751778,-0.397181
3572767122.095053,-0.000681,0.753478,-0.397203,0.000018,0.001821,-0.000022,0.003570,0.351751,-0.004078,-0.000662,0.755299,-0.397224
3572767122.105052,-0.000645,0.757000,-0.397246,0.000018,0.001823,-0.000022,0.003588,0.352135,-0.004095,-0.000627,0.758823,-0.397268
3572767122.115053,-0.000609,0.760527,-0.397289,0.000018,0.001825,-0.000022,0.003606,0.352519,-0.004113,-0.000590,0.762352,-0.397311
3572767122.125052,-0.000573,0.764057,-0.397333,0.000018,0.001827,-0.000022,0.003624,0.352902,-0.004130,-0.000554,0.765884,-0.397354
3572767122.135053,-0.000536,0.767591,-0.397376,0.000019,0.001829,-0.000022,0.003642,0.353285,-0.004147,-0.000518,0.769420,-0.397397
3572767122.145061,-0.000500,0.771129,-0.397419,0.000019,0.001831,-0.000022,0.003661,0.353667,-0.004165,-0.000481,0.772960,-0.397441
3572767122.155053,-0.000463,0.774671,-0.397463,0.000019,0.001833,-0.000022,0.003679,0.354049,-0.004183,-0.000444,0.776504,-0.397484
3572767122.165054,-0.000426,0.778216,-0.397506,0.000019,0.001836,-0.000022,0.003698,0.354430,-0.004200,-0.000407,0.780052,-0.397528
3572767122.175053,-0.000389,0.781766,-0.397550,0.000019,0.001838,-0.000022,0.003716,0.354811,-0.004218,-0.000370,0.783603,-0.397571
3572767122.185054,-0.000352,0.785319,-0.397593,0.000019,0.001840,-0.000022,0.003735,0.355192,-0.004236,-0.000333,0.787159,-0.397615
3572767122.195054,-0.000314,0.788876,-0.397637,0.000019,0.001842,-0.000022,0.003754,0.355572,-0.004254,-0.000295,0.790718,-0.397659
3572767122.205054,-0.000277,0.792437,-0.397680,0.000019,0.001844,-0.000022,0.003773,0.355952,-0.004273,-0.000257,0.794281,-0.397702
3572767122.215055,-0.000239,0.796001,-0.397724,0.000019,0.001846,-0.000022,0.003792,0.356332,-0.004291,-0.000220,0.797847,-0.397746
3572767122.225054,-0.000201,0.799570,-0.397768,0.000019,0.001848,-0.000022,0.003811,0.356711,-0.004309,-0.000181,0.801418,-0.397790
3572767122.235054,-0.000163,0.803142,-0.397812,0.000020,0.001850,-0.000022,0.003830,0.357089,-0.004328,-0.000143,0.804992,-0.397834
3572767122.245061,-0.000124,0.806718,-0.397855,0.000020,0.001852,-0.000022,0.003849,0.357467,-0.004346,-0.000105,0.808570,-0.397877
3572767122.255055,-0.000086,0.810298,-0.397899,0.000020,0.001854,-0.000022,0.003869,0.357845,-0.004365,-0.000066,0.812152,-0.397921
3572767122.265055,-0.000047,0.813882,-0.397943,0.000020,0.001856,-0.000022,0.003889,0.358222,-0.004384,-0.000027,0.815738,-0.397965
3572767122.275055,-0.000008,0.817469,-0.397987,0.000020,0.001858,-0.000022,0.003908,0.358599,-0.004403,0.000012,0.819328,-0.398009
3572767122.285056,0.000031,0.821060,-0.398031,0.000020,0.001860,-0.000022,0.003928,0.358976,-0.004422,0.000051,0.822921,-0.398054
3572767122.295056,0.000071,0.824656,-0.398075,0.000020,0.001863,-0.000022,0.003948,0.359352,-0.004441,0.000091,0.826518,-0.398098
3572767122.305056,0.000110,0.828254,-0.398120,0.000020,0.001865,-0.000022,0.003968,0.359728,-0.004460,0.000131,0.830119,-0.398142
3572767122.315057,0.000150,0.831857,-0.398164,0.000020,0.001867,-0.000022,0.003988,0.360103,-0.004480,0.000171,0.833724,-0.398186
3572767122.325057,0.000190,0.835463,-0.398208,0.000021,0.001869,-0.000022,0.004009,0.360478,-0.004499,0.000211,0.837332,-0.398230
3572767122.335058,0.000230,0.839073,-0.398252,0.000021,0.001871,-0.000022,0.004029,0.360852,-0.004519,0.000251,0.840944,-0.398275
3572767122.345080,0.000271,0.842687,-0.398297,0.000021,0.001873,-0.000022,0.004049,0.361226,-0.004538,0.000292,0.844560,-0.398319
3572767122.355057,0.000311,0.846305,-0.398341,0.000021,0.001875,-0.000022,0.004070,0.361600,-0.004558,0.000332,0.848180,-0.398364
3572767122.365057,0.000352,0.849926,-0.398386,0.000021,0.001877,-0.000022,0.004091,0.361973,-0.004578,0.000373,0.851803,-0.398408
3572767122.375058,0.000393,0.853551,-0.398430,0.000021,0.001879,-0.000022,0.004112,0.362346,-0.004598,0.000414,0.855430,-0.398453
3572767122.385057,0.000434,0.857180,-0.398475,0.000021,0.001881,-0.000022,0.004133,0.362718,-0.004618,0.000456,0.859061,-0.398497
3572767122.395057,0.000476,0.860813,-0.398519,0.000021,0.001883,-0.000023,0.004154,0.363090,-0.004639,0.000497,0.862696,-0.398542
3572767122.405058,0.000518,0.864449,-0.398564,0.000021,0.001885,-0.000023,0.004175,0.363461,-0.004659,0.000539,0.866334,-0.398587
3572767122.415059,0.000559,0.868089,-0.398609,0.000022,0.001887,-0.000023,0.004197,0.363832,-0.004680,0.000581,0.869976,-0.398631
3572767122.425058,0.000602,0.871733,-0.398653,0.000022,0.001889,-0.000023,0.004218,0.364203,-0.004700,0.000623,0.873622,-0.398676
3572767122.435060,0.000644,0.875380,-0.398698,0.000022,0.001891,-0.000023,0.004240,0.364573,-0.004721,0.000666,0.877271,-0.398721
3572767122.445084,0.000686,0.879031,-0.398743,0.000022,0.001893,-0.000023,0.004261,0.364943,-0.004742,0.000708,0.880925,-0.398766
