Absolute Time,eta_hat_psi,eta_hat_x,eta_hat_y,eta_mpsi,eta_mx,eta_my, eta_tilde_psi, eta_tilde_x, eta_tilde_y,nu_psi_hat, nu_x_hat, nu_y_hat
3572761149.915094,-2.408427,7.215612,-1.329903,-2.425538,7.328772,-1.463251,-0.017111,0.113161,-0.133348,-0.191370,-0.447221,0.125086
3572761149.925100,-2.411137,7.230379,-1.340702,-2.261201,7.102479,-1.496320,0.149936,-0.127900,-0.155618,-0.193133,-0.447597,0.126778
3572761149.935101,-2.405686,7.221840,-1.353006,-2.453231,7.069086,-1.332580,-0.047545,-0.152754,0.020426,-0.188581,-0.444626,0.126442
3572761149.945101,-2.409855,7.211325,-1.349301,-2.464196,7.189452,-1.496206,-0.054341,-0.021873,-0.146905,-0.190771,-0.443231,0.124818
3572761149.955101,-2.414380,7.213272,-1.361571,-2.413265,7.161158,-1.368458,0.001115,-0.052114,-0.006887,-0.193696,-0.441763,0.125666
3572761149.965101,-2.416219,7.212243,-1.360319,-2.300729,7.168427,-1.415143,0.115490,-0.043816,-0.054824,-0.194349,-0.441431,0.125001
3572761149.975102,-2.412465,7.211757,-1.363201,-2.346292,7.082225,-1.388762,0.066174,-0.129533,-0.025561,-0.191044,-0.440674,0.124712
3572761149.985101,-2.411093,7.203205,-1.363471,-2.319723,7.171180,-1.431562,0.091370,-0.032024,-0.068092,-0.189320,-0.439236,0.123522
3572761149.995102,-2.408472,7.203861,-1.367692,-2.287370,6.974204,-1.446551,0.121102,-0.229657,-0.078859,-0.186946,-0.438431,0.123461
3572761150.005102,-2.404370,7.185616,-1.372828,-2.390899,7.049100,-1.281622,0.013472,-0.136516,0.091206,-0.183212,-0.435266,0.121731
3572761150.015098,-2.405501,7.176436,-1.362163,-2.547155,7.338346,-1.482150,-0.141655,0.161910,-0.119987,-0.183228,-0.434996,0.119573
3572761150.025103,-2.414228,7.195921,-1.372210,-2.452331,6.985041,-1.358705,-0.038103,-0.210880,0.013505,-0.189530,-0.436444,0.121482
3572761150.035102,-2.417944,7.179779,-1.369175,-2.419708,7.175243,-1.443138,-0.001764,-0.004536,-0.073963,-0.191376,-0.434179,0.119504
3572761150.045103,-2.419902,7.183199,-1.374340,-2.388344,7.384352,-1.423061,0.031558,0.201153,-0.048721,-0.192402,-0.433656,0.119802
3572761150.055104,-2.420240,7.206146,-1.376983,-2.403188,7.142353,-1.385920,0.017052,-0.063792,-0.008936,-0.192508,-0.435966,0.121489
3572761150.065104,-2.421287,7.203917,-1.375895,-2.317708,7.291402,-1.377958,0.103579,0.087485,-0.002063,-0.192627,-0.435438,0.120754
3572761150.075103,-2.418101,7.215907,-1.373828,-2.578221,7.102051,-1.673038,-0.160120,-0.113856,-0.299210,-0.189924,-0.436823,0.121188
3572761150.085104,-2.427797,7.209191,-1.401075,-2.361590,7.139217,-1.321256,0.066206,-0.069974,0.079819,-0.196821,-0.432773,0.123127
3572761150.095103,-2.426478,7.206280,-1.391409,-2.369704,7.071982,-1.385956,0.056775,-0.134298,0.005453,-0.195010,-0.433274,0.121582
3572761150.105104,-2.425605,7.197253,-1.388842,-2.396380,7.384259,-1.466149,0.029224,0.187006,-0.077307,-0.193576,-0.432083,0.120136
3572761150.115099,-2.426068,7.218858,-1.394251,-2.408478,7.239810,-1.458097,0.017590,0.020952,-0.063846,-0.193764,-0.433900,0.121947
3572761150.125105,-2.427102,7.224698,-1.398428,-2.302027,7.141911,-1.474513,0.125075,-0.082788,-0.076085,-0.194058,-0.433809,0.122346
3572761150.135105,-2.422877,7.220437,-1.403377,-2.447088,7.037391,-1.611313,-0.024211,-0.183045,-0.207936,-0.190388,-0.432302,0.121897
3572761150.145107,-2.425923,7.206906,-1.421438,-2.359999,7.183457,-1.455676,0.065924,-0.023448,-0.034238,-0.192134,-0.427993,0.122092
3572761150.155105,-2.424575,7.208382,-1.422652,-2.673463,7.006201,-1.419296,-0.248888,-0.202181,0.003356,-0.190615,-0.427671,0.121873
3572761150.165107,-2.438619,7.193282,-1.421531,-2.554273,7.238045,-1.688220,-0.115654,0.044763,-0.266688,-0.199995,-0.424865,0.120533
3572761150.175107,-2.446237,7.201543,-1.445639,-2.457205,7.192219,-1.543703,-0.010968,-0.009324,-0.098063,-0.205424,-0.423296,0.123111
3572761150.185107,-2.448782,7.204516,-1.453337,-2.424141,7.287336,-1.576463,0.024641,0.082820,-0.123126,-0.206708,-0.422478,0.123626
3572761150.195106,-2.449598,7.216205,-1.463302,-2.422582,7.170738,-1.670060,0.027016,-0.045467,-0.206758,-0.206895,-0.422536,0.125028
3572761150.205108,-2.450299,7.215682,-1.481237,-2.485480,7.031773,-1.568443,-0.035182,-0.183909,-0.087206,-0.206933,-0.420015,0.126182
3572761150.215102,-2.454042,7.202066,-1.488055,-2.469528,7.193642,-1.332334,-0.015486,-0.008425,0.155721,-0.208779,-0.416983,0.125400
3572761150.225108,-2.456839,7.205115,-1.471687,-2.410351,7.185323,-1.559542,0.046487,-0.019792,-0.087856,-0.209744,-0.418873,0.123642
3572761150.235109,-2.456606,7.206982,-1.478265,-2.504651,7.250681,-1.600989,-0.048045,0.043699,-0.122724,-0.207554,-0.417996,0.123915
3572761150.245108,-2.460981,7.215042,-1.488532,-2.492029,7.322441,-1.705069,-0.031049,0.107400,-0.216537,-0.208873,-0.417688,0.125044
3572761150.255108,-2.464535,7.229153,-1.507692,-2.462276,7.238806,-1.594792,0.002258,0.009654,-0.087100,-0.209269,-0.417262,0.127461
3572761150.265109,-2.466455,7.233922,-1.514433,-2.350792,7.089461,-1.501035,0.115663,-0.144462,0.013398,-0.207124,-0.416818,0.127958
3572761150.275109,-2.462802,7.223821,-1.511193,-2.549598,7.223367,-1.443188,-0.086796,-0.000454,0.068005,-0.200567,-0.415633,0.126283
3572761150.285109,-2.468992,7.227731,-1.503505,-2.315728,7.034256,-1.425839,0.153264,-0.193475,0.077665,-0.200628,-0.416574,0.125271
3572761150.295110,-2.463431,7.212871,-1.494002,-2.488303,7.257268,-1.569149,-0.024872,0.044397,-0.075147,-0.191922,-0.415679,0.122613
3572761150.305110,-2.466504,7.220949,-1.499678,-2.346216,6.953506,-1.419681,0.120289,-0.267443,0.079997,-0.189504,-0.415800,0.123228
3572761150.315105,-2.462436,7.199087,-1.490055,-2.267837,7.212681,-1.406627,0.194599,0.013594,0.083428,-0.179282,-0.413915,0.119910
3572761150.325112,-2.454633,7.203786,-1.479820,-2.370493,7.176980,-1.449706,0.084140,-0.026805,0.030114,-0.166989,-0.415470,0.118937
3572761150.335110,-2.452112,7.204857,-1.475006,-2.247950,7.177461,-1.624846,0.204162,-0.027396,-0.149841,-0.157701,-0.415774,0.117992
3572761150.345112,-2.443628,7.205599,-1.486894,-2.394452,7.194369,-1.463648,0.049177,-0.011230,0.023245,-0.144494,-0.413779,0.118332
3572761150.355112,-2.442601,7.208184,-1.482828,-2.495171,7.217518,-1.500218,-0.052570,0.009334,-0.017390,-0.136606,-0.414135,0.117576
3572761150.365113,-2.446477,7.212891,-1.483001,-2.394631,7.273300,-1.482610,0.051846,0.060408,0.000390,-0.132468,-0.414263,0.117350
3572761150.375112,-2.445202,7.222295,-1.481101,-2.332531,7.288250,-1.527310,0.112671,0.065955,-0.046209,-0.124725,-0.415227,0.117346
3572761150.385113,-2.440875,7.232110,-1.483410,-2.593469,7.149131,-1.586713,-0.152594,-0.082978,-0.103303,-0.114964,-0.415642,0.117780
3572761150.395111,-2.449437,7.228165,-1.492142,-2.546717,7.231104,-1.506164,-0.097280,0.002939,-0.014022,-0.114546,-0.413627,0.117867
3572761150.405112,-2.455287,7.232333,-1.492198,-2.323573,7.150942,-1.523054,0.131714,-0.081391,-0.030856,-0.112128,-0.413656,0.117572
3572761150.415107,-2.449905,7.228088,-1.493027,-2.325199,7.198429,-1.460477,0.124706,-0.029659,0.032551,-0.101539,-0.412512,0.116633
3572761150.425113,-2.444762,7.228760,-1.487825,-2.532466,7.059502,-1.638111,-0.087704,-0.169258,-0.150286,-0.091251,-0.412734,0.115632
3572761150.435112,-2.449917,7.216488,-1.500792,-2.393992,7.299934,-1.366939,0.055926,0.083445,0.133853,-0.088695,-0.408991,0.115489
3572761150.445114,-2.448017,7.228037,-1.486201,-2.544004,7.116583,-1.503620,-0.095987,-0.111454,-0.017418,-0.080944,-0.411700,0.114529
3572761150.455114,-2.453476,7.221274,-1.486556,-2.229343,7.150375,-1.551573,0.224133,-0.070899,-0.065017,-0.078598,-0.410023,0.113520
3572761150.465114,-2.443245,7.217762,-1.490322,-2.378926,7.126361,-1.409895,0.064319,-0.091401,0.080427,-0.065060,-0.408546,0.112817
3572761150.475115,-2.440703,7.212610,-1.480752,-2.410539,7.050808,-1.487937,0.030164,-0.161802,-0.007185,-0.057000,-0.408448,0.110933
3572761150.485114,-2.439754,7.200798,-1.479628,-2.274193,7.052709,-1.430216,0.165561,-0.148089,0.049412,-0.050259,-0.406373,0.109271
3572761150.495114,-2.432113,7.189989,-1.472645,-2.447427,7.186408,-1.473968,-0.015314,-0.003581,-0.001323,-0.038702,-0.405461,0.107095
3572761150.505115,-2.433214,7.193264,-1.471084,-2.426283,6.999443,-1.490692,0.006931,-0.193821,-0.019607,-0.033938,-0.405409,0.106620
3572761150.515111,-2.433179,7.178381,-1.471188,-2.422434,7.222840,-1.606314,0.010744,0.044459,-0.135126,-0.028180,-0.402708,0.104854
3572761150.525115,-2.432903,7.186153,-1.482280,-2.562302,6.998503,-1.661344,-0.129398,-0.187650,-0.179064,-0.022896,-0.401760,0.105903
3572761150.535116,-2.439435,7.172029,-1.498083,-2.352540,7.118931,-1.593601,0.086895,-0.053098,-0.095518,-0.022406,-0.397355,0.106016
3572761150.545116,-2.435376,7.170349,-1.505206,-2.583232,7.089061,-1.403893,-0.147856,-0.081288,0.101313,-0.014261,-0.395567,0.105874
3572761150.555116,-2.442725,7.166334,-1.494418,-2.632757,7.194959,-1.521864,-0.190032,0.028626,-0.027446,-0.014101,-0.395210,0.103956
3572761150.565117,-2.452140,7.172825,-1.496061,-2.576283,7.185429,-1.643134,-0.124143,0.012604,-0.147073,-0.015851,-0.395287,0.103978
3572761150.575117,-2.458347,7.177728,-1.508885,-2.606666,7.203559,-1.445604,-0.148318,0.025831,0.063281,-0.015498,-0.394036,0.105054
3572761150.585117,-2.465733,7.183923,-1.501806,-2.513327,7.155823,-1.531979,-0.047594,-0.028100,-0.030173,-0.015619,-0.394856,0.104144
3572761150.595118,-2.468190,7.184868,-1.503271,-2.461438,7.075733,-1.714234,0.006752,-0.109135,-0.210962,-0.012320,-0.394101,0.103773
3572761150.605118,-2.467957,7.178007,-1.521770,-2.453174,7.207849,-1.577929,0.014783,0.029842,-0.056159,-0.007336,-0.390348,0.104400
3572761150.615113,-2.467281,7.184346,-1.525524,-2.520039,7.089999,-1.603516,-0.052758,-0.094347,-0.077992,-0.002023,-0.390072,0.104644
3572761150.625119,-2.469859,7.178956,-1.531598,-2.298015,7.322426,-1.769583,0.171844,0.143470,-0.237985,0.000991,-0.387899,0.104284
3572761150.635118,-2.461417,7.195809,-1.552161,-2.579348,7.123001,-1.528460,-0.117931,-0.072808,0.023702,0.011330,-0.386463,0.106841
3572761150.645117,-2.467055,7.192527,-1.548803,-2.429186,7.227410,-1.631574,0.037868,0.034882,-0.082771,0.012139,-0.385488,0.105723
3572761150.655118,-2.465060,7.199280,-1.555047,-2.357805,7.309201,-1.474428,0.107255,0.109921,0.080619,0.018096,-0.384929,0.106231
3572761150.665119,-2.459610,7.213055,-1.545497,-2.602428,7.295902,-1.606503,-0.142818,0.082847,-0.061006,0.026627,-0.387145,0.105971
3572761150.675119,-2.466319,7.224622,-1.550278,-2.521247,7.360223,-1.735317,-0.054929,0.135600,-0.185040,0.026113,-0.387648,0.106638
3572761150.685120,-2.468732,7.241124,-1.566577,-2.483012,7.216505,-1.515639,-0.014280,-0.024619,0.050938,0.028395,-0.387556,0.108836
3572761150.695119,-2.469130,7.242329,-1.560287,-2.456991,7.274385,-1.854396,0.012139,0.032057,-0.294110,0.032757,-0.387626,0.107729
3572761150.705120,-2.468196,7.248882,-1.586755,-2.542667,7.085058,-1.623195,-0.074471,-0.163824,-0.036440,0.037322,-0.384756,0.110126
3572761150.715115,-2.471453,7.236892,-1.589027,-2.652422,7.219175,-1.570178,-0.180969,-0.017718,0.018849,0.039515,-0.381936,0.108955
3572761150.725121,-2.479902,7.238899,-1.586438,-2.572986,7.181131,-1.560406,-0.093084,-0.057768,0.026032,0.037816,-0.381599,0.108246
3572761150.735120,-2.484066,7.237010,-1.582871,-2.499719,7.172643,-1.563023,-0.015653,-0.064367,0.019849,0.039265,-0.380825,0.107182
3572761150.745122,-2.484426,7.234392,-1.579628,-2.560601,7.249970,-1.713539,-0.076175,0.015578,-0.133911,0.043418,-0.379992,0.106079
3572761150.755122,-2.487710,7.239449,-1.591237,-2.364137,7.119354,-1.635192,0.123573,-0.120095,-0.043954,0.044993,-0.378774,0.107015
3572761150.765121,-2.481200,7.231292,-1.593621,-2.595947,7.133274,-1.541015,-0.114748,-0.098018,0.052606,0.054004,-0.376662,0.105890
3572761150.775122,-2.486266,7.225543,-1.587612,-2.353302,7.160566,-1.724378,0.132965,-0.064976,-0.136765,0.054628,-0.375478,0.104334
3572761150.785122,-2.479204,7.222574,-1.598803,-2.393288,7.144569,-1.687521,0.085916,-0.078005,-0.088718,0.063638,-0.372904,0.104398
3572761150.795122,-2.474357,7.218418,-1.605565,-2.572881,7.189795,-1.653189,-0.098524,-0.028623,-0.047624,0.071024,-0.370733,0.104028
3572761150.805124,-2.478465,7.219196,-1.609033,-2.478285,7.092253,-1.603927,0.000181,-0.126943,0.005106,0.071816,-0.369641,0.103859
3572761150.815118,-2.477734,7.210484,-1.607160,-2.333742,7.181313,-1.733338,0.143992,-0.029171,-0.126178,0.076313,-0.367780,0.102421
3572761150.825123,-2.469921,7.210825,-1.617320,-2.307324,7.210133,-1.532704,0.162597,-0.000692,0.084616,0.085508,-0.365705,0.102657
3572761150.835124,-2.461107,7.213819,-1.607338,-2.437467,7.337494,-1.542861,0.023640,0.123675,0.064477,0.095599,-0.366572,0.101458
3572761150.845126,-2.458998,7.228880,-1.599673,-2.655045,7.102440,-1.695504,-0.196048,-0.126439,-0.095831,0.100527,-0.368650,0.101319
3572761150.855125,-2.467593,7.220386,-1.608011,-2.433836,7.513298,-1.453590,0.033756,0.292912,0.154421,0.097666,-0.365662,0.101184
3572761150.865126,-2.464969,7.251551,-1.591769,-2.423995,7.134629,-1.845358,0.040974,-0.116922,-0.253589,0.102818,-0.370918,0.101527
3572761150.875124,-2.461941,7.243705,-1.614326,-2.498968,7.115041,-1.759434,-0.037026,-0.128664,-0.145108,0.108106,-0.366345,0.102343
3572761150.885126,-2.462679,7.234822,-1.626836,-2.447333,7.224622,-1.867973,0.015346,-0.010199,-0.241137,0.110772,-0.362838,0.102310
3572761150.895126,-2.460830,7.237121,-1.648337,-2.451623,7.365940,-1.743185,0.009207,0.128819,-0.094848,0.114940,-0.359811,0.103875
3572761150.905126,-2.459240,7.252655,-1.655950,-2.486635,7.346670,-1.767026,-0.027395,0.094015,-0.111076,0.118931,-0.360192,0.105167
3572761150.915122,-2.459403,7.264933,-1.665231,-2.303911,7.161212,-1.684108,0.155492,-0.103722,-0.018877,0.121637,-0.360009,0.106358
3572761150.925126,-2.450585,7.258097,-1.665161,-2.439856,7.059284,-1.732968,0.010730,-0.198813,-0.067807,0.131268,-0.358328,0.105067
3572761150.935128,-2.448759,7.242409,-1.670182,-2.378848,7.093835,-1.833842,0.069911,-0.148575,-0.163660,0.135743,-0.354693,0.103672
3572761150.945127,-2.443995,7.231377,-1.684150,-2.421061,7.160620,-1.677673,0.022934,-0.070757,0.006477,0.142046,-0.350641,0.103322
3572761150.955128,-2.441467,7.227792,-1.682071,-2.501706,6.954518,-1.775181,-0.060239,-0.273274,-0.093110,0.146795,-0.349484,0.102203
3572761150.965127,-2.442964,7.205011,-1.689734,-2.346377,7.199367,-1.767496,0.096587,-0.005644,-0.077762,0.148637,-0.344453,0.100679
3572761150.975128,-2.436769,7.207448,-1.695469,-2.373943,7.212057,-1.552617,0.062826,0.004609,0.142852,0.155662,-0.343121,0.100706
3572761150.985129,-2.432156,7.210901,-1.680286,-2.339852,7.106684,-1.504071,0.092304,-0.104217,0.176216,0.161798,-0.344529,0.099006
3572761150.995127,-2.426040,7.203933,-1.661805,-2.418700,7.136259,-1.630201,0.007339,-0.067674,0.031603,0.169148,-0.345121,0.096162
3572761151.005129,-2.424012,7.200554,-1.657309,-2.545350,7.117195,-1.746748,-0.121338,-0.083359,-0.089440,0.173136,-0.344259,0.094831
3572761151.015124,-2.428245,7.195828,-1.664733,-2.319286,7.124595,-1.645916,0.108960,-0.071233,0.018818,0.172313,-0.341831,0.094647
3572761151.025130,-2.421213,7.191916,-1.661171,-2.405113,7.239104,-1.742460,0.016100,0.047188,-0.081289,0.179822,-0.340907,0.093318
3572761151.035129,-2.418655,7.199405,-1.667389,-2.208257,7.250696,-1.738939,0.210398,0.051290,-0.071549,0.183641,-0.340208,0.093830
3572761151.045131,-2.406550,7.206930,-1.672132,-2.369217,7.068302,-1.565592,0.037333,-0.138628,0.106540,0.194322,-0.339416,0.094187
3572761151.055130,-2.402808,7.196665,-1.660375,-2.400901,7.210604,-1.789961,0.001908,0.013939,-0.129585,0.199420,-0.338616,0.091618
3572761151.065130,-2.400755,7.200954,-1.671184,-2.443405,7.218475,-1.781674,-0.042651,0.017521,-0.110490,0.202578,-0.336915,0.092274
3572761151.075130,-2.400851,7.205638,-1.680316,-2.499273,7.318929,-1.696638,-0.098422,0.113291,-0.016322,0.204160,-0.335526,0.092836
3572761151.085131,-2.403662,7.219510,-1.680663,-2.405790,7.188600,-1.737945,-0.002128,-0.030910,-0.057281,0.203791,-0.336473,0.093245
3572761151.095131,-2.401762,7.219532,-1.684626,-2.296933,7.336073,-1.706735,0.104829,0.116541,-0.022108,0.206952,-0.335028,0.092936
3572761151.105133,-2.394597,7.233405,-1.684933,-2.295200,7.110327,-1.803545,0.099397,-0.123077,-0.118612,0.213684,-0.335681,0.093517
3572761151.115126,-2.387632,7.224462,-1.694428,-2.328320,7.191192,-1.741617,0.059312,-0.033270,-0.047189,0.220452,-0.332391,0.092761
3572761151.125132,-2.382563,7.224105,-1.697230,-2.284256,7.175239,-1.660982,0.098307,-0.048866,0.036247,0.225704,-0.331010,0.092263
3572761151.135132,-2.375534,7.222173,-1.691971,-2.371482,7.218659,-1.679810,0.004051,-0.003515,0.012161,0.232451,-0.330526,0.090950
3572761151.145133,-2.373052,7.224696,-1.689244,-2.247577,7.172458,-1.836520,0.125475,-0.052238,-0.147276,0.235706,-0.330197,0.090236
3572761151.155132,-2.364597,7.222353,-1.701358,-2.492467,7.087670,-1.720247,-0.127870,-0.134683,-0.018889,0.243074,-0.327277,0.090204
3572761151.165134,-2.368469,7.212523,-1.701959,-2.349583,7.034067,-1.905581,0.018886,-0.178456,-0.203622,0.241710,-0.324779,0.088884
3572761151.175133,-2.365173,7.198295,-1.719747,-2.445571,7.269583,-1.818988,-0.080398,0.071289,-0.099241,0.245315,-0.319742,0.088462
3572761151.185133,-2.366702,7.207954,-1.727891,-2.324377,7.181725,-1.637399,0.042325,-0.026229,0.090492,0.245136,-0.319116,0.089293
3572761151.195134,-2.362224,7.208151,-1.717640,-2.262202,7.289197,-1.893114,0.100022,0.081046,-0.175474,0.249750,-0.319490,0.087735
3572761151.205133,-2.354880,7.218445,-1.732540,-2.387448,7.188392,-1.672620,-0.032568,-0.030053,0.059920,0.255780,-0.317632,0.089107
3572761151.215129,-2.353964,7.218364,-1.725382,-2.343877,7.250435,-1.728476,0.010087,0.032071,-0.003095,0.257641,-0.317485,0.087760
3572761151.225134,-2.350944,7.224122,-1.724096,-2.370400,7.276613,-1.866831,-0.019457,0.052491,-0.142735,0.260777,-0.317368,0.087431
3572761151.235134,-2.349340,7.231861,-1.736180,-2.467287,6.977798,-1.707576,-0.117947,-0.254063,0.028603,0.262582,-0.315844,0.088426
3572761151.245135,-2.352536,7.210535,-1.732239,-2.378012,7.353386,-1.574103,-0.025476,0.142851,0.158136,0.261615,-0.312274,0.085750
3572761151.255136,-2.351217,7.226848,-1.715711,-2.155569,7.131155,-1.847651,0.195648,-0.095693,-0.131940,0.263509,-0.315421,0.084956
3572761151.265136,-2.339057,7.220061,-1.726222,-2.315431,7.389845,-1.754584,0.023626,0.169784,-0.028362,0.273172,-0.312223,0.084184
3572761151.275136,-2.335224,7.238829,-1.727278,-2.304283,7.239047,-1.598125,0.030941,0.000218,0.129153,0.276357,-0.313359,0.085209
3572761151.285137,-2.331000,7.241446,-1.713305,-2.238880,7.191459,-1.759589,0.092120,-0.049988,-0.046284,0.280313,-0.314528,0.083567
3572761151.295135,-2.323744,7.239160,-1.715857,-2.302386,7.250561,-1.641468,0.021358,0.011401,0.074389,0.286218,-0.312931,0.082776
3572761151.305136,-2.319893,7.242818,-1.707082,-2.387206,7.164543,-1.886112,-0.067313,-0.078276,-0.179030,0.289650,-0.313534,0.081650
3572761151.315132,-2.320351,7.238064,-1.722655,-2.228209,7.147942,-1.943395,0.092143,-0.090122,-0.220740,0.289643,-0.309990,0.081916
3572761151.325138,-2.313004,7.231895,-1.741819,-2.371940,7.051478,-1.921846,-0.058936,-0.180417,-0.180026,0.295283,-0.305617,0.081966
3572761151.335138,-2.312996,7.217338,-1.757502,-2.419028,6.953707,-1.787391,-0.106032,-0.263631,-0.029890,0.295677,-0.300779,0.081365
3572761151.345139,-2.315288,7.194886,-1.759039,-2.372196,7.110978,-1.675847,-0.056908,-0.083908,0.083192,0.294731,-0.296564,0.078972
3572761151.355138,-2.315185,7.189443,-1.749693,-2.224922,7.122703,-1.953236,0.090263,-0.066740,-0.203542,0.295410,-0.296026,0.076947
3572761151.365139,-2.307875,7.185375,-1.767288,-2.274259,7.231565,-1.585110,0.033616,0.046189,0.182178,0.300826,-0.292121,0.077049
3572761151.375138,-2.303282,7.192130,-1.748292,-2.171791,7.155759,-1.650401,0.131492,-0.036371,0.097891,0.304556,-0.294513,0.075391
3572761151.385139,-2.293863,7.190840,-1.737063,-2.157884,7.231881,-1.809210,0.135979,0.041042,-0.072147,0.311716,-0.295078,0.073664
3572761151.395138,-2.284157,7.196882,-1.741984,-2.293774,7.173622,-1.845266,-0.009618,-0.023260,-0.103282,0.318620,-0.293982,0.073773
3572761151.405140,-2.281509,7.197039,-1.750187,-2.278262,7.101494,-1.716180,0.003247,-0.095545,0.034007,0.320393,-0.291912,0.073658
3572761151.415134,-2.278213,7.190275,-1.745293,-2.212053,7.164936,-1.920612,0.066160,-0.025338,-0.175319,0.322929,-0.290809,0.071848
3572761151.425140,-2.271815,7.190059,-1.760181,-2.275543,6.986148,-1.800301,-0.003728,-0.203911,-0.040120,0.327242,-0.287684,0.072084
3572761151.435140,-2.268794,7.172931,-1.762363,-2.079816,7.274253,-1.862134,0.188977,0.101321,-0.099771,0.329540,-0.284424,0.069859
3572761151.445140,-2.256321,7.184474,-1.769825,-2.339602,7.253876,-1.833457,-0.083281,0.069402,-0.063632,0.338001,-0.283310,0.070639
3572761151.455141,-2.257091,7.193436,-1.774413,-2.258460,7.112792,-1.795550,-0.001369,-0.080644,-0.021137,0.336900,-0.282833,0.071016
3572761151.465141,-2.253861,7.187982,-1.774776,-2.163591,6.987328,-1.870823,0.090270,-0.200654,-0.096047,0.339016,-0.281183,0.069707
3572761151.475141,-2.246124,7.170914,-1.782077,-2.209153,6.889033,-1.647085,0.036971,-0.281881,0.134991,0.344480,-0.277436,0.067616
3572761151.485141,-2.240941,7.146158,-1.767487,-2.177796,7.087844,-1.900748,0.063145,-0.058313,-0.133261,0.348447,-0.275937,0.063285
3572761151.495141,-2.234443,7.142591,-1.778365,-2.123010,7.288463,-1.872309,0.111433,0.145872,-0.093944,0.352513,-0.273034,0.062809
3572761151.505142,-2.225543,7.158348,-1.785412,-2.170477,7.049713,-1.802045,0.055066,-0.108635,-0.016633,0.357924,-0.272497,0.063989
3572761151.515137,-2.219346,7.149964,-1.785200,-2.439584,7.137850,-1.892720,-0.220238,-0.012114,-0.107520,0.361896,-0.270732,0.062247
3572761151.525144,-2.226588,7.151155,-1.794227,-2.075969,6.985342,-1.792726,0.150619,-0.165812,0.001502,0.355745,-0.268848,0.062398
3572761151.535143,-2.215735,7.137118,-1.792135,-2.202235,7.107571,-1.810246,0.013500,-0.029548,-0.018111,0.363216,-0.267033,0.059857
3572761151.545143,-2.211539,7.136260,-1.792145,-2.084577,7.132024,-1.942083,0.126962,-0.004235,-0.149938,0.362114,-0.266004,0.058970
3572761151.555144,-2.201811,7.137583,-1.804496,-2.255947,7.031027,-1.900384,-0.054136,-0.106557,-0.095887,0.362890,-0.263279,0.059047
3572761151.565143,-2.200938,7.129451,-1.812045,-2.151037,7.313911,-2.094176,0.049901,0.184460,-0.282131,0.357479,-0.260378,0.058131
3572761151.575143,-2.195030,7.148830,-1.837143,-2.214804,7.290869,-1.787405,-0.019775,0.142039,0.049738,0.355016,-0.257605,0.061007
3572761151.585145,-2.192562,7.164290,-1.830793,-2.071491,6.974489,-1.918005,0.121071,-0.189801,-0.087212,0.348705,-0.259240,0.061362
3572761151.595144,-2.183260,7.147907,-1.837218,-2.209701,6.956533,-1.737215,-0.026441,-0.191375,0.100002,0.347894,-0.255922,0.059261
3572761151.605144,-2.181184,7.131586,-1.826077,-2.179703,7.121879,-1.806376,0.001481,-0.009707,0.019702,0.342072,-0.254877,0.056193
3572761151.615139,-2.177801,7.132484,-1.822518,-2.039207,7.230167,-1.964036,0.138594,0.097684,-0.141519,0.336814,-0.254608,0.055370
3572761151.625145,-2.167760,7.143344,-1.834071,-2.211903,7.007943,-1.767972,-0.044143,-0.135402,0.066099,0.336049,-0.252777,0.056471
3572761151.635144,-2.166667,7.132317,-1.826172,-2.194480,7.143965,-1.779457,-0.027812,0.011648,0.046715,0.329535,-0.251855,0.054191
3572761151.645147,-2.164840,7.135242,-1.820078,-2.253904,7.181644,-1.835720,-0.089064,0.046403,-0.015642,0.323329,-0.252186,0.053423
3572761151.655146,-2.166072,7.141566,-1.820027,-2.129860,7.124745,-1.953297,0.036212,-0.016821,-0.133270,0.314852,-0.252049,0.053432
3572761151.665146,-2.161254,7.141663,-1.830956,-2.286983,7.055026,-1.776975,-0.125729,-0.086637,0.053981,0.310830,-0.249571,0.053525
3572761151.675147,-2.164400,7.135353,-1.824359,-2.183479,6.965308,-1.864481,-0.019079,-0.170046,-0.040122,0.301474,-0.248874,0.051875
3572761151.685146,-2.162417,7.120922,-1.826529,-1.897999,7.236552,-1.734311,0.264418,0.115630,0.092218,0.295964,-0.246263,0.050016
3572761151.695147,-2.146614,7.133134,-1.815679,-2.027012,7.127924,-1.742212,0.119602,-0.005210,0.073468,0.300055,-0.248012,0.050317
3572761151.705149,-2.137857,7.134105,-1.806775,-2.186921,7.123432,-1.938229,-0.049063,-0.010674,-0.131454,0.299301,-0.248729,0.049326
3572761151.715142,-2.137365,7.134835,-1.817634,-2.098377,7.155928,-1.773991,0.038988,0.021093,0.043642,0.292361,-0.246421,0.049615
3572761151.725148,-2.132630,7.138430,-1.811689,-2.278122,7.172074,-1.846422,-0.145492,0.033644,-0.034734,0.288742,-0.246880,0.049059
3572761151.735148,-2.136959,7.143512,-1.813514,-2.201304,7.125639,-1.867508,-0.064344,-0.017873,-0.053994,0.278511,-0.246421,0.049191
3572761151.745149,-2.137416,7.143567,-1.817038,-2.037482,7.138078,-2.125866,0.099935,-0.005489,-0.308827,0.271276,-0.245139,0.048950
