L2_continuous,PosXRight,R2_continuous,alpha_VSP1,u_BT,u_VSP1,PosYRight,Absolute Time
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.657506
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.667507
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.677507
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.687506
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.697507
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.707509
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.717509
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.727508
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.737508
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.747509
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.757509
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.767509
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.777510
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.787510
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.797510
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.807510
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.817509
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.827512
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.837512
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.847512
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.857511
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.867512
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.877512
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.887513
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.897513
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.907513
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.917513
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.927514
-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,3569200139.937514
