u_in,u_hat, u_tilde,Absolute Time
0.110743,0.278418,-0.168227,3571909744.996261
0.111295,0.278704,-0.167961,3571909745.006261
0.111846,0.278991,-0.167696,3571909745.016261
0.112398,0.279278,-0.167432,3571909745.026258
0.112949,0.279565,-0.167167,3571909745.036262
0.113500,0.279852,-0.166903,3571909745.046261
0.114050,0.280139,-0.166640,3571909745.056261
0.114601,0.280426,-0.166376,3571909745.066263
0.115151,0.280713,-0.166113,3571909745.076262
0.115700,0.281000,-0.165850,3571909745.086262
0.116250,0.281287,-0.165587,3571909745.096263
0.116800,0.281575,-0.165324,3571909745.106263
0.117349,0.281862,-0.165062,3571909745.116263
0.117898,0.282149,-0.164800,3571909745.126259
0.118446,0.282436,-0.164539,3571909745.136264
0.118995,0.282724,-0.164277,3571909745.146264
0.119543,0.283011,-0.164016,3571909745.156266
0.120091,0.283298,-0.163755,3571909745.166265
0.120639,0.283586,-0.163495,3571909745.176265
0.121186,0.283873,-0.163234,3571909745.186265
0.121733,0.284160,-0.162974,3571909745.196265
0.122280,0.284448,-0.162714,3571909745.206265
0.122827,0.284735,-0.162455,3571909745.216268
0.123374,0.285023,-0.162196,3571909745.226262
0.123920,0.285310,-0.161937,3571909745.236264
0.124466,0.285598,-0.161678,3571909745.246267
0.125012,0.285885,-0.161419,3571909745.256267
0.125557,0.286173,-0.161161,3571909745.266267
0.126103,0.286460,-0.160903,3571909745.276268
0.126648,0.286748,-0.160645,3571909745.286269
0.127193,0.287036,-0.160388,3571909745.296269
0.127737,0.287323,-0.160131,3571909745.306269
0.128282,0.287611,-0.159874,3571909745.316268
0.128826,0.287899,-0.159617,3571909745.326266
0.129369,0.288186,-0.159361,3571909745.336271
0.129913,0.288474,-0.159105,3571909745.346270
0.130456,0.288762,-0.158849,3571909745.356270
0.131000,0.289050,-0.158593,3571909745.366270
0.131542,0.289337,-0.158338,3571909745.376271
0.132085,0.289625,-0.158083,3571909745.386271
0.132627,0.289913,-0.157828,3571909745.396272
0.133170,0.290201,-0.157573,3571909745.406271
0.133712,0.290489,-0.157319,3571909745.416272
0.134253,0.290777,-0.157065,3571909745.426269
0.134795,0.291064,-0.156811,3571909745.436272
0.135336,0.291352,-0.156558,3571909745.446272
0.135877,0.291640,-0.156304,3571909745.456274
0.136417,0.291928,-0.156051,3571909745.466273
0.136958,0.292216,-0.155799,3571909745.476274
0.137498,0.292504,-0.155546,3571909745.486273
0.138038,0.292792,-0.155294,3571909745.496274
0.138577,0.293080,-0.155042,3571909745.506275
0.139117,0.293368,-0.154790,3571909745.516277
0.139656,0.293656,-0.154539,3571909745.526271
0.140195,0.293944,-0.154287,3571909745.536273
0.140734,0.294231,-0.154037,3571909745.546276
0.141272,0.294519,-0.153786,3571909745.556276
0.141810,0.294807,-0.153535,3571909745.566277
0.142348,0.295095,-0.153285,3571909745.576278
0.142886,0.295383,-0.153035,3571909745.586277
0.143423,0.295671,-0.152786,3571909745.596277
0.143960,0.295959,-0.152536,3571909745.606277
0.144497,0.296247,-0.152287,3571909745.616277
0.145034,0.296535,-0.152038,3571909745.626274
0.145570,0.296823,-0.151789,3571909745.636279
0.146106,0.297111,-0.151541,3571909745.646278
0.146642,0.297399,-0.151293,3571909745.656279
0.147178,0.297687,-0.151045,3571909745.666279
0.147713,0.297975,-0.150797,3571909745.676280
0.148249,0.298263,-0.150550,3571909745.686280
0.148783,0.298551,-0.150303,3571909745.696280
0.149318,0.298839,-0.150056,3571909745.706280
0.149852,0.299127,-0.149809,3571909745.716280
0.150387,0.299415,-0.149563,3571909745.726277
0.150920,0.299703,-0.149317,3571909745.736281
0.151454,0.299991,-0.149071,3571909745.746281
0.151987,0.300279,-0.148825,3571909745.756283
0.152520,0.300567,-0.148580,3571909745.766282
0.153053,0.300855,-0.148334,3571909745.776281
0.153586,0.301143,-0.148090,3571909745.786283
0.154118,0.301431,-0.147845,3571909745.796283
0.154650,0.301719,-0.147601,3571909745.806283
0.155182,0.302007,-0.147356,3571909745.816284
0.155713,0.302294,-0.147113,3571909745.826280
0.156245,0.302582,-0.146869,3571909745.836283
0.156776,0.302870,-0.146625,3571909745.846285
0.157307,0.303158,-0.146382,3571909745.856284
0.157837,0.303446,-0.146139,3571909745.866285
0.158367,0.303734,-0.145897,3571909745.876285
0.158897,0.304022,-0.145654,3571909745.886284
0.159427,0.304309,-0.145412,3571909745.896286
0.159956,0.304597,-0.145170,3571909745.906286
0.160486,0.304885,-0.144929,3571909745.916286
0.161014,0.305173,-0.144687,3571909745.926283
0.161543,0.305461,-0.144446,3571909745.936286
0.162072,0.305748,-0.144205,3571909745.946287
0.162600,0.306036,-0.143965,3571909745.956287
0.163128,0.306324,-0.143724,3571909745.966288
0.163655,0.306612,-0.143484,3571909745.976287
0.164182,0.306899,-0.143244,3571909745.986288
0.164710,0.307187,-0.143004,3571909745.996289
0.165236,0.307475,-0.142765,3571909746.006288
0.165763,0.307762,-0.142526,3571909746.016290
0.166289,0.308050,-0.142287,3571909746.026286
0.166815,0.308337,-0.142048,3571909746.036288
0.167341,0.308625,-0.141810,3571909746.046289
0.167866,0.308912,-0.141572,3571909746.056291
0.168392,0.309200,-0.141334,3571909746.066290
0.168917,0.309487,-0.141096,3571909746.076292
0.169441,0.309775,-0.140858,3571909746.086291
0.169966,0.310062,-0.140621,3571909746.096291
0.170490,0.310350,-0.140384,3571909746.106292
0.171014,0.310637,-0.140147,3571909746.116292
0.171537,0.310925,-0.139911,3571909746.126288
0.172060,0.311212,-0.139675,3571909746.136291
0.172583,0.311499,-0.139439,3571909746.146292
0.173106,0.311787,-0.139203,3571909746.156292
0.173629,0.312074,-0.138968,3571909746.166294
0.174151,0.312361,-0.138732,3571909746.176294
0.174673,0.312648,-0.138497,3571909746.186294
0.175195,0.312935,-0.138262,3571909746.196295
0.175716,0.313223,-0.138028,3571909746.206295
0.176237,0.313510,-0.137794,3571909746.216294
0.176758,0.313797,-0.137560,3571909746.226291
0.177279,0.314084,-0.137326,3571909746.236296
0.177799,0.314371,-0.137092,3571909746.246296
0.178319,0.314658,-0.136859,3571909746.256296
0.178839,0.314945,-0.136626,3571909746.266296
0.179358,0.315232,-0.136393,3571909746.276294
0.179877,0.315519,-0.136160,3571909746.286297
0.180396,0.315805,-0.135928,3571909746.296297
0.180915,0.316092,-0.135696,3571909746.306298
0.181433,0.316379,-0.135464,3571909746.316298
0.181952,0.316666,-0.135232,3571909746.326294
0.182469,0.316953,-0.135001,3571909746.336297
0.182987,0.317239,-0.134770,3571909746.346298
0.183504,0.317526,-0.134539,3571909746.356300
0.184021,0.317812,-0.134308,3571909746.366298
0.184538,0.318099,-0.134078,3571909746.376299
0.185054,0.318386,-0.133848,3571909746.386299
0.185570,0.318672,-0.133618,3571909746.396300
0.186086,0.318959,-0.133388,3571909746.406301
0.186602,0.319245,-0.133159,3571909746.416301
0.187117,0.319531,-0.132929,3571909746.426298
0.187632,0.319818,-0.132700,3571909746.436298
0.188147,0.320104,-0.132472,3571909746.446301
0.188661,0.320390,-0.132243,3571909746.456301
0.189175,0.320676,-0.132015,3571909746.466302
0.189689,0.320962,-0.131787,3571909746.476303
0.190203,0.321249,-0.131559,3571909746.486302
0.190716,0.321535,-0.131332,3571909746.496302
0.191229,0.321821,-0.131104,3571909746.506302
0.191742,0.322107,-0.130877,3571909746.516303
0.192254,0.322393,-0.130651,3571909746.526301
0.192767,0.322678,-0.130424,3571909746.536304
0.193279,0.322964,-0.130198,3571909746.546304
0.193790,0.323250,-0.129972,3571909746.556305
0.194301,0.323536,-0.129746,3571909746.566304
0.194812,0.323821,-0.129520,3571909746.576304
0.195323,0.324107,-0.129295,3571909746.586305
0.195834,0.324393,-0.129069,3571909746.596306
0.196344,0.324678,-0.128845,3571909746.606306
0.196854,0.324964,-0.128620,3571909746.616305
0.197363,0.325249,-0.128395,3571909746.626303
0.197872,0.325534,-0.128171,3571909746.636306
0.198381,0.325820,-0.127947,3571909746.646307
0.198890,0.326105,-0.127724,3571909746.656308
0.199399,0.326390,-0.127500,3571909746.666308
0.199907,0.326675,-0.127277,3571909746.676308
0.200414,0.326961,-0.127054,3571909746.686308
0.200922,0.327246,-0.126831,3571909746.696309
0.201429,0.327531,-0.126609,3571909746.706308
0.201936,0.327816,-0.126386,3571909746.716310
0.202443,0.328100,-0.126164,3571909746.726305
0.202949,0.328385,-0.125942,3571909746.736308
0.203455,0.328670,-0.125721,3571909746.746310
0.203961,0.328955,-0.125500,3571909746.756310
0.204466,0.329239,-0.125278,3571909746.766310
0.204972,0.329524,-0.125058,3571909746.776312
0.205476,0.329809,-0.124837,3571909746.786312
0.205981,0.330093,-0.124617,3571909746.796312
0.206485,0.330377,-0.124396,3571909746.806312
0.206989,0.330662,-0.124177,3571909746.816312
0.207493,0.330946,-0.123957,3571909746.826308
0.207996,0.331230,-0.123737,3571909746.836313
0.208499,0.331515,-0.123518,3571909746.846313
0.209002,0.331799,-0.123299,3571909746.856313
0.209505,0.332083,-0.123080,3571909746.866314
0.210007,0.332367,-0.122862,3571909746.876314
0.210509,0.332651,-0.122644,3571909746.886313
0.211010,0.332934,-0.122426,3571909746.896314
0.211512,0.333218,-0.122208,3571909746.906314
0.212013,0.333502,-0.121990,3571909746.916315
0.212513,0.333786,-0.121773,3571909746.926311
0.213014,0.334069,-0.121556,3571909746.936314
0.213514,0.334353,-0.121339,3571909746.946316
0.214013,0.334636,-0.121122,3571909746.956317
0.214513,0.334919,-0.120906,3571909746.966316
0.215012,0.335203,-0.120690,3571909746.976316
0.215511,0.335486,-0.120474,3571909746.986317
0.216009,0.335769,-0.120258,3571909746.996317
0.216508,0.336052,-0.120043,3571909747.006317
0.217005,0.336335,-0.119828,3571909747.016319
0.217503,0.336618,-0.119613,3571909747.026314
0.218000,0.336901,-0.119398,3571909747.036317
0.218497,0.337184,-0.119184,3571909747.046318
0.218994,0.337467,-0.118969,3571909747.056319
0.219490,0.337749,-0.118755,3571909747.066319
0.219987,0.338032,-0.118541,3571909747.076320
0.220482,0.338314,-0.118328,3571909747.086319
0.220978,0.338597,-0.118115,3571909747.096320
0.221473,0.338879,-0.117902,3571909747.106319
0.221968,0.339162,-0.117689,3571909747.116321
0.222462,0.339444,-0.117476,3571909747.126317
0.222956,0.339726,-0.117264,3571909747.136322
0.223450,0.340008,-0.117052,3571909747.146321
0.223944,0.340290,-0.116840,3571909747.156321
0.224437,0.340572,-0.116628,3571909747.166321
0.224930,0.340854,-0.116417,3571909747.176322
0.225423,0.341135,-0.116205,3571909747.186321
0.225915,0.341417,-0.115994,3571909747.196324
0.226407,0.341699,-0.115784,3571909747.206324
0.226899,0.341980,-0.115573,3571909747.216323
0.227390,0.342262,-0.115363,3571909747.226320
0.227881,0.342543,-0.115153,3571909747.236322
0.228372,0.342824,-0.114943,3571909747.246324
0.228862,0.343105,-0.114733,3571909747.256325
0.229352,0.343386,-0.114524,3571909747.266325
0.229842,0.343667,-0.114315,3571909747.276324
0.230332,0.343948,-0.114106,3571909747.286325
0.230821,0.344229,-0.113897,3571909747.296325
0.231310,0.344510,-0.113689,3571909747.306326
0.231798,0.344791,-0.113481,3571909747.316328
0.232286,0.345071,-0.113273,3571909747.326323
0.232774,0.345352,-0.113065,3571909747.336325
0.233262,0.345632,-0.112858,3571909747.346326
0.233749,0.345912,-0.112651,3571909747.356327
0.234236,0.346193,-0.112444,3571909747.366327
0.234722,0.346473,-0.112237,3571909747.376330
0.235209,0.346753,-0.112030,3571909747.386328
0.235695,0.347033,-0.111824,3571909747.396327
0.236180,0.347313,-0.111618,3571909747.406328
0.236666,0.347592,-0.111412,3571909747.416329
0.237151,0.347872,-0.111207,3571909747.426325
0.237635,0.348152,-0.111001,3571909747.436330
0.238119,0.348431,-0.110796,3571909747.446330
0.238603,0.348711,-0.110591,3571909747.456330
0.239087,0.348990,-0.110386,3571909747.466331
0.239570,0.349269,-0.110182,3571909747.476331
0.240053,0.349548,-0.109978,3571909747.486331
0.240536,0.349827,-0.109774,3571909747.496332
0.241018,0.350106,-0.109570,3571909747.506331
0.241500,0.350385,-0.109367,3571909747.516331
0.241982,0.350664,-0.109163,3571909747.526329
0.242464,0.350943,-0.108960,3571909747.536331
0.242945,0.351221,-0.108758,3571909747.546333
0.243425,0.351500,-0.108555,3571909747.556334
0.243906,0.351778,-0.108353,3571909747.566333
0.244386,0.352056,-0.108151,3571909747.576334
0.244865,0.352334,-0.107949,3571909747.586334
0.245345,0.352612,-0.107747,3571909747.596334
0.245824,0.352890,-0.107546,3571909747.606334
0.246303,0.353168,-0.107345,3571909747.616336
0.246781,0.353446,-0.107144,3571909747.626331
0.247259,0.353724,-0.106943,3571909747.636335
0.247737,0.354001,-0.106742,3571909747.646336
0.248214,0.354279,-0.106542,3571909747.656335
0.248691,0.354556,-0.106342,3571909747.666336
0.249168,0.354833,-0.106142,3571909747.676339
0.249644,0.355111,-0.105943,3571909747.686337
0.250120,0.355388,-0.105744,3571909747.696337
0.250596,0.355665,-0.105545,3571909747.706337
0.251071,0.355941,-0.105346,3571909747.716338
0.251546,0.356218,-0.105147,3571909747.726334
0.252021,0.356495,-0.104949,3571909747.736339
0.252495,0.356771,-0.104751,3571909747.746338
0.252969,0.357048,-0.104553,3571909747.756339
0.253443,0.357324,-0.104355,3571909747.766339
0.253916,0.357600,-0.104158,3571909747.776340
0.254389,0.357876,-0.103960,3571909747.786339
0.254862,0.358152,-0.103763,3571909747.796340
0.255334,0.358428,-0.103567,3571909747.806341
0.255806,0.358704,-0.103370,3571909747.816340
0.256278,0.358980,-0.103174,3571909747.826337
0.256749,0.359255,-0.102978,3571909747.836340
0.257220,0.359531,-0.102782,3571909747.846341
0.257690,0.359806,-0.102586,3571909747.856343
0.258161,0.360081,-0.102391,3571909747.866342
0.258631,0.360357,-0.102196,3571909747.876343
0.259100,0.360632,-0.102001,3571909747.886343
0.259569,0.360906,-0.101806,3571909747.896342
0.260038,0.361181,-0.101612,3571909747.906343
0.260507,0.361456,-0.101418,3571909747.916344
0.260975,0.361730,-0.101224,3571909747.926340
0.261443,0.362005,-0.101030,3571909747.936342
0.261910,0.362279,-0.100837,3571909747.946344
0.262377,0.362553,-0.100643,3571909747.956344
0.262844,0.362828,-0.100450,3571909747.966344
0.263310,0.363102,-0.100257,3571909747.976346
0.263777,0.363375,-0.100065,3571909747.986345
0.264242,0.363649,-0.099873,3571909747.996346
0.264708,0.363923,-0.099680,3571909748.006346
0.265173,0.364196,-0.099489,3571909748.016346
0.265637,0.364470,-0.099297,3571909748.026342
0.266102,0.364743,-0.099106,3571909748.036347
0.266566,0.365016,-0.098914,3571909748.046347
0.267029,0.365289,-0.098723,3571909748.056347
0.267493,0.365562,-0.098533,3571909748.066348
0.267956,0.365835,-0.098342,3571909748.076347
0.268418,0.366108,-0.098152,3571909748.086348
0.268880,0.366380,-0.097962,3571909748.096349
0.269342,0.366653,-0.097772,3571909748.106348
0.269804,0.366925,-0.097583,3571909748.116349
0.270265,0.367197,-0.097393,3571909748.126346
0.270726,0.367469,-0.097204,3571909748.136348
0.271186,0.367741,-0.097015,3571909748.146349
0.271646,0.368013,-0.096827,3571909748.156351
0.272106,0.368285,-0.096638,3571909748.166350
0.272565,0.368556,-0.096450,3571909748.176350
0.273024,0.368828,-0.096262,3571909748.186350
0.273483,0.369099,-0.096075,3571909748.196352
0.273941,0.369370,-0.095887,3571909748.206352
0.274399,0.369641,-0.095700,3571909748.216353
0.274857,0.369912,-0.095513,3571909748.226350
0.275314,0.370183,-0.095326,3571909748.236352
0.275771,0.370454,-0.095140,3571909748.246352
0.276227,0.370724,-0.094953,3571909748.256353
0.276683,0.370995,-0.094767,3571909748.266354
0.277139,0.371265,-0.094581,3571909748.276353
0.277595,0.371535,-0.094396,3571909748.286355
0.278050,0.371805,-0.094210,3571909748.296354
0.278504,0.372075,-0.094025,3571909748.306355
0.278959,0.372345,-0.093840,3571909748.316355
0.279413,0.372614,-0.093656,3571909748.326351
0.279866,0.372884,-0.093471,3571909748.336356
0.280320,0.373153,-0.093287,3571909748.346355
0.280772,0.373423,-0.093103,3571909748.356356
0.281225,0.373692,-0.092919,3571909748.366356
0.281677,0.373961,-0.092736,3571909748.376356
0.282129,0.374230,-0.092552,3571909748.386357
0.282580,0.374498,-0.092369,3571909748.396358
0.283031,0.374767,-0.092187,3571909748.406357
0.283482,0.375035,-0.092004,3571909748.416357
0.283932,0.375304,-0.091822,3571909748.426354
0.284382,0.375572,-0.091640,3571909748.436357
0.284832,0.375840,-0.091458,3571909748.446359
0.285281,0.376108,-0.091276,3571909748.456359
0.285730,0.376376,-0.091095,3571909748.466359
0.286178,0.376643,-0.090913,3571909748.476359
0.286627,0.376911,-0.090732,3571909748.486359
0.287074,0.377178,-0.090552,3571909748.496360
0.287522,0.377445,-0.090371,3571909748.506360
0.287969,0.377712,-0.090191,3571909748.516362
0.288415,0.377979,-0.090011,3571909748.526357
0.288862,0.378246,-0.089831,3571909748.536359
0.289307,0.378513,-0.089651,3571909748.546362
0.289753,0.378779,-0.089472,3571909748.556362
0.290198,0.379046,-0.089293,3571909748.566362
0.290643,0.379312,-0.089114,3571909748.576363
0.291087,0.379578,-0.088935,3571909748.586362
0.291531,0.379844,-0.088757,3571909748.596363
0.291975,0.380110,-0.088579,3571909748.606362
0.292418,0.380376,-0.088401,3571909748.616363
0.292861,0.380641,-0.088223,3571909748.626359
0.293304,0.380907,-0.088045,3571909748.636365
0.293746,0.381172,-0.087868,3571909748.646364
