u_in,u_hat, u_tilde,Absolute Time
0.580043,0.566321,0.013722,3571913566.180755
0.580043,0.566353,0.013690,3571913566.190759
0.580043,0.566386,0.013657,3571913566.200759
0.580043,0.566418,0.013625,3571913566.210760
0.580043,0.566450,0.013592,3571913566.220760
0.580043,0.566483,0.013560,3571913566.230761
0.580043,0.566515,0.013528,3571913566.240761
0.580043,0.566547,0.013496,3571913566.250762
0.580043,0.566579,0.013464,3571913566.260761
0.580043,0.566611,0.013432,3571913566.270761
0.580043,0.566643,0.013400,3571913566.280758
0.580043,0.566674,0.013369,3571913566.290762
0.580043,0.245992,0.334051,3571913566.300762
0.580043,0.567183,0.012860,3571913566.310761
0.580043,0.567214,0.012829,3571913566.320764
0.580043,0.567244,0.012799,3571913566.330764
0.580043,0.567275,0.012768,3571913566.340763
0.580043,0.567305,0.012738,3571913566.350763
0.580043,0.567335,0.012708,3571913566.360764
0.580043,0.567365,0.012678,3571913566.370764
0.580043,0.567395,0.012648,3571913566.380760
0.580043,0.567425,0.012618,3571913566.390765
0.580043,0.567455,0.012588,3571913566.400765
0.580043,0.567485,0.012558,3571913566.410765
0.580043,0.567515,0.012528,3571913566.420766
0.580043,0.567545,0.012498,3571913566.430767
0.580043,0.567574,0.012469,3571913566.440766
0.580043,0.567604,0.012439,3571913566.450767
0.580043,0.567633,0.012409,3571913566.460766
0.580043,0.567663,0.012380,3571913566.470767
0.580043,0.567692,0.012351,3571913566.480764
0.580043,0.567722,0.012321,3571913566.490768
0.580043,0.224914,0.355129,3571913566.500768
0.580043,0.568224,0.011819,3571913566.510769
0.580043,0.568252,0.011791,3571913566.520769
0.580043,0.568280,0.011763,3571913566.530770
0.580043,0.568308,0.011735,3571913566.540769
0.580043,0.568336,0.011707,3571913566.550770
0.580043,0.568363,0.011680,3571913566.560769
0.580043,0.568391,0.011652,3571913566.570770
0.580043,0.568419,0.011624,3571913566.580767
0.580043,0.568446,0.011596,3571913566.590770
0.580043,0.568474,0.011569,3571913566.600771
0.580043,0.568501,0.011541,3571913566.610770
0.580043,0.568529,0.011514,3571913566.620772
0.580043,0.568556,0.011487,3571913566.630772
0.580043,0.568584,0.011459,3571913566.640772
0.580043,0.568611,0.011432,3571913566.650773
0.580043,0.568638,0.011405,3571913566.660774
0.580043,0.568665,0.011378,3571913566.670774
0.580043,0.568692,0.011351,3571913566.680769
0.580043,0.568719,0.011324,3571913566.690773
0.580043,0.842851,-0.262808,3571913566.700774
0.580043,0.567788,0.012255,3571913566.710773
0.580043,0.567817,0.012226,3571913566.720774
0.580043,0.567846,0.012197,3571913566.730775
0.580043,0.567875,0.012168,3571913566.740775
0.580043,0.567904,0.012139,3571913566.750776
0.580043,0.567933,0.012110,3571913566.760776
0.580043,0.567962,0.012081,3571913566.770775
0.580043,0.567990,0.012053,3571913566.780773
0.580043,0.568019,0.012024,3571913566.790777
0.580043,0.568048,0.011995,3571913566.800776
0.580043,0.568076,0.011967,3571913566.810777
0.580043,0.568104,0.011938,3571913566.820778
0.580043,0.568133,0.011910,3571913566.830778
0.580043,0.568161,0.011882,3571913566.840778
0.580043,0.568189,0.011854,3571913566.850778
0.580043,0.568217,0.011825,3571913566.860779
0.580043,0.568246,0.011797,3571913566.870779
0.580043,0.568274,0.011769,3571913566.880775
0.580043,0.568302,0.011741,3571913566.890779
0.580043,0.835381,-0.255338,3571913566.900781
0.580043,0.567403,0.012640,3571913566.910779
0.580043,0.567433,0.012610,3571913566.920779
0.580043,0.567463,0.012580,3571913566.930780
0.580043,0.567493,0.012550,3571913566.940781
0.580043,0.567522,0.012520,3571913566.950781
0.580043,0.567552,0.012491,3571913566.960781
0.580043,0.567582,0.012461,3571913566.970781
0.580043,0.567611,0.012432,3571913566.980779
0.580043,0.567641,0.012402,3571913566.990783
0.580043,0.567670,0.012373,3571913567.000783
0.580043,0.567700,0.012343,3571913567.010782
0.580043,0.567729,0.012314,3571913567.020783
0.580043,0.567758,0.012285,3571913567.030784
0.580043,0.567787,0.012256,3571913567.040783
0.580043,0.567816,0.012226,3571913567.050784
0.580043,0.567846,0.012197,3571913567.060784
0.580043,0.567874,0.012168,3571913567.070786
0.580043,0.567903,0.012140,3571913567.080781
0.580043,0.567932,0.012111,3571913567.090786
0.580043,0.195716,0.384327,3571913567.100786
0.580043,0.568457,0.011586,3571913567.110786
0.580043,0.568484,0.011558,3571913567.120787
0.580043,0.568512,0.011531,3571913567.130787
0.580043,0.568539,0.011504,3571913567.140786
0.580043,0.568567,0.011476,3571913567.150788
