u_in,u_hat, u_tilde,Absolute Time
0.573385,0.573417,-0.000048,3571906175.582726
0.573401,0.573432,-0.000048,3571906175.592726
0.573417,0.573448,-0.000048,3571906175.602722
0.573432,0.573464,-0.000047,3571906175.612727
0.573448,0.573480,-0.000047,3571906175.622726
0.573464,0.573496,-0.000047,3571906175.632728
0.573480,0.573511,-0.000047,3571906175.642727
0.573496,0.573527,-0.000047,3571906175.652728
0.573511,0.573543,-0.000047,3571906175.662727
0.573527,0.573558,-0.000047,3571906175.672728
0.573543,0.573574,-0.000047,3571906175.682729
0.573558,0.573589,-0.000047,3571906175.692729
0.573574,0.573605,-0.000046,3571906175.702724
0.573589,0.573620,-0.000046,3571906175.712730
0.573605,0.573635,-0.000046,3571906175.722730
0.573620,0.573651,-0.000046,3571906175.732730
0.573635,0.573666,-0.000046,3571906175.742730
0.573651,0.573681,-0.000046,3571906175.752731
0.573666,0.573697,-0.000046,3571906175.762731
0.573681,0.573712,-0.000046,3571906175.772731
0.573697,0.573727,-0.000046,3571906175.782730
0.573712,0.573742,-0.000046,3571906175.792732
0.573727,0.573757,-0.000045,3571906175.802729
0.573742,0.573772,-0.000045,3571906175.812734
0.573757,0.573787,-0.000045,3571906175.822733
0.573772,0.573802,-0.000045,3571906175.832733
0.573787,0.573817,-0.000045,3571906175.842733
0.573802,0.573832,-0.000045,3571906175.852734
0.573817,0.573847,-0.000045,3571906175.862732
0.573832,0.573862,-0.000045,3571906175.872735
0.573847,0.573877,-0.000045,3571906175.882734
0.573862,0.573891,-0.000044,3571906175.892735
0.573877,0.573906,-0.000044,3571906175.902732
0.573891,0.573921,-0.000044,3571906175.912735
0.573906,0.573936,-0.000044,3571906175.922735
0.573921,0.573950,-0.000044,3571906175.932737
0.573936,0.573965,-0.000044,3571906175.942736
0.573950,0.573979,-0.000044,3571906175.952736
0.573965,0.573994,-0.000044,3571906175.962736
0.573979,0.574008,-0.000044,3571906175.972736
0.573994,0.574023,-0.000043,3571906175.982737
0.574008,0.574037,-0.000043,3571906175.992739
0.574023,0.574052,-0.000043,3571906176.002733
0.574037,0.574066,-0.000043,3571906176.012739
0.574052,0.574080,-0.000043,3571906176.022738
0.574066,0.574095,-0.000043,3571906176.032738
0.574080,0.574109,-0.000043,3571906176.042739
0.574095,0.574123,-0.000043,3571906176.052740
0.574109,0.574137,-0.000043,3571906176.062740
0.574123,0.574151,-0.000043,3571906176.072740
0.574137,0.574166,-0.000042,3571906176.082740
0.574151,0.574180,-0.000042,3571906176.092741
0.574166,0.574194,-0.000042,3571906176.102737
0.574180,0.574208,-0.000042,3571906176.112742
0.574194,0.574222,-0.000042,3571906176.122741
0.574208,0.574236,-0.000042,3571906176.132742
0.574222,0.574250,-0.000042,3571906176.142741
0.574236,0.574264,-0.000042,3571906176.152742
0.574250,0.574277,-0.000042,3571906176.162742
0.574264,0.574291,-0.000042,3571906176.172744
0.574277,0.574305,-0.000041,3571906176.182744
0.574291,0.574319,-0.000041,3571906176.192743
0.574305,0.574333,-0.000041,3571906176.202740
0.574319,0.574346,-0.000041,3571906176.212744
0.574333,0.574360,-0.000041,3571906176.222745
0.574346,0.574374,-0.000041,3571906176.232746
0.574360,0.574387,-0.000041,3571906176.242745
0.574374,0.574401,-0.000041,3571906176.252745
0.574387,0.574414,-0.000041,3571906176.262744
0.574401,0.574428,-0.000041,3571906176.272746
0.574414,0.574441,-0.000040,3571906176.282746
0.574428,0.574455,-0.000040,3571906176.292747
0.574441,0.574468,-0.000040,3571906176.302743
0.574455,0.574481,-0.000040,3571906176.312747
0.574468,0.574495,-0.000040,3571906176.322747
0.574481,0.574508,-0.000040,3571906176.332747
0.574495,0.574521,-0.000040,3571906176.342748
0.574508,0.574535,-0.000040,3571906176.352748
0.574521,0.574548,-0.000040,3571906176.362748
0.574535,0.574561,-0.000040,3571906176.372749
0.574548,0.574574,-0.000040,3571906176.382749
0.574561,0.574587,-0.000039,3571906176.392750
0.574574,0.574600,-0.000039,3571906176.402746
0.574587,0.574613,-0.000039,3571906176.412750
0.574600,0.574626,-0.000039,3571906176.422751
0.574613,0.574639,-0.000039,3571906176.432751
0.574626,0.574652,-0.000039,3571906176.442750
0.574639,0.574665,-0.000039,3571906176.452751
0.574652,0.574678,-0.000039,3571906176.462750
0.574665,0.574691,-0.000039,3571906176.472752
0.574678,0.574704,-0.000039,3571906176.482752
0.574691,0.574717,-0.000039,3571906176.492752
0.574704,0.574729,-0.000038,3571906176.502748
0.574717,0.574742,-0.000038,3571906176.512752
0.574729,0.574755,-0.000038,3571906176.522753
0.574742,0.574768,-0.000038,3571906176.532755
0.574755,0.574780,-0.000038,3571906176.542754
0.574768,0.574793,-0.000038,3571906176.552753
0.574780,0.574806,-0.000038,3571906176.562754
0.574793,0.574818,-0.000038,3571906176.572754
0.574806,0.574831,-0.000038,3571906176.582754
0.574818,0.574843,-0.000038,3571906176.592755
0.574831,0.574856,-0.000038,3571906176.602752
0.574843,0.574868,-0.000037,3571906176.612756
0.574856,0.574880,-0.000037,3571906176.622756
0.574868,0.574893,-0.000037,3571906176.632756
0.574880,0.574905,-0.000037,3571906176.642756
0.574893,0.574918,-0.000037,3571906176.652757
0.574905,0.574930,-0.000037,3571906176.662756
0.574918,0.574942,-0.000037,3571906176.672758
0.574930,0.574954,-0.000037,3571906176.682758
0.574942,0.574967,-0.000037,3571906176.692758
0.574954,0.574979,-0.000037,3571906176.702754
0.574967,0.574991,-0.000037,3571906176.712760
0.574979,0.575003,-0.000036,3571906176.722759
0.574991,0.575015,-0.000036,3571906176.732760
0.575003,0.575027,-0.000036,3571906176.742759
0.575015,0.575039,-0.000036,3571906176.752760
0.575027,0.575051,-0.000036,3571906176.762759
0.575039,0.575063,-0.000036,3571906176.772762
0.575051,0.575075,-0.000036,3571906176.782761
0.575063,0.575087,-0.000036,3571906176.792761
0.575075,0.575099,-0.000036,3571906176.802757
0.575087,0.575111,-0.000036,3571906176.812761
0.575099,0.575123,-0.000036,3571906176.822762
0.575111,0.575135,-0.000036,3571906176.832763
0.575123,0.575146,-0.000035,3571906176.842763
0.575135,0.575158,-0.000035,3571906176.852763
0.575146,0.575170,-0.000035,3571906176.862762
0.575158,0.575182,-0.000035,3571906176.872763
0.575170,0.575193,-0.000035,3571906176.882763
0.575182,0.575205,-0.000035,3571906176.892765
0.575193,0.575216,-0.000035,3571906176.902761
0.575205,0.575228,-0.000035,3571906176.912764
0.575216,0.575240,-0.000035,3571906176.922765
0.575228,0.575251,-0.000035,3571906176.932765
0.575240,0.575263,-0.000035,3571906176.942766
0.575251,0.575274,-0.000035,3571906176.952766
0.575263,0.575286,-0.000034,3571906176.962765
0.575274,0.575297,-0.000034,3571906176.972766
0.575286,0.575308,-0.000034,3571906176.982766
0.575297,0.575320,-0.000034,3571906176.992766
0.575308,0.575331,-0.000034,3571906177.002764
0.575320,0.575342,-0.000034,3571906177.012768
0.575331,0.575354,-0.000034,3571906177.022768
0.575342,0.575365,-0.000034,3571906177.032768
0.575354,0.575376,-0.000034,3571906177.042768
0.575365,0.575387,-0.000034,3571906177.052769
0.575376,0.575399,-0.000034,3571906177.062768
0.575387,0.575410,-0.000034,3571906177.072770
0.575399,0.575421,-0.000033,3571906177.082770
0.575410,0.575432,-0.000033,3571906177.092771
0.575421,0.575443,-0.000033,3571906177.102767
0.575432,0.575454,-0.000033,3571906177.112770
0.575443,0.575465,-0.000033,3571906177.122771
0.575454,0.575476,-0.000033,3571906177.132772
0.575465,0.575487,-0.000033,3571906177.142772
0.575476,0.575498,-0.000033,3571906177.152772
0.575487,0.575509,-0.000033,3571906177.162771
0.575498,0.575520,-0.000033,3571906177.172772
0.575509,0.575531,-0.000033,3571906177.182773
0.575520,0.575542,-0.000033,3571906177.192773
0.575531,0.575552,-0.000033,3571906177.202769
0.575542,0.575563,-0.000032,3571906177.212772
0.575552,0.575574,-0.000032,3571906177.222773
0.575563,0.575585,-0.000032,3571906177.232774
0.575574,0.575595,-0.000032,3571906177.242775
0.575585,0.575606,-0.000032,3571906177.252774
0.575595,0.575617,-0.000032,3571906177.262774
0.575606,0.575627,-0.000032,3571906177.272775
0.575617,0.575638,-0.000032,3571906177.282775
0.575627,0.575649,-0.000032,3571906177.292776
0.575638,0.575659,-0.000032,3571906177.302772
0.575649,0.575670,-0.000032,3571906177.312777
0.575659,0.575680,-0.000032,3571906177.322776
0.575670,0.575691,-0.000032,3571906177.332777
0.575680,0.575701,-0.000031,3571906177.342777
0.575691,0.575712,-0.000031,3571906177.352778
0.575701,0.575722,-0.000031,3571906177.362777
0.575712,0.575732,-0.000031,3571906177.372779
0.575722,0.575743,-0.000031,3571906177.382779
0.575732,0.575753,-0.000031,3571906177.392779
0.575743,0.575763,-0.000031,3571906177.402775
0.575753,0.575774,-0.000031,3571906177.412780
0.575763,0.575784,-0.000031,3571906177.422780
0.575774,0.575794,-0.000031,3571906177.432781
0.575784,0.575804,-0.000031,3571906177.442780
0.575794,0.575815,-0.000031,3571906177.452780
0.575804,0.575825,-0.000031,3571906177.462780
0.575815,0.575835,-0.000030,3571906177.472781
0.575825,0.575845,-0.000030,3571906177.482781
0.575835,0.575855,-0.000030,3571906177.492783
0.575845,0.575865,-0.000030,3571906177.502778
0.575855,0.575875,-0.000030,3571906177.512782
0.575865,0.575885,-0.000030,3571906177.522783
0.575875,0.575895,-0.000030,3571906177.532783
0.575885,0.575905,-0.000030,3571906177.542783
0.575895,0.575915,-0.000030,3571906177.552785
0.575905,0.575925,-0.000030,3571906177.562783
0.575915,0.575935,-0.000030,3571906177.572784
0.575925,0.575945,-0.000030,3571906177.582785
0.575935,0.575955,-0.000030,3571906177.592784
0.575945,0.575964,-0.000030,3571906177.602781
0.575955,0.575974,-0.000029,3571906177.612786
0.575964,0.575984,-0.000029,3571906177.622785
0.575974,0.575994,-0.000029,3571906177.632785
0.575984,0.576004,-0.000029,3571906177.642786
0.575994,0.576013,-0.000029,3571906177.652786
0.576004,0.576023,-0.000029,3571906177.662786
0.576013,0.576033,-0.000029,3571906177.672789
0.576023,0.576042,-0.000029,3571906177.682787
0.576033,0.576052,-0.000029,3571906177.692788
0.576042,0.576061,-0.000029,3571906177.702784
0.576052,0.576071,-0.000029,3571906177.712789
0.576061,0.576081,-0.000029,3571906177.722789
0.576071,0.576090,-0.000029,3571906177.732788
0.576081,0.576100,-0.000029,3571906177.742789
0.576090,0.576109,-0.000029,3571906177.752789
0.576100,0.576119,-0.000028,3571906177.762788
0.576109,0.576128,-0.000028,3571906177.772790
0.576119,0.576137,-0.000028,3571906177.782789
0.576128,0.576147,-0.000028,3571906177.792792
0.576137,0.576156,-0.000028,3571906177.802787
0.576147,0.576166,-0.000028,3571906177.812791
0.576156,0.576175,-0.000028,3571906177.822791
0.576166,0.576184,-0.000028,3571906177.832790
0.576175,0.576193,-0.000028,3571906177.842792
0.576184,0.576203,-0.000028,3571906177.852793
0.576193,0.576212,-0.000028,3571906177.862793
0.576203,0.576221,-0.000028,3571906177.872793
0.576212,0.576230,-0.000028,3571906177.882792
0.576221,0.576240,-0.000028,3571906177.892793
0.576230,0.576249,-0.000028,3571906177.902790
0.576240,0.576258,-0.000027,3571906177.912795
0.576249,0.576267,-0.000027,3571906177.922794
0.576258,0.576276,-0.000027,3571906177.932794
0.576267,0.576285,-0.000027,3571906177.942794
0.576276,0.576294,-0.000027,3571906177.952795
0.576285,0.576303,-0.000027,3571906177.962795
0.576294,0.576312,-0.000027,3571906177.972796
0.576303,0.576321,-0.000027,3571906177.982796
0.576312,0.576330,-0.000027,3571906177.992796
0.576321,0.576339,-0.000027,3571906178.002793
0.576330,0.576348,-0.000027,3571906178.012796
0.576339,0.576357,-0.000027,3571906178.022797
0.576348,0.576366,-0.000027,3571906178.032798
0.576357,0.576374,-0.000027,3571906178.042798
0.576366,0.576383,-0.000027,3571906178.052798
0.576374,0.576392,-0.000026,3571906178.062797
0.576383,0.576401,-0.000026,3571906178.072798
0.576392,0.576410,-0.000026,3571906178.082798
0.576401,0.576418,-0.000026,3571906178.092800
0.576410,0.576427,-0.000026,3571906178.102795
0.576418,0.576436,-0.000026,3571906178.112799
0.576427,0.576444,-0.000026,3571906178.122799
0.576436,0.576453,-0.000026,3571906178.132800
0.576444,0.576462,-0.000026,3571906178.142801
0.576453,0.576470,-0.000026,3571906178.152801
0.576462,0.576479,-0.000026,3571906178.162801
0.576470,0.576488,-0.000026,3571906178.172802
0.576479,0.576496,-0.000026,3571906178.182801
0.576488,0.576505,-0.000026,3571906178.192802
0.576496,0.576513,-0.000026,3571906178.202798
0.576505,0.576522,-0.000026,3571906178.212803
0.576513,0.576530,-0.000025,3571906178.222803
0.576522,0.576539,-0.000025,3571906178.232803
0.576530,0.576547,-0.000025,3571906178.242804
0.576539,0.576555,-0.000025,3571906178.252804
0.576547,0.576564,-0.000025,3571906178.262804
0.576555,0.576572,-0.000025,3571906178.272805
0.576564,0.576581,-0.000025,3571906178.282804
0.576572,0.576589,-0.000025,3571906178.292805
0.576581,0.576597,-0.000025,3571906178.302801
0.576589,0.576605,-0.000025,3571906178.312805
0.576597,0.576614,-0.000025,3571906178.322806
0.576605,0.576622,-0.000025,3571906178.332807
0.576614,0.576630,-0.000025,3571906178.342806
0.576622,0.576638,-0.000025,3571906178.352806
0.576630,0.576647,-0.000025,3571906178.362806
0.576638,0.576655,-0.000025,3571906178.372808
0.576647,0.576663,-0.000025,3571906178.382807
0.576655,0.576671,-0.000024,3571906178.392810
0.576663,0.576679,-0.000024,3571906178.402804
0.576671,0.576687,-0.000024,3571906178.412808
0.576679,0.576695,-0.000024,3571906178.422809
0.576687,0.576703,-0.000024,3571906178.432809
0.576695,0.576711,-0.000024,3571906178.442809
0.576703,0.576719,-0.000024,3571906178.452810
0.576711,0.576727,-0.000024,3571906178.462810
0.576719,0.576735,-0.000024,3571906178.472810
0.576727,0.576743,-0.000024,3571906178.482810
0.576735,0.576751,-0.000024,3571906178.492811
0.576743,0.576759,-0.000024,3571906178.502807
0.576751,0.576767,-0.000024,3571906178.512813
0.576759,0.576775,-0.000024,3571906178.522811
0.576767,0.576783,-0.000024,3571906178.532811
0.576775,0.576791,-0.000024,3571906178.542813
0.576783,0.576799,-0.000024,3571906178.552812
0.576791,0.576806,-0.000023,3571906178.562813
0.576799,0.576814,-0.000023,3571906178.572814
0.576806,0.576822,-0.000023,3571906178.582814
0.576814,0.576830,-0.000023,3571906178.592813
0.576822,0.576837,-0.000023,3571906178.602810
0.576830,0.576845,-0.000023,3571906178.612814
0.576837,0.576853,-0.000023,3571906178.622815
0.576845,0.576861,-0.000023,3571906178.632815
0.576853,0.576868,-0.000023,3571906178.642815
0.576861,0.576876,-0.000023,3571906178.652816
0.576868,0.576884,-0.000023,3571906178.662816
0.576876,0.576891,-0.000023,3571906178.672816
0.576884,0.576899,-0.000023,3571906178.682816
0.576891,0.576906,-0.000023,3571906178.692817
0.576899,0.576914,-0.000023,3571906178.702813
0.576906,0.576921,-0.000023,3571906178.712819
0.576914,0.576929,-0.000023,3571906178.722817
0.576921,0.576936,-0.000023,3571906178.732818
0.576929,0.576944,-0.000022,3571906178.742818
0.576936,0.576951,-0.000022,3571906178.752820
0.576944,0.576959,-0.000022,3571906178.762818
0.576951,0.576966,-0.000022,3571906178.772820
0.576959,0.576974,-0.000022,3571906178.782818
0.576966,0.576981,-0.000022,3571906178.792819
0.576974,0.576988,-0.000022,3571906178.802816
0.576981,0.576996,-0.000022,3571906178.812820
0.576988,0.577003,-0.000022,3571906178.822820
0.576996,0.577010,-0.000022,3571906178.832820
0.577003,0.577018,-0.000022,3571906178.842821
0.577010,0.577025,-0.000022,3571906178.852821
0.577018,0.577032,-0.000022,3571906178.862821
0.577025,0.577039,-0.000022,3571906178.872823
0.577032,0.577047,-0.000022,3571906178.882823
0.577039,0.577054,-0.000022,3571906178.892822
0.577047,0.577061,-0.000022,3571906178.902819
0.577054,0.577068,-0.000022,3571906178.912824
0.577061,0.577075,-0.000022,3571906178.922823
0.577068,0.577083,-0.000021,3571906178.932825
0.577075,0.577090,-0.000021,3571906178.942824
0.577083,0.577097,-0.000021,3571906178.952825
0.577090,0.577104,-0.000021,3571906178.962824
0.577097,0.577111,-0.000021,3571906178.972825
0.577104,0.577118,-0.000021,3571906178.982825
0.577111,0.577125,-0.000021,3571906178.992826
0.577118,0.577132,-0.000021,3571906179.002822
0.577125,0.577139,-0.000021,3571906179.012826
0.577132,0.577146,-0.000021,3571906179.022826
0.577139,0.577153,-0.000021,3571906179.032826
0.577146,0.577160,-0.000021,3571906179.042827
0.577153,0.577167,-0.000021,3571906179.052828
0.577160,0.577174,-0.000021,3571906179.062827
0.577167,0.577181,-0.000021,3571906179.072828
0.577174,0.577188,-0.000021,3571906179.082828
0.577181,0.577195,-0.000021,3571906179.092828
0.577188,0.577202,-0.000021,3571906179.102825
0.577195,0.577208,-0.000021,3571906179.112829
0.577202,0.577215,-0.000021,3571906179.122829
0.577208,0.577222,-0.000020,3571906179.132830
0.577215,0.577229,-0.000020,3571906179.142830
0.577222,0.577236,-0.000020,3571906179.152831
0.577229,0.577242,-0.000020,3571906179.162830
