Absolute Time,z1_psi,z1_x,z1_y,eta_d_PSI,eta_d_X,eta_d_Y,eta_hat_psi,eta_hat_x,eta_hat_y,s,s_dot,bias_psi,bias_x,bias_y,nu_psi_hat, nu_x_hat, nu_y_hat
3574065776.415608,4.374905,0.488387,0.181698,0.067764,2.388652,0.197641,4.442668,2.877039,0.379339,0.048758,0.001265,3.142661,3.745354,-2.424262,0.804063,-0.647645,-0.238458
3574065776.425607,4.382935,0.494924,0.183532,0.067777,2.388752,0.197693,4.450712,2.883676,0.381225,0.048770,0.001265,3.142661,3.745354,-2.424262,0.804770,-0.647257,-0.238646
3574065776.435608,4.390973,0.501457,0.185368,0.067791,2.388852,0.197745,4.458764,2.890310,0.383113,0.048783,0.001266,3.142661,3.745354,-2.424262,0.805468,-0.646875,-0.238835
3574065776.445607,4.399017,0.507987,0.187206,0.067805,2.388953,0.197797,4.466822,2.896939,0.385004,0.048796,0.001266,3.142661,3.745354,-2.424262,0.806157,-0.646498,-0.239026
3574065776.455608,4.407069,0.514512,0.189047,0.067818,2.389053,0.197850,4.474887,2.903566,0.386897,0.048808,0.001267,3.142661,3.745354,-2.424262,0.806849,-0.646127,-0.239272
3574065776.465607,4.415127,0.521035,0.190891,0.067832,2.389154,0.197902,4.482959,2.910189,0.388793,0.048821,0.001267,3.142661,3.745354,-2.424262,0.807532,-0.645763,-0.239519
3574065776.475609,4.423192,0.527554,0.192737,0.067846,2.389254,0.197954,4.491037,2.916808,0.390691,0.048834,0.001268,3.142661,3.745354,-2.424262,0.808212,-0.645404,-0.239800
3574065776.485608,4.431264,0.534069,0.194587,0.067859,2.389355,0.198006,4.499123,2.923424,0.392593,0.048846,0.001268,3.142661,3.745354,-2.424262,0.808882,-0.645052,-0.240082
3574065776.495608,4.439342,0.540581,0.196440,0.067873,2.389456,0.198059,4.507215,2.930037,0.394498,0.048859,0.001269,3.142661,3.745354,-2.424262,0.809562,-0.644707,-0.240473
3574065776.505607,4.447427,0.547090,0.198297,0.067887,2.389556,0.198111,4.515314,2.936647,0.396408,0.048872,0.001270,3.142661,3.745354,-2.424262,0.810231,-0.644370,-0.240864
3574065776.515609,4.455519,0.553596,0.200158,0.067900,2.389657,0.198163,4.523420,2.943253,0.398321,0.048884,0.001270,3.142661,3.745354,-2.424262,0.810887,-0.644040,-0.241255
3574065776.525609,4.463618,0.560099,0.202024,0.067914,2.389758,0.198216,4.531532,2.949857,0.400240,0.048897,0.001271,3.142661,3.745354,-2.424262,0.811543,-0.643718,-0.241708
3574065776.535609,4.471723,0.566599,0.203895,0.067928,2.389859,0.198268,4.539651,2.956458,0.402163,0.048910,0.001271,3.142661,3.745354,-2.424262,0.812198,-0.643405,-0.242219
3574065776.545609,4.479834,0.573097,0.205771,0.067941,2.389960,0.198320,4.547776,2.963057,0.404091,0.048923,0.001272,3.142661,3.745354,-2.424262,0.812837,-0.643101,-0.242729
3574065776.555610,4.487952,0.579592,0.207653,0.067955,2.390061,0.198373,4.555907,2.969652,0.406025,0.048935,0.001272,3.142661,3.745354,-2.424262,0.813476,-0.642807,-0.243309
3574065776.565608,4.496076,0.586084,0.209540,0.067969,2.390162,0.198425,4.564045,2.976245,0.407965,0.048948,0.001273,3.142661,3.745354,-2.424262,0.814099,-0.642485,-0.243887
3574065776.575610,4.504207,0.592573,0.211434,0.067983,2.390263,0.198478,4.572189,2.982836,0.409912,0.048961,0.001273,3.142661,3.745354,-2.424262,0.814707,-0.642173,-0.244464
3574065776.585610,4.512343,0.599060,0.213334,0.067996,2.390364,0.198530,4.580339,2.989424,0.411864,0.048973,0.001274,3.142661,3.745354,-2.424262,0.815300,-0.641871,-0.245043
3574065776.595612,4.520485,0.605544,0.215239,0.068010,2.390465,0.198583,4.588495,2.996009,0.413822,0.048986,0.001274,3.142661,3.745354,-2.424262,0.815879,-0.641547,-0.245621
