Absolute Time,z1_psi,z1_x,z1_y,eta_d_PSI,eta_d_X,eta_d_Y,eta_hat_psi,eta_hat_x,eta_hat_y,s,s_dot,bias_psi,bias_x,bias_y,nu_psi_hat, nu_x_hat, nu_y_hat
3574065949.519269,-3.131148,-9.916909,-3.822908,0.379882,9.946691,3.977976,-2.751266,0.029783,0.155068,0.993657,0.000241,-0.115703,0.738809,-1.971270,0.167789,0.299001,-0.300924
3574065949.529269,-3.129465,-9.920695,-3.820961,0.379882,9.946711,3.977985,-2.749583,0.026016,0.157024,0.993659,0.000241,-0.115703,0.740511,-1.970631,0.168816,0.299011,-0.301487
3574065949.539269,-3.131865,-9.916561,-3.822387,0.379882,9.946730,3.977995,-2.751983,0.030169,0.155608,0.993662,0.000241,-0.118965,0.735304,-1.966130,0.166732,0.297859,-0.301293
3574065949.549268,-3.130193,-9.920336,-3.820430,0.379882,9.946750,3.978004,-2.750310,0.026414,0.157574,0.993664,0.000241,-0.118965,0.736622,-1.965636,0.167745,0.297871,-0.301831
3574065949.559270,-3.132600,-9.916235,-3.821863,0.379883,9.946769,3.978013,-2.752718,0.030535,0.156150,0.993667,0.000241,-0.122224,0.731449,-1.961136,0.165649,0.296803,-0.301613
3574065949.569267,-3.130939,-9.919999,-3.819898,0.379883,9.946789,3.978023,-2.751056,0.026789,0.158125,0.993669,0.000241,-0.122224,0.732850,-1.960613,0.166650,0.296891,-0.302131
3574065949.579269,-3.133356,-9.915935,-3.821337,0.379883,9.946808,3.978032,-2.753473,0.030873,0.156695,0.993671,0.000241,-0.125482,0.727712,-1.956117,0.164544,0.295889,-0.301893
3574065949.589268,-3.131706,-9.919690,-3.819364,0.379883,9.946828,3.978042,-2.751822,0.027137,0.158678,0.993674,0.000241,-0.125482,0.729158,-1.955578,0.165535,0.296035,-0.302400
3574065949.599265,-3.134132,-9.915664,-3.820806,0.379883,9.946847,3.978051,-2.754249,0.031184,0.157245,0.993676,0.000241,-0.128739,0.724055,-1.951089,0.163419,0.295044,-0.302143
3574065949.609269,-3.132493,-9.919410,-3.818826,0.379884,9.946867,3.978061,-2.752609,0.027456,0.159235,0.993679,0.000241,-0.128739,0.725627,-1.950505,0.164398,0.295193,-0.302630
3574065949.619271,-3.134931,-9.915415,-3.820267,0.379884,9.946886,3.978070,-2.755048,0.031471,0.157803,0.993681,0.000241,-0.131996,0.720552,-1.946024,0.162271,0.294210,-0.302355
3574065949.629270,-3.133304,-9.919153,-3.818279,0.379884,9.946905,3.978079,-2.753420,0.027753,0.159800,0.993683,0.000241,-0.131996,0.722033,-1.945475,0.163236,0.294363,-0.302806
3574065949.639271,-3.135751,-9.915185,-3.819725,0.379884,9.946925,3.978089,-2.755867,0.031740,0.158364,0.993686,0.000241,-0.135251,0.716986,-1.940998,0.161097,0.293390,-0.302500
3574065949.649270,-3.134136,-9.918914,-3.817731,0.379884,9.946944,3.978098,-2.754252,0.028030,0.160368,0.993688,0.000241,-0.135251,0.718588,-1.940406,0.162050,0.293546,-0.302928
3574065949.659271,-3.136594,-9.914970,-3.819180,0.379884,9.946964,3.978108,-2.756710,0.031994,0.158928,0.993691,0.000241,-0.138505,0.713564,-1.935933,0.159900,0.292582,-0.302604
3574065949.669271,-3.134991,-9.918690,-3.817179,0.379885,9.946983,3.978117,-2.755106,0.028294,0.160938,0.993693,0.000241,-0.138505,0.715288,-1.935297,0.160843,0.292741,-0.303021
3574065949.679272,-3.137463,-9.914766,-3.818625,0.379885,9.947003,3.978127,-2.757578,0.032237,0.159501,0.993696,0.000241,-0.141761,0.710284,-1.930833,0.158682,0.291785,-0.302688
3574065949.689270,-3.135872,-9.918476,-3.816618,0.379885,9.947022,3.978136,-2.755987,0.028546,0.161518,0.993698,0.000241,-0.141761,0.712167,-1.930140,0.159616,0.291948,-0.303095
3574065949.699266,-3.138361,-9.914570,-3.818062,0.379885,9.947042,3.978145,-2.758476,0.032472,0.160084,0.993700,0.000241,-0.145020,0.707179,-1.925684,0.157445,0.291000,-0.302761
3574065949.709271,-3.136782,-9.918271,-3.816048,0.379885,9.947061,3.978155,-2.756897,0.028790,0.162107,0.993703,0.000241,-0.145020,0.709002,-1.925014,0.158370,0.291167,-0.303166
3574065949.719272,-3.139285,-9.914377,-3.817492,0.379886,9.947081,3.978164,-2.759399,0.032703,0.160673,0.993705,0.000241,-0.148281,0.704029,-1.920563,0.156191,0.290227,-0.302831
3574065949.729270,-3.137719,-9.918070,-3.815471,0.379886,9.947100,3.978174,-2.757833,0.029030,0.162703,0.993708,0.000241,-0.148281,0.705984,-1.919845,0.157109,0.290398,-0.303234
3574065949.739274,-3.140238,-9.914183,-3.816912,0.379886,9.947120,3.978183,-2.760352,0.032937,0.161271,0.993710,0.000241,-0.151544,0.701019,-1.915401,0.154920,0.289463,-0.302906
3574065949.749272,-3.138684,-9.917866,-3.814885,0.379886,9.947139,3.978192,-2.758798,0.029273,0.163308,0.993712,0.000241,-0.151544,0.703274,-1.914574,0.155833,0.289639,-0.303315
3574065949.759273,-3.141226,-9.913986,-3.816320,0.379886,9.947158,3.978202,-2.761340,0.033173,0.161881,0.993715,0.000241,-0.154815,0.698317,-1.910137,0.153645,0.288710,-0.303057
3574065949.769271,-3.139685,-9.917659,-3.814285,0.379886,9.947178,3.978211,-2.759799,0.029519,0.163927,0.993717,0.000241,-0.154815,0.700490,-1.909341,0.154564,0.288663,-0.303533
3574065949.779274,-3.142247,-9.913778,-3.815716,0.379887,9.947197,3.978221,-2.762360,0.033419,0.162505,0.993720,0.000241,-0.158092,0.695538,-1.904909,0.152360,0.287512,-0.303263
3574065949.789272,-3.140719,-9.917438,-3.813670,0.379887,9.947217,3.978230,-2.760832,0.029779,0.164560,0.993722,0.000241,-0.158092,0.697438,-1.904214,0.153289,0.287470,-0.303832
3574065949.799269,-3.143290,-9.913551,-3.815095,0.379887,9.947236,3.978240,-2.763403,0.033685,0.163145,0.993724,0.000241,-0.161366,0.692488,-1.899785,0.151095,0.285955,-0.303654
3574065949.809273,-3.141775,-9.917193,-3.813036,0.379887,9.947256,3.978249,-2.761888,0.030062,0.165213,0.993727,0.000241,-0.161366,0.694724,-1.898969,0.152008,0.285548,-0.304208
3574065949.819275,-3.144365,-9.913294,-3.814456,0.379887,9.947275,3.978258,-2.764478,0.033981,0.163803,0.993729,0.000241,-0.164646,0.689777,-1.894541,0.149794,0.284040,-0.304016
3574065949.829273,-3.142863,-9.916917,-3.812384,0.379888,9.947295,3.978268,-2.762976,0.030378,0.165884,0.993732,0.000241,-0.164646,0.692018,-1.893724,0.150689,0.283638,-0.304556
3574065949.839275,-3.145471,-9.913005,-3.813801,0.379888,9.947314,3.978277,-2.765583,0.034309,0.164476,0.993734,0.000241,-0.167929,0.687073,-1.889296,0.148455,0.282134,-0.304349
3574065949.849274,-3.143982,-9.916608,-3.811717,0.379888,9.947333,3.978287,-2.764094,0.030726,0.166570,0.993736,0.000241,-0.167929,0.689428,-1.888438,0.149333,0.281737,-0.304874
3574065949.859276,-3.146610,-9.912677,-3.813130,0.379888,9.947353,3.978296,-2.766722,0.034676,0.165166,0.993739,0.000241,-0.171216,0.684481,-1.884009,0.147077,0.280239,-0.304653
3574065949.869274,-3.145135,-9.916260,-3.811033,0.379888,9.947372,3.978305,-2.765247,0.031113,0.167273,0.993741,0.000241,-0.171216,0.686544,-1.883258,0.147939,0.279847,-0.305164
3574065949.879276,-3.147773,-9.912314,-3.812450,0.379889,9.947392,3.978315,-2.767885,0.035077,0.165865,0.993744,0.000241,-0.174501,0.681599,-1.878824,0.145669,0.278355,-0.304928
3574065949.889274,-3.146313,-9.915878,-3.810341,0.379889,9.947411,3.978324,-2.766424,0.031533,0.167984,0.993746,0.000241,-0.174501,0.684051,-1.877932,0.146514,0.277969,-0.305425
3574065949.899270,-3.148971,-9.911918,-3.811761,0.379889,9.947431,3.978334,-2.769083,0.035513,0.166572,0.993749,0.000241,-0.177791,0.679109,-1.873493,0.144222,0.276482,-0.305174
3574065949.909275,-3.147525,-9.915462,-3.809640,0.379889,9.947450,3.978343,-2.767636,0.031989,0.168703,0.993751,0.000241,-0.177791,0.681446,-1.872644,0.145051,0.276102,-0.305658
3574065949.919276,-3.150200,-9.911486,-3.811064,0.379889,9.947470,3.978353,-2.770311,0.035983,0.167289,0.993753,0.000241,-0.181081,0.676505,-1.868201,0.142741,0.274622,-0.305392
3574065949.929275,-3.148769,-9.915010,-3.808930,0.379889,9.947489,3.978362,-2.768879,0.032479,0.169432,0.993756,0.000241,-0.181081,0.678815,-1.867363,0.143553,0.274248,-0.305862
3574065949.939277,-3.151458,-9.911023,-3.810362,0.379890,9.947508,3.978371,-2.771568,0.036485,0.168009,0.993758,0.000241,-0.184372,0.673879,-1.862912,0.141227,0.272775,-0.305581
3574065949.949275,-3.150042,-9.914527,-3.808218,0.379890,9.947528,3.978381,-2.770152,0.033001,0.170163,0.993761,0.000241,-0.184372,0.675883,-1.862186,0.142023,0.272408,-0.306037
3574065949.959277,-3.152736,-9.910530,-3.809661,0.379890,9.947547,3.978390,-2.772846,0.037017,0.168729,0.993763,0.000241,-0.187654,0.670955,-1.857727,0.139688,0.270943,-0.305741
3574065949.969275,-3.151336,-9.914015,-3.807506,0.379890,9.947567,3.978400,-2.771446,0.033552,0.170894,0.993765,0.000241,-0.187654,0.673087,-1.856955,0.140467,0.270581,-0.306184
3574065949.979277,-3.154038,-9.910011,-3.808962,0.379890,9.947586,3.978409,-2.774148,0.037575,0.169447,0.993768,0.000241,-0.190930,0.668169,-1.852486,0.138121,0.269125,-0.305874
3574065949.989276,-3.152654,-9.913476,-3.806797,0.379891,9.947606,3.978418,-2.772763,0.034129,0.171622,0.993770,0.000241,-0.190930,0.670281,-1.851723,0.138884,0.268769,-0.306303
3574065949.999273,-3.155363,-9.909468,-3.808267,0.379891,9.947625,3.978428,-2.775472,0.038157,0.170161,0.993773,0.000241,-0.194199,0.665374,-1.847245,0.136528,0.267322,-0.305978
3574065950.009276,-3.153994,-9.912913,-3.806092,0.379891,9.947644,3.978437,-2.774103,0.034731,0.172346,0.993775,0.000241,-0.194199,0.667475,-1.846487,0.137276,0.266974,-0.306394
3574065950.019279,-3.156710,-9.908902,-3.807578,0.379891,9.947664,3.978447,-2.776818,0.038762,0.170868,0.993777,0.000241,-0.197460,0.662581,-1.841997,0.134911,0.265536,-0.306054
3574065950.029278,-3.155357,-9.912328,-3.805394,0.379891,9.947683,3.978456,-2.775466,0.035355,0.173062,0.993780,0.000241,-0.197460,0.664581,-1.841276,0.135643,0.265194,-0.306457
3574065950.039280,-3.158075,-9.908317,-3.806900,0.379891,9.947703,3.978465,-2.778183,0.039386,0.171566,0.993782,0.000241,-0.200710,0.659705,-1.836775,0.133272,0.263767,-0.306103
3574065950.049279,-3.156739,-9.911724,-3.804706,0.379892,9.947722,3.978475,-2.776847,0.035998,0.173769,0.993785,0.000241,-0.200710,0.661656,-1.836073,0.133988,0.263432,-0.306493
3574065950.059278,-3.159457,-9.907711,-3.806233,0.379892,9.947742,3.978484,-2.779565,0.040030,0.172251,0.993787,0.000241,-0.203947,0.656795,-1.831557,0.131612,0.262015,-0.306125
3574065950.069277,-3.158138,-9.911099,-3.804030,0.379892,9.947761,3.978494,-2.778246,0.036662,0.174463,0.993789,0.000241,-0.203947,0.656795,-1.831557,0.132313,0.261687,-0.306502
3574065950.079281,-3.156811,-9.914485,-3.801823,0.379892,9.947780,3.978503,-2.776919,0.033296,0.176680,0.993792,0.000241,-0.203947,0.656795,-1.831557,0.133007,0.261355,-0.306879
3574065950.089279,-3.155478,-9.917868,-3.799612,0.379892,9.947800,3.978512,-2.775586,0.029931,0.178901,0.993794,0.000241,-0.203947,0.658908,-1.830798,0.133696,0.261020,-0.307256
3574065950.099280,-3.158318,-9.913215,-3.801573,0.379893,9.947819,3.978522,-2.778425,0.034604,0.176949,0.993797,0.000241,-0.207278,0.653668,-1.825804,0.131194,0.259519,-0.306800
3574065950.109281,-3.157002,-9.916579,-3.799353,0.379893,9.947839,3.978531,-2.777110,0.031260,0.179178,0.993799,0.000241,-0.207278,0.653668,-1.825804,0.131867,0.259192,-0.307164
3574065950.119282,-3.155681,-9.919940,-3.797129,0.379893,9.947858,3.978541,-2.775788,0.027918,0.181412,0.993801,0.000241,-0.207278,0.657650,-1.824374,0.132534,0.258861,-0.307529
3574065950.129281,-3.158629,-9.914992,-3.799241,0.379893,9.947877,3.978550,-2.778736,0.032886,0.179309,0.993804,0.000241,-0.210686,0.654392,-1.818427,0.129935,0.257325,-0.307031
3574065950.139280,-3.161516,-9.910457,-3.801115,0.379893,9.947897,3.978559,-2.781623,0.037439,0.177445,0.993806,0.000241,-0.214025,0.649245,-1.813538,0.127396,0.255862,-0.306564
3574065950.149281,-3.160239,-9.913777,-3.798876,0.379893,9.947916,3.978569,-2.780346,0.034139,0.179693,0.993809,0.000241,-0.214025,0.649245,-1.813538,0.128037,0.255552,-0.306903
3574065950.159283,-3.158956,-9.917095,-3.796634,0.379894,9.947936,3.978578,-2.779062,0.030841,0.181945,0.993811,0.000241,-0.214025,0.651324,-1.812793,0.128672,0.255238,-0.307241
3574065950.169280,-3.161896,-9.912309,-3.798715,0.379894,9.947955,3.978588,-2.782002,0.035646,0.179872,0.993814,0.000240,-0.217396,0.648177,-1.806927,0.126077,0.253750,-0.306729
3574065950.179282,-3.164775,-9.907925,-3.800568,0.379894,9.947974,3.978597,-2.784881,0.040050,0.178029,0.993816,0.000240,-0.220697,0.643164,-1.802098,0.123543,0.252334,-0.306247
3574065950.189281,-3.163537,-9.911205,-3.798315,0.379894,9.947994,3.978607,-2.783642,0.036789,0.180291,0.993818,0.000240,-0.220697,0.645193,-1.801372,0.124154,0.252040,-0.306561
3574065950.199277,-3.166409,-9.906879,-3.800175,0.379894,9.948013,3.978616,-2.786515,0.041134,0.178441,0.993821,0.000240,-0.223978,0.640238,-1.796555,0.121624,0.250645,-0.306070
3574065950.209281,-3.165190,-9.910140,-3.797916,0.379895,9.948033,3.978625,-2.785296,0.037893,0.180710,0.993823,0.000240,-0.223978,0.642368,-1.795794,0.122219,0.250360,-0.306371
3574065950.219283,-3.168059,-9.905870,-3.799782,0.379895,9.948052,3.978635,-2.788164,0.042182,0.178852,0.993826,0.000240,-0.227241,0.637468,-1.790989,0.119693,0.248985,-0.305870
3574065950.229281,-3.166860,-9.909111,-3.797517,0.379895,9.948071,3.978644,-2.786965,0.038960,0.181127,0.993828,0.000240,-0.227241,0.639689,-1.790197,0.120274,0.248709,-0.306160
3574065950.239284,-3.169726,-9.904894,-3.799393,0.379895,9.948091,3.978653,-2.789831,0.043197,0.179260,0.993830,0.000240,-0.230486,0.634841,-1.785400,0.117748,0.247355,-0.305649
3574065950.249284,-3.168546,-9.908116,-3.797122,0.379895,9.948110,3.978663,-2.788651,0.039994,0.181541,0.993833,0.000240,-0.230486,0.636964,-1.784643,0.118316,0.247087,-0.305927
3574065950.259284,-3.171408,-9.903954,-3.799011,0.379896,9.948130,3.978672,-2.791513,0.044175,0.179662,0.993835,0.000240,-0.233712,0.632172,-1.779854,0.115795,0.245754,-0.305406
3574065950.269282,-3.170248,-9.907158,-3.796733,0.379896,9.948149,3.978682,-2.790352,0.040991,0.181949,0.993838,0.000240,-0.233712,0.634270,-1.779107,0.116351,0.245494,-0.305685
3574065950.279285,-3.173103,-9.903050,-3.798635,0.379896,9.948168,3.978691,-2.793207,0.045119,0.180056,0.993840,0.000240,-0.236917,0.629532,-1.774325,0.113843,0.244182,-0.305192
