Absolute Time,tau_d_psi,tau_d_x,tau_d_y,z1_psi,z1_x,z1_y,eta_d_PSI,eta_d_X,eta_d_Y,eta_hat_psi,eta_hat_x,eta_hat_y,s,s_dot
3573961628.389186,0.000024,0.000051,0.001531,0.000132,0.000883,-0.001796,0.196229,3.327637,0.663814,0.196361,3.328520,0.662017,0.165954,0.000000
3573961628.399187,0.000024,0.000052,0.001531,0.000131,0.000882,-0.001797,0.196230,3.327637,0.663814,0.196361,3.328519,0.662016,0.165954,0.000000
3573961628.409186,0.000024,0.000053,0.001530,0.000130,0.000880,-0.001798,0.196231,3.327637,0.663814,0.196361,3.328518,0.662015,0.165954,0.000000
3573961628.419187,0.000024,0.000054,0.001529,0.000129,0.000879,-0.001799,0.196231,3.327637,0.663814,0.196360,3.328516,0.662015,0.165954,0.000000
3573961628.429187,0.000025,0.000055,0.001528,0.000128,0.000878,-0.001800,0.196232,3.327637,0.663814,0.196360,3.328515,0.662014,0.165954,0.000000
3573961628.439188,0.000025,0.000056,0.001527,0.000127,0.000876,-0.001801,0.196233,3.327637,0.663814,0.196360,3.328514,0.662013,0.165954,0.000000
3573961628.449187,0.000025,0.000057,0.001526,0.000126,0.000875,-0.001802,0.196233,3.327637,0.663814,0.196359,3.328512,0.662012,0.165954,0.000000
3573961628.459184,0.000025,0.000058,0.001526,0.000125,0.000874,-0.001803,0.196234,3.327637,0.663814,0.196359,3.328511,0.662011,0.165954,0.000000
3573961628.469189,0.000025,0.000059,0.001525,0.000124,0.000873,-0.001803,0.196235,3.327637,0.663814,0.196359,3.328510,0.662010,0.165954,0.000000
3573961628.479188,0.000025,0.000060,0.001524,0.000123,0.000871,-0.001804,0.196235,3.327637,0.663814,0.196359,3.328508,0.662009,0.165954,0.000000
3573961628.489190,0.000025,0.000060,0.001523,0.000122,0.000870,-0.001805,0.196236,3.327637,0.663814,0.196358,3.328507,0.662009,0.165954,0.000000
3573961628.499190,0.000025,0.000061,0.001522,0.000122,0.000869,-0.001806,0.196237,3.327637,0.663814,0.196358,3.328506,0.662008,0.165954,0.000000
3573961628.509190,0.000025,0.000062,0.001521,0.000121,0.000867,-0.001807,0.196237,3.327637,0.663814,0.196358,3.328504,0.662007,0.165954,0.000000
3573961628.519190,0.000026,0.000063,0.001521,0.000120,0.000866,-0.001808,0.196238,3.327637,0.663814,0.196358,3.328503,0.662006,0.165954,0.000000
3573961628.529191,0.000026,0.000064,0.001520,0.000119,0.000865,-0.001808,0.196239,3.327637,0.663814,0.196357,3.328502,0.662005,0.165954,0.000000
3573961628.539190,0.000026,0.000065,0.001519,0.000118,0.000863,-0.001809,0.196239,3.327637,0.663814,0.196357,3.328500,0.662004,0.165954,0.000000
3573961628.549192,0.000026,0.000066,0.001518,0.000117,0.000862,-0.001810,0.196240,3.327637,0.663814,0.196357,3.328499,0.662004,0.165954,0.000000
3573961628.559187,0.000026,0.000067,0.001517,0.000116,0.000861,-0.001811,0.196241,3.327637,0.663814,0.196356,3.328498,0.662003,0.165954,0.000000
3573961628.569191,0.000026,0.000068,0.001516,0.000115,0.000859,-0.001812,0.196241,3.327637,0.663814,0.196356,3.328496,0.662002,0.165954,0.000000
3573961628.579192,0.000026,0.000068,0.001515,0.000114,0.000858,-0.001812,0.196242,3.327637,0.663814,0.196356,3.328495,0.662001,0.165954,0.000000
3573961628.589192,0.000026,0.000069,0.001515,0.000113,0.000857,-0.001813,0.196242,3.327637,0.663814,0.196356,3.328494,0.662000,0.165954,0.000000
3573961628.599192,0.000027,0.000070,0.001514,0.000112,0.000855,-0.001814,0.196243,3.327637,0.663814,0.196355,3.328492,0.662000,0.165954,0.000000
3573961628.609193,0.000027,0.000071,0.001513,0.000111,0.000854,-0.001815,0.196244,3.327637,0.663814,0.196355,3.328491,0.661999,0.165954,0.000000
3573961628.619194,0.000027,0.000072,0.001512,0.000110,0.000853,-0.001816,0.196244,3.327637,0.663814,0.196355,3.328490,0.661998,0.165954,0.000000
3573961628.629194,0.000027,0.000073,0.001511,0.000109,0.000851,-0.001816,0.196245,3.327637,0.663814,0.196355,3.328488,0.661997,0.165954,0.000000
3573961628.639194,0.000027,0.000074,0.001510,0.000109,0.000850,-0.001817,0.196246,3.327637,0.663814,0.196354,3.328487,0.661997,0.165954,0.000000
3573961628.649195,0.000027,0.000075,0.001509,0.000108,0.000849,-0.001818,0.196246,3.327637,0.663814,0.196354,3.328486,0.661996,0.165954,0.000000
3573961628.659190,0.000027,0.000075,0.001508,0.000107,0.000847,-0.001818,0.196247,3.327637,0.663814,0.196354,3.328484,0.661995,0.165954,0.000000
3573961628.669195,0.000027,0.000076,0.001507,0.000106,0.000846,-0.001819,0.196248,3.327637,0.663814,0.196354,3.328483,0.661995,0.165954,0.000000
3573961628.679194,0.000027,0.000077,0.001506,0.000105,0.000845,-0.001820,0.196248,3.327637,0.663814,0.196353,3.328482,0.661994,0.165954,0.000000
3573961628.689196,0.000028,0.000078,0.001505,0.000104,0.000843,-0.001821,0.196249,3.327637,0.663814,0.196353,3.328480,0.661993,0.165954,0.000000
3573961628.699196,0.000028,0.000079,0.001505,0.000103,0.000842,-0.001821,0.196250,3.327637,0.663814,0.196353,3.328479,0.661992,0.165954,0.000000
3573961628.709196,0.000028,0.000080,0.001504,0.000102,0.000841,-0.001822,0.196250,3.327637,0.663814,0.196353,3.328478,0.661992,0.165954,0.000000
3573961628.719195,0.000028,0.000081,0.001503,0.000101,0.000839,-0.001823,0.196251,3.327637,0.663814,0.196352,3.328476,0.661991,0.165954,0.000000
3573961628.729196,0.000028,0.000081,0.001502,0.000100,0.000838,-0.001823,0.196252,3.327637,0.663814,0.196352,3.328475,0.661990,0.165954,0.000000
3573961628.739195,0.000028,0.000082,0.001501,0.000100,0.000837,-0.001824,0.196252,3.327637,0.663814,0.196352,3.328474,0.661990,0.165954,0.000000
3573961628.749198,0.000028,0.000083,0.001500,0.000099,0.000835,-0.001825,0.196253,3.327637,0.663814,0.196352,3.328472,0.661989,0.165954,0.000000
3573961628.759193,0.000028,0.000084,0.001499,0.000098,0.000834,-0.001825,0.196254,3.327637,0.663814,0.196351,3.328471,0.661988,0.165954,0.000000
3573961628.769197,0.000029,0.000085,0.001498,0.000097,0.000833,-0.001826,0.196254,3.327637,0.663814,0.196351,3.328470,0.661988,0.165954,0.000000
3573961628.779198,0.000029,0.000086,0.001497,0.000096,0.000831,-0.001827,0.196255,3.327637,0.663814,0.196351,3.328468,0.661987,0.165954,0.000000
3573961628.789199,0.000029,0.000086,0.001496,0.000095,0.000830,-0.001827,0.196256,3.327637,0.663814,0.196351,3.328467,0.661986,0.165954,0.000000
3573961628.799200,0.000029,0.000087,0.001495,0.000094,0.000829,-0.001828,0.196256,3.327637,0.663814,0.196350,3.328466,0.661986,0.165954,0.000000
3573961628.809199,0.000029,0.000088,0.001494,0.000093,0.000827,-0.001829,0.196257,3.327637,0.663814,0.196350,3.328464,0.661985,0.165954,0.000000
3573961628.819199,0.000029,0.000089,0.001493,0.000093,0.000826,-0.001829,0.196257,3.327637,0.663814,0.196350,3.328463,0.661985,0.165954,0.000000
3573961628.829199,0.000029,0.000090,0.001492,0.000092,0.000825,-0.001830,0.196258,3.327637,0.663814,0.196350,3.328462,0.661984,0.165954,0.000000
3573961628.839200,0.000029,0.000091,0.001491,0.000091,0.000823,-0.001830,0.196259,3.327637,0.663814,0.196350,3.328460,0.661983,0.165954,0.000000
3573961628.849200,0.000029,0.000091,0.001490,0.000090,0.000822,-0.001831,0.196259,3.327637,0.663814,0.196349,3.328459,0.661983,0.165954,0.000000
3573961628.859195,0.000030,0.000092,0.001489,0.000089,0.000821,-0.001832,0.196260,3.327637,0.663814,0.196349,3.328457,0.661982,0.165954,0.000000
3573961628.869201,0.000030,0.000093,0.001488,0.000088,0.000819,-0.001832,0.196261,3.327637,0.663814,0.196349,3.328456,0.661982,0.165954,0.000000
3573961628.879201,0.000030,0.000094,0.001487,0.000087,0.000818,-0.001833,0.196261,3.327637,0.663814,0.196349,3.328455,0.661981,0.165954,0.000000
3573961628.889201,0.000030,0.000095,0.001486,0.000086,0.000817,-0.001833,0.196262,3.327637,0.663814,0.196348,3.328453,0.661981,0.165954,0.000000
3573961628.899201,0.000030,0.000095,0.001485,0.000086,0.000815,-0.001834,0.196263,3.327637,0.663814,0.196348,3.328452,0.661980,0.165954,0.000000
3573961628.909202,0.000030,0.000096,0.001484,0.000085,0.000814,-0.001834,0.196263,3.327637,0.663814,0.196348,3.328451,0.661979,0.165954,0.000000
3573961628.919202,0.000030,0.000097,0.001483,0.000084,0.000813,-0.001835,0.196264,3.327637,0.663814,0.196348,3.328449,0.661979,0.165954,0.000000
3573961628.929203,0.000030,0.000098,0.001482,0.000083,0.000811,-0.001836,0.196265,3.327637,0.663814,0.196348,3.328448,0.661978,0.165954,0.000000
3573961628.939203,0.000030,0.000099,0.001481,0.000082,0.000810,-0.001836,0.196265,3.327637,0.663814,0.196347,3.328447,0.661978,0.165954,0.000000
3573961628.949203,0.000030,0.000100,0.001480,0.000081,0.000809,-0.001837,0.196266,3.327637,0.663814,0.196347,3.328445,0.661977,0.165954,0.000000
3573961628.959198,0.000031,0.000100,0.001479,0.000080,0.000807,-0.001837,0.196266,3.327637,0.663814,0.196347,3.328444,0.661977,0.165954,0.000000
3573961628.969204,0.000031,0.000101,0.001478,0.000080,0.000806,-0.001838,0.196267,3.327637,0.663814,0.196347,3.328443,0.661976,0.165954,0.000000
3573961628.979204,0.000031,0.000102,0.001477,0.000079,0.000805,-0.001838,0.196268,3.327637,0.663814,0.196346,3.328441,0.661976,0.165954,0.000000
3573961628.989204,0.000031,0.000103,0.001476,0.000078,0.000803,-0.001839,0.196268,3.327637,0.663814,0.196346,3.328440,0.661975,0.165954,0.000000
3573961628.999205,0.000031,0.000103,0.001475,0.000077,0.000802,-0.001839,0.196269,3.327637,0.663814,0.196346,3.328439,0.661975,0.165954,0.000000
3573961629.009205,0.000031,0.000104,0.001474,0.000076,0.000801,-0.001840,0.196270,3.327637,0.663814,0.196346,3.328437,0.661974,0.165954,0.000000
3573961629.019205,0.000031,0.000105,0.001473,0.000075,0.000799,-0.001840,0.196270,3.327637,0.663814,0.196346,3.328436,0.661974,0.165954,0.000000
3573961629.029206,0.000031,0.000106,0.001472,0.000075,0.000798,-0.001841,0.196271,3.327637,0.663814,0.196345,3.328435,0.661973,0.165954,0.000000
3573961629.039206,0.000031,0.000107,0.001471,0.000074,0.000797,-0.001841,0.196271,3.327637,0.663814,0.196345,3.328433,0.661973,0.165954,0.000000
3573961629.049206,0.000032,0.000107,0.001470,0.000073,0.000795,-0.001842,0.196272,3.327637,0.663814,0.196345,3.328432,0.661972,0.165954,0.000000
3573961629.059201,0.000032,0.000108,0.001469,0.000072,0.000794,-0.001842,0.196273,3.327637,0.663814,0.196345,3.328431,0.661972,0.165954,0.000000
3573961629.069207,0.000032,0.000109,0.001468,0.000071,0.000793,-0.001842,0.196273,3.327637,0.663814,0.196345,3.328429,0.661972,0.165954,0.000000
3573961629.079207,0.000032,0.000110,0.001467,0.000070,0.000791,-0.001843,0.196274,3.327637,0.663814,0.196344,3.328428,0.661971,0.165954,0.000000
3573961629.089207,0.000032,0.000110,0.001466,0.000070,0.000790,-0.001843,0.196275,3.327637,0.663814,0.196344,3.328427,0.661971,0.165954,0.000000
3573961629.099208,0.000032,0.000111,0.001465,0.000069,0.000789,-0.001844,0.196275,3.327637,0.663814,0.196344,3.328425,0.661970,0.165954,0.000000
3573961629.109209,0.000032,0.000112,0.001463,0.000068,0.000787,-0.001844,0.196276,3.327637,0.663814,0.196344,3.328424,0.661970,0.165954,0.000000
3573961629.119209,0.000032,0.000113,0.001462,0.000067,0.000786,-0.001845,0.196276,3.327636,0.663814,0.196344,3.328422,0.661969,0.165954,0.000000
3573961629.129209,0.000032,0.000114,0.001461,0.000066,0.000785,-0.001845,0.196277,3.327636,0.663814,0.196343,3.328421,0.661969,0.165954,0.000000
3573961629.139208,0.000032,0.000114,0.001460,0.000065,0.000783,-0.001845,0.196278,3.327636,0.663814,0.196343,3.328420,0.661969,0.165954,0.000000
3573961629.149210,0.000033,0.000115,0.001459,0.000065,0.000782,-0.001846,0.196278,3.327636,0.663814,0.196343,3.328418,0.661968,0.165954,0.000000
3573961629.159204,0.000033,0.000116,0.001458,0.000064,0.000781,-0.001846,0.196279,3.327636,0.663814,0.196343,3.328417,0.661968,0.165954,0.000000
3573961629.169209,0.000033,0.000117,0.001457,0.000063,0.000779,-0.001847,0.196280,3.327636,0.663814,0.196343,3.328416,0.661967,0.165954,0.000000
3573961629.179210,0.000033,0.000117,0.001456,0.000062,0.000778,-0.001847,0.196280,3.327636,0.663814,0.196342,3.328414,0.661967,0.165954,0.000000
3573961629.189210,0.000033,0.000118,0.001455,0.000061,0.000777,-0.001847,0.196281,3.327636,0.663814,0.196342,3.328413,0.661967,0.165954,0.000000
3573961629.199211,0.000033,0.000119,0.001454,0.000061,0.000775,-0.001848,0.196281,3.327636,0.663814,0.196342,3.328412,0.661966,0.165954,0.000000
3573961629.209211,0.000033,0.000120,0.001453,0.000060,0.000774,-0.001848,0.196282,3.327636,0.663814,0.196342,3.328410,0.661966,0.165954,0.000000
3573961629.219212,0.000033,0.000120,0.001451,0.000059,0.000773,-0.001848,0.196283,3.327636,0.663814,0.196342,3.328409,0.661966,0.165954,0.000000
3573961629.229212,0.000033,0.000121,0.001450,0.000058,0.000771,-0.001849,0.196283,3.327636,0.663814,0.196341,3.328408,0.661965,0.165954,0.000000
3573961629.239213,0.000033,0.000122,0.001449,0.000057,0.000770,-0.001849,0.196284,3.327636,0.663814,0.196341,3.328406,0.661965,0.165954,0.000000
3573961629.249212,0.000033,0.000122,0.001448,0.000057,0.000769,-0.001849,0.196285,3.327636,0.663814,0.196341,3.328405,0.661965,0.165954,0.000000
3573961629.259208,0.000034,0.000123,0.001447,0.000056,0.000767,-0.001850,0.196285,3.327636,0.663814,0.196341,3.328404,0.661964,0.165954,0.000000
3573961629.269213,0.000034,0.000124,0.001446,0.000055,0.000766,-0.001850,0.196286,3.327636,0.663814,0.196341,3.328402,0.661964,0.165954,0.000000
3573961629.279213,0.000034,0.000125,0.001445,0.000054,0.000764,-0.001850,0.196286,3.327636,0.663814,0.196341,3.328401,0.661964,0.165954,0.000000
3573961629.289214,0.000034,0.000125,0.001444,0.000053,0.000763,-0.001851,0.196287,3.327636,0.663814,0.196340,3.328400,0.661963,0.165954,0.000000
3573961629.299214,0.000034,0.000126,0.001442,0.000053,0.000762,-0.001851,0.196288,3.327636,0.663814,0.196340,3.328398,0.661963,0.165954,0.000000
3573961629.309214,0.000034,0.000127,0.001441,0.000052,0.000760,-0.001851,0.196288,3.327636,0.663814,0.196340,3.328397,0.661963,0.165954,0.000000
3573961629.319214,0.000034,0.000128,0.001440,0.000051,0.000759,-0.001852,0.196289,3.327636,0.663814,0.196340,3.328395,0.661963,0.165954,0.000000
3573961629.329215,0.000034,0.000128,0.001439,0.000050,0.000758,-0.001852,0.196289,3.327636,0.663814,0.196340,3.328394,0.661962,0.165954,0.000000
3573961629.339215,0.000034,0.000129,0.001438,0.000049,0.000756,-0.001852,0.196290,3.327636,0.663814,0.196340,3.328393,0.661962,0.165954,0.000000
3573961629.349215,0.000034,0.000130,0.001437,0.000049,0.000755,-0.001852,0.196291,3.327636,0.663814,0.196339,3.328391,0.661962,0.165954,0.000000
3573961629.359211,0.000035,0.000130,0.001436,0.000048,0.000754,-0.001853,0.196291,3.327636,0.663814,0.196339,3.328390,0.661962,0.165954,0.000000
3573961629.369215,0.000035,0.000131,0.001434,0.000047,0.000752,-0.001853,0.196292,3.327636,0.663814,0.196339,3.328389,0.661961,0.165954,0.000000
3573961629.379215,0.000035,0.000132,0.001433,0.000046,0.000751,-0.001853,0.196293,3.327636,0.663814,0.196339,3.328387,0.661961,0.165954,0.000000
3573961629.389216,0.000035,0.000133,0.001432,0.000046,0.000750,-0.001853,0.196293,3.327636,0.663814,0.196339,3.328386,0.661961,0.165954,0.000000
3573961629.399217,0.000035,0.000133,0.001431,0.000045,0.000748,-0.001854,0.196294,3.327636,0.663814,0.196339,3.328385,0.661961,0.165954,0.000000
3573961629.409217,0.000035,0.000134,0.001430,0.000044,0.000747,-0.001854,0.196294,3.327636,0.663814,0.196338,3.328383,0.661960,0.165954,0.000000
3573961629.419218,0.000035,0.000135,0.001429,0.000043,0.000746,-0.001854,0.196295,3.327636,0.663814,0.196338,3.328382,0.661960,0.165954,0.000000
3573961629.429218,0.000035,0.000135,0.001427,0.000042,0.000744,-0.001854,0.196296,3.327636,0.663814,0.196338,3.328381,0.661960,0.165954,0.000000
3573961629.439218,0.000035,0.000136,0.001426,0.000042,0.000743,-0.001854,0.196296,3.327636,0.663814,0.196338,3.328379,0.661960,0.165954,0.000000
3573961629.449218,0.000035,0.000137,0.001425,0.000041,0.000742,-0.001855,0.196297,3.327636,0.663814,0.196338,3.328378,0.661959,0.165954,0.000000
3573961629.459214,0.000035,0.000137,0.001424,0.000040,0.000740,-0.001855,0.196297,3.327636,0.663814,0.196338,3.328377,0.661959,0.165954,0.000000
3573961629.469220,0.000035,0.000138,0.001423,0.000039,0.000739,-0.001855,0.196298,3.327636,0.663814,0.196337,3.328375,0.661959,0.165954,0.000000
3573961629.479220,0.000036,0.000139,0.001421,0.000039,0.000738,-0.001855,0.196299,3.327636,0.663814,0.196337,3.328374,0.661959,0.165954,0.000000
3573961629.489220,0.000036,0.000139,0.001420,0.000038,0.000736,-0.001855,0.196299,3.327636,0.663814,0.196337,3.328372,0.661959,0.165954,0.000000
3573961629.499220,0.000036,0.000140,0.001419,0.000037,0.000735,-0.001856,0.196300,3.327636,0.663814,0.196337,3.328371,0.661959,0.165954,0.000000
3573961629.509221,0.000036,0.000141,0.001418,0.000036,0.000734,-0.001856,0.196300,3.327636,0.663814,0.196337,3.328370,0.661958,0.165954,0.000000
3573961629.519220,0.000036,0.000142,0.001417,0.000036,0.000732,-0.001856,0.196301,3.327636,0.663814,0.196337,3.328368,0.661958,0.165954,0.000000
3573961629.529220,0.000036,0.000142,0.001415,0.000035,0.000731,-0.001856,0.196302,3.327636,0.663814,0.196336,3.328367,0.661958,0.165954,0.000000
3573961629.539222,0.000036,0.000143,0.001414,0.000034,0.000730,-0.001856,0.196302,3.327636,0.663814,0.196336,3.328366,0.661958,0.165954,0.000000
3573961629.549222,0.000036,0.000144,0.001413,0.000033,0.000728,-0.001856,0.196303,3.327636,0.663814,0.196336,3.328364,0.661958,0.165954,0.000000
3573961629.559218,0.000036,0.000144,0.001412,0.000033,0.000727,-0.001856,0.196303,3.327636,0.663814,0.196336,3.328363,0.661958,0.165954,0.000000
3573961629.569222,0.000036,0.000145,0.001411,0.000032,0.000726,-0.001857,0.196304,3.327636,0.663814,0.196336,3.328362,0.661958,0.165954,0.000000
3573961629.579223,0.000036,0.000146,0.001409,0.000031,0.000724,-0.001857,0.196305,3.327636,0.663814,0.196336,3.328360,0.661957,0.165954,0.000000
3573961629.589223,0.000037,0.000146,0.001408,0.000030,0.000723,-0.001857,0.196305,3.327636,0.663814,0.196336,3.328359,0.661957,0.165954,0.000000
3573961629.599223,0.000037,0.000147,0.001407,0.000030,0.000721,-0.001857,0.196306,3.327636,0.663814,0.196335,3.328358,0.661957,0.165954,0.000000
3573961629.609223,0.000037,0.000147,0.001406,0.000029,0.000720,-0.001857,0.196306,3.327636,0.663814,0.196335,3.328356,0.661957,0.165954,0.000000
3573961629.619223,0.000037,0.000148,0.001404,0.000028,0.000719,-0.001857,0.196307,3.327636,0.663814,0.196335,3.328355,0.661957,0.165954,0.000000
3573961629.629225,0.000037,0.000149,0.001403,0.000027,0.000717,-0.001857,0.196308,3.327636,0.663814,0.196335,3.328354,0.661957,0.165954,0.000000
3573961629.639224,0.000037,0.000149,0.001402,0.000027,0.000716,-0.001857,0.196308,3.327636,0.663814,0.196335,3.328352,0.661957,0.165954,0.000000
3573961629.649225,0.000037,0.000150,0.001401,0.000026,0.000715,-0.001857,0.196309,3.327636,0.663814,0.196335,3.328351,0.661957,0.165954,0.000000
3573961629.659220,0.000037,0.000151,0.001399,0.000025,0.000713,-0.001857,0.196309,3.327636,0.663814,0.196335,3.328350,0.661957,0.165954,0.000000
3573961629.669225,0.000037,0.000151,0.001398,0.000025,0.000712,-0.001858,0.196310,3.327636,0.663814,0.196335,3.328348,0.661957,0.165954,0.000000
3573961629.679224,0.000037,0.000152,0.001397,0.000024,0.000711,-0.001858,0.196311,3.327636,0.663814,0.196334,3.328347,0.661957,0.165954,0.000000
3573961629.689226,0.000037,0.000153,0.001396,0.000023,0.000709,-0.001858,0.196311,3.327636,0.663814,0.196334,3.328346,0.661957,0.165954,0.000000
3573961629.699225,0.000037,0.000153,0.001394,0.000022,0.000708,-0.001858,0.196312,3.327636,0.663814,0.196334,3.328344,0.661957,0.165954,0.000000
3573961629.709227,0.000038,0.000154,0.001393,0.000022,0.000707,-0.001858,0.196312,3.327636,0.663814,0.196334,3.328343,0.661956,0.165954,0.000000
3573961629.719226,0.000038,0.000155,0.001392,0.000021,0.000705,-0.001858,0.196313,3.327636,0.663814,0.196334,3.328341,0.661956,0.165954,0.000000
3573961629.729226,0.000038,0.000155,0.001391,0.000020,0.000704,-0.001858,0.196313,3.327636,0.663814,0.196334,3.328340,0.661956,0.165954,0.000000
3573961629.739226,0.000038,0.000156,0.001389,0.000020,0.000703,-0.001858,0.196314,3.327636,0.663814,0.196334,3.328339,0.661956,0.165954,0.000000
3573961629.749227,0.000038,0.000156,0.001388,0.000019,0.000701,-0.001858,0.196315,3.327636,0.663814,0.196333,3.328337,0.661956,0.165954,0.000000
3573961629.759223,0.000038,0.000157,0.001387,0.000018,0.000700,-0.001858,0.196315,3.327636,0.663814,0.196333,3.328336,0.661956,0.165954,0.000000
3573961629.769229,0.000038,0.000158,0.001386,0.000017,0.000699,-0.001858,0.196316,3.327636,0.663814,0.196333,3.328335,0.661956,0.165954,0.000000
3573961629.779228,0.000038,0.000158,0.001384,0.000017,0.000697,-0.001858,0.196316,3.327636,0.663814,0.196333,3.328333,0.661956,0.165954,0.000000
3573961629.789229,0.000038,0.000159,0.001383,0.000016,0.000696,-0.001858,0.196317,3.327636,0.663814,0.196333,3.328332,0.661956,0.165954,0.000000
3573961629.799228,0.000038,0.000160,0.001382,0.000015,0.000695,-0.001858,0.196318,3.327636,0.663814,0.196333,3.328331,0.661956,0.165954,0.000000
3573961629.809229,0.000038,0.000160,0.001380,0.000015,0.000693,-0.001858,0.196318,3.327636,0.663814,0.196333,3.328329,0.661956,0.165954,0.000000
3573961629.819229,0.000038,0.000161,0.001379,0.000014,0.000692,-0.001858,0.196319,3.327636,0.663814,0.196333,3.328328,0.661956,0.165954,0.000000
3573961629.829230,0.000038,0.000161,0.001378,0.000013,0.000691,-0.001858,0.196319,3.327636,0.663814,0.196332,3.328327,0.661956,0.165954,0.000000
3573961629.839230,0.000039,0.000162,0.001377,0.000012,0.000689,-0.001858,0.196320,3.327636,0.663814,0.196332,3.328325,0.661957,0.165954,0.000000
3573961629.849230,0.000039,0.000163,0.001375,0.000012,0.000688,-0.001858,0.196320,3.327636,0.663814,0.196332,3.328324,0.661957,0.165954,0.000000
