Absolute Time,tau_d_psi,tau_d_x,tau_d_y,z1_psi,z1_x,z1_y,eta_d_PSI,eta_d_X,eta_d_Y,eta_hat_psi,eta_hat_x,eta_hat_y,s,s_dot
3573963182.080277,0.009593,-0.179048,0.166802,0.121872,-0.349980,0.095315,0.415771,9.047716,2.123984,0.537643,8.697735,2.219299,0.879931,0.023460
3573963182.090276,0.009538,-0.178851,0.166783,0.121911,-0.349482,0.095251,0.415790,9.046993,2.124405,0.537701,8.697511,2.219656,0.880166,0.023457
3573963182.100277,0.009483,-0.178655,0.166765,0.121949,-0.348984,0.095187,0.415809,9.046270,2.124826,0.537758,8.697286,2.220012,0.880400,0.023455
3573963182.110278,0.009428,-0.178459,0.166746,0.121987,-0.348487,0.095122,0.415828,9.045547,2.125246,0.537816,8.697060,2.220368,0.880635,0.023452
3573963182.120278,0.009373,-0.178262,0.166727,0.122026,-0.347990,0.095058,0.415848,9.044823,2.125667,0.537873,8.696833,2.220724,0.880870,0.023449
3573963182.130277,0.009318,-0.178067,0.166709,0.122064,-0.347494,0.094993,0.415867,9.044099,2.126087,0.537931,8.696605,2.221079,0.881104,0.023446
3573963182.140278,0.009263,-0.177871,0.166690,0.122102,-0.346999,0.094928,0.415886,9.043375,2.126507,0.537988,8.696376,2.221435,0.881338,0.023444
3573963182.150279,0.009208,-0.177675,0.166671,0.122140,-0.346504,0.094862,0.415905,9.042650,2.126927,0.538045,8.696145,2.221789,0.881573,0.023441
3573963182.160275,0.009153,-0.177480,0.166653,0.122178,-0.346011,0.094797,0.415924,9.041925,2.127347,0.538102,8.695914,2.222144,0.881807,0.023438
3573963182.170279,0.009098,-0.177285,0.166635,0.122215,-0.345517,0.094731,0.415944,9.041199,2.127766,0.538159,8.695682,2.222498,0.882042,0.023435
3573963182.180279,0.009044,-0.177090,0.166616,0.122253,-0.345025,0.094666,0.415963,9.040473,2.128186,0.538216,8.695448,2.222851,0.882276,0.023433
3573963182.190280,0.008989,-0.176895,0.166598,0.122291,-0.344533,0.094600,0.415982,9.039747,2.128605,0.538273,8.695214,2.223204,0.882510,0.023430
3573963182.200280,0.008934,-0.176701,0.166580,0.122328,-0.344042,0.094533,0.416001,9.039020,2.129024,0.538329,8.694979,2.223557,0.882745,0.023427
3573963182.210279,0.008880,-0.176506,0.166562,0.122366,-0.343551,0.094467,0.416020,9.038293,2.129443,0.538386,8.694742,2.223910,0.882979,0.023424
3573963182.220281,0.008825,-0.176312,0.166544,0.122403,-0.343061,0.094400,0.416040,9.037566,2.129862,0.538443,8.694505,2.224262,0.883213,0.023422
3573963182.230281,0.008770,-0.176118,0.166526,0.122440,-0.342572,0.094334,0.416059,9.036838,2.130281,0.538499,8.694266,2.224614,0.883447,0.023419
3573963182.240281,0.008716,-0.175924,0.166508,0.122478,-0.342084,0.094267,0.416078,9.036110,2.130699,0.538556,8.694026,2.224966,0.883681,0.023416
3573963182.250281,0.008661,-0.175731,0.166490,0.122515,-0.341596,0.094200,0.416097,9.035382,2.131117,0.538612,8.693786,2.225317,0.883916,0.023414
3573963182.260277,0.008607,-0.175537,0.166472,0.122552,-0.341109,0.094132,0.416116,9.034653,2.131536,0.538668,8.693544,2.225668,0.884150,0.023411
3573963182.270283,0.008552,-0.175344,0.166454,0.122589,-0.340622,0.094065,0.416135,9.033924,2.131954,0.538724,8.693301,2.226019,0.884384,0.023408
3573963182.280282,0.008498,-0.175151,0.166436,0.122626,-0.340136,0.093997,0.416154,9.033194,2.132372,0.538780,8.693058,2.226369,0.884618,0.023405
3573963182.290282,0.008443,-0.174958,0.166418,0.122662,-0.339651,0.093929,0.416174,9.032464,2.132789,0.538836,8.692813,2.226719,0.884852,0.023403
3573963182.300283,0.008389,-0.174766,0.166401,0.122699,-0.339167,0.093861,0.416193,9.031734,2.133207,0.538892,8.692567,2.227068,0.885086,0.023400
3573963182.310283,0.008335,-0.174573,0.166383,0.122736,-0.338683,0.093793,0.416212,9.031003,2.133625,0.538948,8.692321,2.227418,0.885320,0.023397
3573963182.320283,0.008280,-0.174381,0.166365,0.122772,-0.338200,0.093725,0.416231,9.030272,2.134042,0.539003,8.692073,2.227767,0.885554,0.023395
3573963182.330284,0.008226,-0.174189,0.166348,0.122809,-0.337717,0.093656,0.416250,9.029541,2.134459,0.539059,8.691824,2.228115,0.885788,0.023392
3573963182.340284,0.008172,-0.173997,0.166330,0.122845,-0.337235,0.093587,0.416269,9.028809,2.134876,0.539114,8.691574,2.228463,0.886022,0.023389
3573963182.350285,0.008117,-0.173805,0.166313,0.122881,-0.336754,0.093519,0.416288,9.028077,2.135293,0.539170,8.691323,2.228811,0.886256,0.023386
3573963182.360281,0.008063,-0.173614,0.166295,0.122918,-0.336273,0.093449,0.416307,9.027345,2.135709,0.539225,8.691072,2.229159,0.886489,0.023384
3573963182.370285,0.008009,-0.173423,0.166278,0.122954,-0.335793,0.093380,0.416327,9.026612,2.136126,0.539280,8.690819,2.229506,0.886723,0.023381
3573963182.380287,0.007955,-0.173232,0.166261,0.122990,-0.335314,0.093311,0.416346,9.025879,2.136542,0.539336,8.690565,2.229853,0.886957,0.023378
3573963182.390286,0.007901,-0.173041,0.166243,0.123026,-0.334836,0.093241,0.416365,9.025146,2.136959,0.539391,8.690310,2.230200,0.887191,0.023376
3573963182.400286,0.007847,-0.172850,0.166226,0.123062,-0.334358,0.093171,0.416384,9.024412,2.137375,0.539446,8.690054,2.230546,0.887425,0.023373
3573963182.410285,0.007793,-0.172660,0.166209,0.123098,-0.333880,0.093101,0.416403,9.023678,2.137791,0.539500,8.689797,2.230892,0.887658,0.023370
3573963182.420286,0.007739,-0.172469,0.166192,0.123133,-0.333404,0.093031,0.416422,9.022943,2.138206,0.539555,8.689539,2.231238,0.887892,0.023368
3573963182.430286,0.007685,-0.172279,0.166174,0.123169,-0.332928,0.092961,0.416441,9.022208,2.138622,0.539610,8.689280,2.231583,0.888126,0.023365
3573963182.440287,0.007631,-0.172089,0.166157,0.123204,-0.332453,0.092890,0.416460,9.021473,2.139037,0.539664,8.689021,2.231928,0.888359,0.023362
3573963182.450288,0.007577,-0.171900,0.166140,0.123240,-0.331978,0.092820,0.416479,9.020737,2.139453,0.539719,8.688760,2.232272,0.888593,0.023359
3573963182.460284,0.007524,-0.171710,0.166123,0.123275,-0.331504,0.092749,0.416498,9.020002,2.139868,0.539773,8.688498,2.232617,0.888826,0.023357
3573963182.470288,0.007470,-0.171521,0.166106,0.123311,-0.331031,0.092678,0.416517,9.019265,2.140283,0.539828,8.688235,2.232961,0.889060,0.023354
3573963182.480289,0.007416,-0.171332,0.166089,0.123346,-0.330558,0.092607,0.416536,9.018529,2.140698,0.539882,8.687971,2.233304,0.889294,0.023351
3573963182.490287,0.007362,-0.171143,0.166072,0.123381,-0.330086,0.092535,0.416555,9.017792,2.141112,0.539936,8.687706,2.233648,0.889527,0.023349
3573963182.500289,0.007309,-0.170954,0.166055,0.123416,-0.329614,0.092464,0.416574,9.017054,2.141527,0.539990,8.687440,2.233991,0.889761,0.023346
3573963182.510289,0.007255,-0.170766,0.166038,0.123451,-0.329144,0.092392,0.416593,9.016317,2.141941,0.540044,8.687173,2.234333,0.889994,0.023343
3573963182.520289,0.007202,-0.170577,0.166022,0.123486,-0.328673,0.092320,0.416612,9.015579,2.142356,0.540098,8.686905,2.234676,0.890227,0.023341
3573963182.530289,0.007148,-0.170389,0.166005,0.123520,-0.328204,0.092248,0.416631,9.014840,2.142770,0.540152,8.686636,2.235018,0.890461,0.023338
3573963182.540290,0.007094,-0.170201,0.165988,0.123555,-0.327735,0.092176,0.416650,9.014102,2.143184,0.540205,8.686367,2.235360,0.890694,0.023335
3573963182.550290,0.007041,-0.170014,0.165971,0.123590,-0.327267,0.092104,0.416669,9.013363,2.143597,0.540259,8.686096,2.235701,0.890927,0.023333
3573963182.560287,0.006988,-0.169826,0.165954,0.123624,-0.326800,0.092031,0.416688,9.012623,2.144011,0.540313,8.685824,2.236042,0.891161,0.023330
3573963182.570291,0.006934,-0.169639,0.165938,0.123659,-0.326333,0.091959,0.416707,9.011884,2.144424,0.540366,8.685551,2.236383,0.891394,0.023327
3573963182.580291,0.006881,-0.169452,0.165921,0.123693,-0.325866,0.091886,0.416726,9.011144,2.144838,0.540419,8.685277,2.236723,0.891627,0.023325
3573963182.590292,0.006827,-0.169265,0.165904,0.123727,-0.325401,0.091813,0.416745,9.010403,2.145251,0.540473,8.685002,2.237064,0.891861,0.023322
3573963182.600292,0.006774,-0.169078,0.165888,0.123761,-0.324936,0.091740,0.416764,9.009662,2.145664,0.540526,8.684726,2.237403,0.892094,0.023319
3573963182.610293,0.006721,-0.168891,0.165871,0.123795,-0.324472,0.091666,0.416783,9.008921,2.146077,0.540579,8.684450,2.237743,0.892327,0.023317
3573963182.620293,0.006668,-0.168705,0.165855,0.123829,-0.324008,0.091593,0.416802,9.008180,2.146489,0.540632,8.684172,2.238082,0.892560,0.023314
3573963182.630293,0.006614,-0.168519,0.165838,0.123863,-0.323545,0.091519,0.416821,9.007438,2.146902,0.540685,8.683893,2.238421,0.892793,0.023311
3573963182.640293,0.006561,-0.168333,0.165821,0.123897,-0.323083,0.091445,0.416840,9.006696,2.147314,0.540737,8.683613,2.238760,0.893026,0.023309
3573963182.650294,0.006508,-0.168147,0.165805,0.123931,-0.322621,0.091372,0.416859,9.005954,2.147727,0.540790,8.683333,2.239098,0.893259,0.023306
3573963182.660289,0.006455,-0.167962,0.165788,0.123965,-0.322160,0.091297,0.416878,9.005211,2.148139,0.540843,8.683051,2.239436,0.893492,0.023303
3573963182.670293,0.006402,-0.167776,0.165772,0.123998,-0.321699,0.091223,0.416897,9.004468,2.148551,0.540895,8.682768,2.239774,0.893726,0.023301
3573963182.680294,0.006349,-0.167591,0.165756,0.124032,-0.321239,0.091149,0.416916,9.003724,2.148962,0.540948,8.682485,2.240111,0.893958,0.023298
3573963182.690295,0.006296,-0.167406,0.165739,0.124065,-0.320780,0.091074,0.416935,9.002980,2.149374,0.541000,8.682200,2.240448,0.894191,0.023295
3573963182.700294,0.006243,-0.167221,0.165723,0.124098,-0.320322,0.091000,0.416954,9.002236,2.149785,0.541052,8.681915,2.240785,0.894424,0.023293
3573963182.710295,0.006190,-0.167037,0.165706,0.124132,-0.319864,0.090925,0.416973,9.001492,2.150197,0.541104,8.681628,2.241121,0.894657,0.023290
3573963182.720295,0.006138,-0.166852,0.165690,0.124165,-0.319406,0.090850,0.416992,9.000747,2.150608,0.541156,8.681341,2.241458,0.894890,0.023288
3573963182.730295,0.006085,-0.166668,0.165674,0.124198,-0.318950,0.090774,0.417011,9.000002,2.151019,0.541208,8.681052,2.241793,0.895123,0.023285
3573963182.740296,0.006032,-0.166484,0.165657,0.124231,-0.318494,0.090699,0.417030,8.999257,2.151430,0.541260,8.680763,2.242129,0.895356,0.023282
3573963182.750295,0.005979,-0.166300,0.165641,0.124263,-0.318038,0.090624,0.417049,8.998511,2.151840,0.541312,8.680472,2.242464,0.895589,0.023280
3573963182.760292,0.005927,-0.166117,0.165625,0.124296,-0.317584,0.090548,0.417068,8.997765,2.152251,0.541364,8.680181,2.242799,0.895822,0.023277
3573963182.770296,0.005874,-0.165933,0.165608,0.124329,-0.317130,0.090472,0.417086,8.997018,2.152661,0.541415,8.679889,2.243134,0.896054,0.023274
3573963182.780298,0.005821,-0.165750,0.165592,0.124362,-0.316676,0.090396,0.417105,8.996271,2.153072,0.541467,8.679595,2.243468,0.896287,0.023272
3573963182.790296,0.005769,-0.165567,0.165576,0.124394,-0.316223,0.090320,0.417124,8.995524,2.153482,0.541518,8.679301,2.243802,0.896520,0.023269
3573963182.800298,0.005716,-0.165384,0.165560,0.124426,-0.315771,0.090244,0.417143,8.994777,2.153892,0.541570,8.679006,2.244136,0.896752,0.023267
3573963182.810297,0.005664,-0.165202,0.165543,0.124459,-0.315319,0.090168,0.417162,8.994029,2.154301,0.541621,8.678710,2.244469,0.896985,0.023264
3573963182.820299,0.005611,-0.165019,0.165527,0.124491,-0.314868,0.090091,0.417181,8.993281,2.154711,0.541672,8.678413,2.244802,0.897218,0.023261
3573963182.830298,0.005559,-0.164837,0.165511,0.124523,-0.314418,0.090015,0.417200,8.992533,2.155121,0.541723,8.678115,2.245135,0.897450,0.023259
3573963182.840298,0.005507,-0.164655,0.165495,0.124555,-0.313968,0.089938,0.417219,8.991784,2.155530,0.541774,8.677815,2.245468,0.897683,0.023256
3573963182.850298,0.005454,-0.164473,0.165479,0.124587,-0.313519,0.089861,0.417238,8.991035,2.155939,0.541825,8.677516,2.245800,0.897915,0.023253
3573963182.860294,0.005402,-0.164292,0.165462,0.124619,-0.313071,0.089784,0.417256,8.990285,2.156348,0.541876,8.677215,2.246132,0.898148,0.023251
3573963182.870300,0.005350,-0.164110,0.165446,0.124651,-0.312623,0.089707,0.417275,8.989536,2.156757,0.541926,8.676913,2.246463,0.898380,0.023248
3573963182.880300,0.005298,-0.163929,0.165430,0.124683,-0.312176,0.089629,0.417294,8.988786,2.157166,0.541977,8.676610,2.246795,0.898613,0.023246
3573963182.890300,0.005245,-0.163748,0.165414,0.124714,-0.311729,0.089552,0.417313,8.988035,2.157574,0.542027,8.676306,2.247126,0.898845,0.023243
3573963182.900301,0.005193,-0.163567,0.165398,0.124746,-0.311283,0.089474,0.417332,8.987284,2.157983,0.542078,8.676001,2.247457,0.899078,0.023240
3573963182.910301,0.005141,-0.163386,0.165382,0.124777,-0.310838,0.089396,0.417351,8.986533,2.158391,0.542128,8.675696,2.247787,0.899310,0.023238
3573963182.920301,0.005089,-0.163206,0.165366,0.124809,-0.310393,0.089318,0.417370,8.985782,2.158799,0.542178,8.675389,2.248117,0.899542,0.023235
3573963182.930302,0.005037,-0.163026,0.165350,0.124840,-0.309949,0.089240,0.417389,8.985030,2.159207,0.542228,8.675081,2.248447,0.899775,0.023233
3573963182.940302,0.004985,-0.162846,0.165333,0.124871,-0.309505,0.089162,0.417407,8.984278,2.159615,0.542278,8.674773,2.248777,0.900007,0.023230
3573963182.950302,0.004933,-0.162666,0.165317,0.124902,-0.309063,0.089084,0.417426,8.983526,2.160022,0.542328,8.674464,2.249106,0.900239,0.023227
3573963182.960298,0.004881,-0.162486,0.165301,0.124933,-0.308620,0.089005,0.417445,8.982774,2.160430,0.542378,8.674153,2.249435,0.900472,0.023225
3573963182.970302,0.004829,-0.162307,0.165285,0.124964,-0.308179,0.088927,0.417464,8.982021,2.160837,0.542428,8.673842,2.249764,0.900704,0.023222
3573963182.980303,0.004778,-0.162127,0.165269,0.124995,-0.307738,0.088848,0.417483,8.981267,2.161244,0.542478,8.673530,2.250092,0.900936,0.023220
3573963182.990304,0.004726,-0.161948,0.165253,0.125026,-0.307297,0.088769,0.417502,8.980514,2.161651,0.542527,8.673216,2.250420,0.901168,0.023217
3573963183.000303,0.004674,-0.161770,0.165237,0.125056,-0.306858,0.088690,0.417520,8.979760,2.162058,0.542577,8.672902,2.250748,0.901400,0.023214
3573963183.010304,0.004622,-0.161591,0.165221,0.125087,-0.306418,0.088611,0.417539,8.979006,2.162465,0.542626,8.672587,2.251076,0.901633,0.023212
3573963183.020305,0.004571,-0.161412,0.165205,0.125117,-0.305980,0.088532,0.417558,8.978251,2.162871,0.542675,8.672271,2.251403,0.901865,0.023209
3573963183.030303,0.004519,-0.161234,0.165189,0.125148,-0.305542,0.088452,0.417577,8.977496,2.163278,0.542725,8.671954,2.251730,0.902097,0.023207
3573963183.040305,0.004468,-0.161056,0.165173,0.125178,-0.305105,0.088373,0.417596,8.976741,2.163684,0.542774,8.671636,2.252057,0.902329,0.023204
3573963183.050306,0.004416,-0.160878,0.165157,0.125208,-0.304668,0.088293,0.417615,8.975986,2.164090,0.542823,8.671318,2.252383,0.902561,0.023202
3573963183.060301,0.004365,-0.160700,0.165141,0.125238,-0.304232,0.088213,0.417633,8.975230,2.164496,0.542872,8.670998,2.252709,0.902793,0.023199
3573963183.070306,0.004313,-0.160523,0.165124,0.125268,-0.303796,0.088133,0.417652,8.974474,2.164902,0.542921,8.670677,2.253035,0.903025,0.023196
3573963183.080306,0.004262,-0.160346,0.165108,0.125298,-0.303361,0.088053,0.417671,8.973717,2.165308,0.542969,8.670356,2.253361,0.903257,0.023194
3573963183.090305,0.004210,-0.160169,0.165092,0.125328,-0.302927,0.087973,0.417690,8.972960,2.165713,0.543018,8.670033,2.253686,0.903489,0.023191
3573963183.100307,0.004159,-0.159992,0.165076,0.125358,-0.302493,0.087893,0.417709,8.972203,2.166118,0.543066,8.669710,2.254011,0.903721,0.023189
3573963183.110306,0.004108,-0.159815,0.165060,0.125387,-0.302060,0.087812,0.417728,8.971446,2.166524,0.543115,8.669386,2.254336,0.903952,0.023186
3573963183.120307,0.004056,-0.159639,0.165044,0.125417,-0.301628,0.087732,0.417746,8.970688,2.166929,0.543163,8.669060,2.254660,0.904184,0.023184
3573963183.130307,0.004005,-0.159462,0.165028,0.125446,-0.301196,0.087651,0.417765,8.969930,2.167334,0.543212,8.668734,2.254985,0.904416,0.023181
3573963183.140307,0.003954,-0.159286,0.165012,0.125476,-0.300765,0.087570,0.417784,8.969172,2.167738,0.543260,8.668407,2.255308,0.904648,0.023178
3573963183.150307,0.003903,-0.159110,0.164996,0.125505,-0.300334,0.087489,0.417803,8.968413,2.168143,0.543308,8.668079,2.255632,0.904880,0.023176
3573963183.160303,0.003852,-0.158935,0.164980,0.125534,-0.299904,0.087408,0.417822,8.967654,2.168547,0.543356,8.667750,2.255955,0.905111,0.023173
3573963183.170309,0.003801,-0.158759,0.164964,0.125563,-0.299475,0.087327,0.417840,8.966895,2.168952,0.543404,8.667420,2.256279,0.905343,0.023171
3573963183.180309,0.003750,-0.158584,0.164948,0.125593,-0.299046,0.087246,0.417859,8.966136,2.169356,0.543452,8.667090,2.256601,0.905575,0.023168
3573963183.190309,0.003699,-0.158409,0.164932,0.125621,-0.298618,0.087164,0.417878,8.965376,2.169760,0.543499,8.666758,2.256924,0.905807,0.023166
3573963183.200309,0.003648,-0.158234,0.164915,0.125650,-0.298190,0.087083,0.417897,8.964616,2.170163,0.543547,8.666425,2.257246,0.906038,0.023163
3573963183.210309,0.003597,-0.158059,0.164899,0.125679,-0.297763,0.087001,0.417915,8.963855,2.170567,0.543595,8.666092,2.257568,0.906270,0.023161
3573963183.220310,0.003546,-0.157885,0.164883,0.125708,-0.297337,0.086919,0.417934,8.963094,2.170971,0.543642,8.665758,2.257890,0.906501,0.023158
3573963183.230310,0.003495,-0.157710,0.164867,0.125736,-0.296911,0.086837,0.417953,8.962333,2.171374,0.543689,8.665422,2.258211,0.906733,0.023155
3573963183.240311,0.003445,-0.157536,0.164851,0.125765,-0.296486,0.086755,0.417972,8.961572,2.171777,0.543737,8.665086,2.258533,0.906965,0.023153
3573963183.250310,0.003394,-0.157362,0.164835,0.125793,-0.296061,0.086673,0.417991,8.960810,2.172180,0.543784,8.664749,2.258853,0.907196,0.023150
3573963183.260306,0.003343,-0.157188,0.164819,0.125822,-0.295637,0.086591,0.418009,8.960048,2.172583,0.543831,8.664411,2.259174,0.907428,0.023148
3573963183.270313,0.003293,-0.157015,0.164803,0.125850,-0.295214,0.086509,0.418028,8.959286,2.172986,0.543878,8.664072,2.259494,0.907659,0.023145
3573963183.280313,0.003242,-0.156842,0.164786,0.125878,-0.294791,0.086426,0.418047,8.958523,2.173389,0.543925,8.663732,2.259815,0.907890,0.023143
3573963183.290313,0.003192,-0.156668,0.164770,0.125906,-0.294369,0.086343,0.418066,8.957761,2.173791,0.543972,8.663391,2.260134,0.908122,0.023140
3573963183.300312,0.003141,-0.156496,0.164754,0.125934,-0.293947,0.086261,0.418084,8.956997,2.174193,0.544018,8.663050,2.260454,0.908353,0.023138
3573963183.310314,0.003091,-0.156323,0.164738,0.125962,-0.293526,0.086178,0.418103,8.956234,2.174595,0.544065,8.662707,2.260773,0.908585,0.023135
3573963183.320313,0.003040,-0.156150,0.164722,0.125990,-0.293106,0.086095,0.418122,8.955470,2.174997,0.544111,8.662364,2.261092,0.908816,0.023133
3573963183.330313,0.002990,-0.155978,0.164705,0.126017,-0.292686,0.086012,0.418141,8.954706,2.175399,0.544158,8.662020,2.261411,0.909047,0.023130
3573963183.340313,0.002939,-0.155806,0.164689,0.126045,-0.292267,0.085929,0.418159,8.953942,2.175801,0.544204,8.661674,2.261730,0.909279,0.023127
3573963183.350314,0.002889,-0.155634,0.164673,0.126072,-0.291848,0.085845,0.418178,8.953177,2.176202,0.544251,8.661328,2.262048,0.909510,0.023125
3573963183.360310,0.002839,-0.155462,0.164657,0.126100,-0.291430,0.085762,0.418197,8.952412,2.176604,0.544297,8.660981,2.262366,0.909741,0.023122
