Absolute Time,tau_d_psi,tau_d_x,tau_d_y,z1_psi,z1_x,z1_y,eta_d_PSI,eta_d_X,eta_d_Y,eta_hat_psi,eta_hat_x,eta_hat_y,s,s_dot,nu_psi_hat, nu_x_hat, nu_y_hat
3573965128.580433,-0.000253,0.003133,0.000198,0.001325,0.001656,-0.009276,0.199034,3.352381,0.676191,0.200359,3.354037,0.666915,0.169048,0.000000,-0.000169,0.000044,0.001807
3573965128.590433,-0.000252,0.003134,0.000185,0.001323,0.001643,-0.009258,0.199034,3.352381,0.676191,0.200357,3.354024,0.666932,0.169048,0.000000,-0.000169,0.000046,0.001803
3573965128.600434,-0.000252,0.003135,0.000172,0.001322,0.001629,-0.009240,0.199034,3.352381,0.676191,0.200356,3.354010,0.666950,0.169048,0.000000,-0.000169,0.000048,0.001799
3573965128.610434,-0.000252,0.003136,0.000159,0.001321,0.001616,-0.009223,0.199034,3.352381,0.676191,0.200355,3.353997,0.666968,0.169048,0.000000,-0.000168,0.000049,0.001795
3573965128.620435,-0.000252,0.003137,0.000147,0.001319,0.001603,-0.009205,0.199034,3.352381,0.676191,0.200353,3.353984,0.666985,0.169048,0.000000,-0.000168,0.000051,0.001791
3573965128.630433,-0.000252,0.003137,0.000134,0.001318,0.001590,-0.009188,0.199034,3.352381,0.676191,0.200352,3.353971,0.667003,0.169048,0.000000,-0.000168,0.000053,0.001788
3573965128.640434,-0.000252,0.003138,0.000122,0.001316,0.001577,-0.009170,0.199034,3.352381,0.676191,0.200350,3.353958,0.667020,0.169048,0.000000,-0.000168,0.000055,0.001784
3573965128.650434,-0.000252,0.003139,0.000109,0.001315,0.001564,-0.009152,0.199034,3.352381,0.676191,0.200349,3.353945,0.667038,0.169048,0.000000,-0.000168,0.000057,0.001780
3573965128.660436,-0.000252,0.003140,0.000096,0.001313,0.001551,-0.009135,0.199034,3.352381,0.676191,0.200347,3.353932,0.667056,0.169048,0.000000,-0.000167,0.000059,0.001776
3573965128.670436,-0.000252,0.003141,0.000084,0.001312,0.001538,-0.009117,0.199034,3.352381,0.676191,0.200346,3.353919,0.667073,0.169048,0.000000,-0.000167,0.000060,0.001772
3573965128.680436,-0.000252,0.003141,0.000071,0.001310,0.001525,-0.009100,0.199034,3.352381,0.676191,0.200344,3.353906,0.667091,0.169048,0.000000,-0.000167,0.000062,0.001768
3573965128.690436,-0.000252,0.003142,0.000059,0.001309,0.001512,-0.009082,0.199034,3.352381,0.676191,0.200343,3.353893,0.667109,0.169048,0.000000,-0.000167,0.000064,0.001764
3573965128.700437,-0.000252,0.003143,0.000046,0.001307,0.001499,-0.009064,0.199034,3.352381,0.676191,0.200341,3.353880,0.667126,0.169048,0.000000,-0.000167,0.000066,0.001760
3573965128.710436,-0.000252,0.003144,0.000034,0.001306,0.001486,-0.009047,0.199034,3.352381,0.676191,0.200340,3.353867,0.667144,0.169048,0.000000,-0.000166,0.000068,0.001757
3573965128.720438,-0.000252,0.003144,0.000021,0.001305,0.001473,-0.009029,0.199034,3.352381,0.676191,0.200339,3.353854,0.667161,0.169048,0.000000,-0.000166,0.000069,0.001753
3573965128.730436,-0.000252,0.003145,0.000009,0.001303,0.001460,-0.009012,0.199034,3.352381,0.676191,0.200337,3.353841,0.667179,0.169048,0.000000,-0.000166,0.000071,0.001749
3573965128.740437,-0.000252,0.003146,-0.000004,0.001302,0.001447,-0.008994,0.199034,3.352381,0.676191,0.200336,3.353828,0.667197,0.169048,0.000000,-0.000166,0.000073,0.001745
3573965128.750437,-0.000252,0.003146,-0.000016,0.001300,0.001434,-0.008976,0.199034,3.352381,0.676191,0.200334,3.353815,0.667214,0.169048,0.000000,-0.000166,0.000075,0.001741
3573965128.760437,-0.000251,0.003147,-0.000029,0.001299,0.001422,-0.008959,0.199034,3.352381,0.676191,0.200333,3.353803,0.667232,0.169048,0.000000,-0.000165,0.000076,0.001737
3573965128.770438,-0.000251,0.003148,-0.000041,0.001297,0.001409,-0.008941,0.199034,3.352381,0.676191,0.200331,3.353790,0.667249,0.169048,0.000000,-0.000165,0.000078,0.001733
3573965128.780439,-0.000251,0.003148,-0.000053,0.001296,0.001396,-0.008924,0.199034,3.352381,0.676191,0.200330,3.353777,0.667267,0.169048,0.000000,-0.000165,0.000080,0.001730
3573965128.790440,-0.000251,0.003149,-0.000066,0.001295,0.001383,-0.008906,0.199034,3.352381,0.676191,0.200329,3.353764,0.667284,0.169048,0.000000,-0.000165,0.000082,0.001726
3573965128.800439,-0.000251,0.003149,-0.000078,0.001293,0.001370,-0.008888,0.199034,3.352381,0.676191,0.200327,3.353751,0.667302,0.169048,0.000000,-0.000165,0.000083,0.001722
3573965128.810440,-0.000251,0.003150,-0.000090,0.001292,0.001358,-0.008871,0.199034,3.352381,0.676191,0.200326,3.353739,0.667320,0.169048,0.000000,-0.000165,0.000085,0.001718
3573965128.820439,-0.000251,0.003150,-0.000103,0.001290,0.001345,-0.008853,0.199034,3.352381,0.676191,0.200324,3.353726,0.667337,0.169048,0.000000,-0.000164,0.000087,0.001714
3573965128.830439,-0.000251,0.003151,-0.000115,0.001289,0.001332,-0.008836,0.199034,3.352381,0.676191,0.200323,3.353713,0.667355,0.169048,0.000000,-0.000164,0.000089,0.001710
3573965128.840441,-0.000251,0.003151,-0.000127,0.001288,0.001320,-0.008818,0.199034,3.352381,0.676191,0.200322,3.353701,0.667372,0.169048,0.000000,-0.000164,0.000090,0.001706
3573965128.850441,-0.000251,0.003152,-0.000139,0.001286,0.001307,-0.008801,0.199034,3.352381,0.676191,0.200320,3.353688,0.667390,0.169048,0.000000,-0.000164,0.000092,0.001703
3573965128.860441,-0.000251,0.003152,-0.000152,0.001285,0.001295,-0.008783,0.199034,3.352381,0.676191,0.200319,3.353676,0.667408,0.169048,0.000000,-0.000164,0.000094,0.001699
3573965128.870442,-0.000251,0.003153,-0.000164,0.001283,0.001282,-0.008765,0.199034,3.352381,0.676191,0.200317,3.353663,0.667425,0.169048,0.000000,-0.000163,0.000096,0.001695
3573965128.880442,-0.000251,0.003153,-0.000176,0.001282,0.001269,-0.008748,0.199034,3.352381,0.676191,0.200316,3.353650,0.667443,0.169048,0.000000,-0.000163,0.000097,0.001691
3573965128.890442,-0.000251,0.003154,-0.000188,0.001281,0.001257,-0.008730,0.199034,3.352381,0.676191,0.200315,3.353638,0.667460,0.169048,0.000000,-0.000163,0.000099,0.001687
3573965128.900444,-0.000251,0.003154,-0.000200,0.001279,0.001244,-0.008713,0.199034,3.352381,0.676191,0.200313,3.353625,0.667478,0.169048,0.000000,-0.000163,0.000101,0.001683
3573965128.910443,-0.000251,0.003155,-0.000212,0.001278,0.001232,-0.008695,0.199034,3.352381,0.676191,0.200312,3.353613,0.667495,0.169048,0.000000,-0.000163,0.000102,0.001680
3573965128.920443,-0.000251,0.003155,-0.000224,0.001276,0.001219,-0.008678,0.199034,3.352381,0.676191,0.200310,3.353600,0.667513,0.169048,0.000000,-0.000162,0.000104,0.001676
3573965128.930442,-0.000250,0.003155,-0.000237,0.001275,0.001207,-0.008660,0.199034,3.352381,0.676191,0.200309,3.353588,0.667531,0.169048,0.000000,-0.000162,0.000106,0.001672
3573965128.940443,-0.000250,0.003156,-0.000249,0.001274,0.001195,-0.008642,0.199034,3.352381,0.676191,0.200308,3.353576,0.667548,0.169048,0.000000,-0.000162,0.000108,0.001668
3573965128.950443,-0.000250,0.003156,-0.000261,0.001272,0.001182,-0.008625,0.199034,3.352381,0.676191,0.200306,3.353563,0.667566,0.169048,0.000000,-0.000162,0.000109,0.001664
3573965128.960444,-0.000250,0.003156,-0.000273,0.001271,0.001170,-0.008607,0.199034,3.352381,0.676191,0.200305,3.353551,0.667583,0.169048,0.000000,-0.000162,0.000111,0.001660
3573965128.970445,-0.000250,0.003157,-0.000285,0.001270,0.001157,-0.008590,0.199034,3.352381,0.676191,0.200304,3.353538,0.667601,0.169048,0.000000,-0.000162,0.000113,0.001657
3573965128.980444,-0.000250,0.003157,-0.000297,0.001268,0.001145,-0.008572,0.199034,3.352381,0.676191,0.200302,3.353526,0.667618,0.169048,0.000000,-0.000161,0.000114,0.001653
3573965128.990445,-0.000250,0.003157,-0.000309,0.001267,0.001133,-0.008555,0.199034,3.352381,0.676191,0.200301,3.353514,0.667636,0.169048,0.000000,-0.000161,0.000116,0.001649
3573965129.000446,-0.000250,0.003157,-0.000321,0.001265,0.001121,-0.008537,0.199034,3.352381,0.676191,0.200299,3.353502,0.667653,0.169048,0.000000,-0.000161,0.000118,0.001645
3573965129.010445,-0.000250,0.003158,-0.000332,0.001264,0.001108,-0.008520,0.199034,3.352381,0.676191,0.200298,3.353489,0.667671,0.169048,0.000000,-0.000161,0.000119,0.001641
3573965129.020446,-0.000250,0.003158,-0.000344,0.001263,0.001096,-0.008502,0.199034,3.352381,0.676191,0.200297,3.353477,0.667688,0.169048,0.000000,-0.000161,0.000121,0.001637
3573965129.030445,-0.000250,0.003158,-0.000356,0.001261,0.001084,-0.008484,0.199034,3.352381,0.676191,0.200295,3.353465,0.667706,0.169048,0.000000,-0.000160,0.000123,0.001634
3573965129.040446,-0.000250,0.003158,-0.000368,0.001260,0.001072,-0.008467,0.199034,3.352381,0.676191,0.200294,3.353453,0.667724,0.169048,0.000000,-0.000160,0.000124,0.001630
3573965129.050447,-0.000250,0.003158,-0.000380,0.001259,0.001060,-0.008449,0.199034,3.352381,0.676191,0.200293,3.353441,0.667741,0.169048,0.000000,-0.000160,0.000126,0.001626
3573965129.060447,-0.000250,0.003158,-0.000392,0.001257,0.001047,-0.008432,0.199034,3.352381,0.676191,0.200291,3.353428,0.667759,0.169048,0.000000,-0.000160,0.000128,0.001622
3573965129.070447,-0.000250,0.003159,-0.000404,0.001256,0.001035,-0.008414,0.199034,3.352381,0.676191,0.200290,3.353416,0.667776,0.169048,0.000000,-0.000160,0.000129,0.001618
3573965129.080449,-0.000250,0.003159,-0.000415,0.001255,0.001023,-0.008397,0.199034,3.352381,0.676191,0.200289,3.353404,0.667794,0.169048,0.000000,-0.000160,0.000131,0.001614
3573965129.090448,-0.000250,0.003159,-0.000427,0.001253,0.001011,-0.008379,0.199034,3.352381,0.676191,0.200287,3.353392,0.667811,0.169048,0.000000,-0.000159,0.000132,0.001611
3573965129.100448,-0.000249,0.003159,-0.000439,0.001252,0.000999,-0.008362,0.199034,3.352381,0.676191,0.200286,3.353380,0.667829,0.169048,0.000000,-0.000159,0.000134,0.001607
3573965129.110448,-0.000249,0.003159,-0.000451,0.001251,0.000987,-0.008344,0.199034,3.352381,0.676191,0.200285,3.353368,0.667846,0.169048,0.000000,-0.000159,0.000136,0.001603
3573965129.120449,-0.000249,0.003159,-0.000462,0.001249,0.000975,-0.008327,0.199034,3.352381,0.676191,0.200283,3.353356,0.667864,0.169048,0.000000,-0.000159,0.000137,0.001599
3573965129.130448,-0.000249,0.003159,-0.000474,0.001248,0.000963,-0.008309,0.199034,3.352381,0.676191,0.200282,3.353344,0.667881,0.169048,0.000000,-0.000159,0.000139,0.001595
3573965129.140450,-0.000249,0.003159,-0.000486,0.001247,0.000951,-0.008292,0.199034,3.352381,0.676191,0.200281,3.353332,0.667899,0.169048,0.000000,-0.000159,0.000141,0.001592
3573965129.150450,-0.000249,0.003159,-0.000497,0.001245,0.000939,-0.008274,0.199034,3.352381,0.676191,0.200279,3.353320,0.667916,0.169048,0.000000,-0.000158,0.000142,0.001588
3573965129.160451,-0.000249,0.003159,-0.000509,0.001244,0.000927,-0.008257,0.199034,3.352381,0.676191,0.200278,3.353308,0.667934,0.169048,0.000000,-0.000158,0.000144,0.001584
3573965129.170450,-0.000249,0.003159,-0.000521,0.001243,0.000915,-0.008239,0.199034,3.352381,0.676191,0.200277,3.353296,0.667951,0.169048,0.000000,-0.000158,0.000145,0.001580
3573965129.180451,-0.000249,0.003159,-0.000532,0.001241,0.000903,-0.008222,0.199034,3.352381,0.676191,0.200275,3.353284,0.667969,0.169048,0.000000,-0.000158,0.000147,0.001576
3573965129.190450,-0.000249,0.003159,-0.000544,0.001240,0.000892,-0.008204,0.199034,3.352381,0.676191,0.200274,3.353273,0.667986,0.169048,0.000000,-0.000158,0.000148,0.001573
3573965129.200451,-0.000249,0.003159,-0.000555,0.001239,0.000880,-0.008187,0.199034,3.352381,0.676191,0.200273,3.353261,0.668004,0.169048,0.000000,-0.000157,0.000150,0.001569
3573965129.210452,-0.000249,0.003159,-0.000567,0.001237,0.000868,-0.008169,0.199034,3.352381,0.676191,0.200271,3.353249,0.668021,0.169048,0.000000,-0.000157,0.000152,0.001565
3573965129.220451,-0.000249,0.003159,-0.000578,0.001236,0.000856,-0.008152,0.199034,3.352381,0.676191,0.200270,3.353237,0.668039,0.169048,0.000000,-0.000157,0.000153,0.001561
3573965129.230451,-0.000249,0.003159,-0.000590,0.001235,0.000844,-0.008135,0.199034,3.352381,0.676191,0.200269,3.353225,0.668056,0.169048,0.000000,-0.000157,0.000155,0.001557
3573965129.240452,-0.000249,0.003159,-0.000601,0.001233,0.000833,-0.008117,0.199034,3.352381,0.676191,0.200267,3.353214,0.668073,0.169048,0.000000,-0.000157,0.000156,0.001554
3573965129.250451,-0.000249,0.003158,-0.000613,0.001232,0.000821,-0.008100,0.199034,3.352381,0.676191,0.200266,3.353202,0.668091,0.169048,0.000000,-0.000157,0.000158,0.001550
3573965129.260453,-0.000249,0.003158,-0.000624,0.001231,0.000809,-0.008082,0.199034,3.352381,0.676191,0.200265,3.353190,0.668108,0.169048,0.000000,-0.000156,0.000159,0.001546
3573965129.270454,-0.000248,0.003158,-0.000636,0.001229,0.000798,-0.008065,0.199034,3.352381,0.676191,0.200263,3.353179,0.668126,0.169048,0.000000,-0.000156,0.000161,0.001542
3573965129.280453,-0.000248,0.003158,-0.000647,0.001228,0.000786,-0.008047,0.199034,3.352381,0.676191,0.200262,3.353167,0.668143,0.169048,0.000000,-0.000156,0.000163,0.001539
3573965129.290453,-0.000248,0.003158,-0.000658,0.001227,0.000774,-0.008030,0.199034,3.352381,0.676191,0.200261,3.353155,0.668161,0.169048,0.000000,-0.000156,0.000164,0.001535
3573965129.300454,-0.000248,0.003157,-0.000670,0.001226,0.000763,-0.008012,0.199034,3.352381,0.676191,0.200260,3.353144,0.668178,0.169048,0.000000,-0.000156,0.000166,0.001531
3573965129.310453,-0.000248,0.003157,-0.000681,0.001224,0.000751,-0.007995,0.199034,3.352381,0.676191,0.200258,3.353132,0.668196,0.169048,0.000000,-0.000156,0.000167,0.001527
3573965129.320456,-0.000248,0.003157,-0.000692,0.001223,0.000740,-0.007978,0.199034,3.352381,0.676191,0.200257,3.353121,0.668213,0.169048,0.000000,-0.000155,0.000169,0.001523
3573965129.330453,-0.000248,0.003157,-0.000704,0.001222,0.000728,-0.007960,0.199034,3.352381,0.676191,0.200256,3.353109,0.668230,0.169048,0.000000,-0.000155,0.000170,0.001520
3573965129.340455,-0.000248,0.003156,-0.000715,0.001220,0.000717,-0.007943,0.199034,3.352381,0.676191,0.200254,3.353098,0.668248,0.169048,0.000000,-0.000155,0.000172,0.001516
3573965129.350455,-0.000248,0.003156,-0.000726,0.001219,0.000705,-0.007925,0.199034,3.352381,0.676191,0.200253,3.353086,0.668265,0.169048,0.000000,-0.000155,0.000173,0.001512
3573965129.360456,-0.000248,0.003156,-0.000738,0.001218,0.000694,-0.007908,0.199034,3.352381,0.676191,0.200252,3.353075,0.668283,0.169048,0.000000,-0.000155,0.000175,0.001508
3573965129.370456,-0.000248,0.003156,-0.000749,0.001217,0.000682,-0.007890,0.199034,3.352381,0.676191,0.200251,3.353063,0.668300,0.169048,0.000000,-0.000155,0.000176,0.001505
3573965129.380456,-0.000248,0.003155,-0.000760,0.001215,0.000671,-0.007873,0.199034,3.352381,0.676191,0.200249,3.353052,0.668317,0.169048,0.000000,-0.000154,0.000178,0.001501
3573965129.390457,-0.000248,0.003155,-0.000771,0.001214,0.000659,-0.007856,0.199034,3.352381,0.676191,0.200248,3.353040,0.668335,0.169048,0.000000,-0.000154,0.000179,0.001497
3573965129.400457,-0.000248,0.003155,-0.000782,0.001213,0.000648,-0.007838,0.199034,3.352381,0.676191,0.200247,3.353029,0.668352,0.169048,0.000000,-0.000154,0.000181,0.001493
