Absolute Time,tau_d_psi,tau_d_x,tau_d_y,z1_psi,z1_x,z1_y,eta_d_PSI,eta_d_X,eta_d_Y,eta_hat_psi,eta_hat_x,eta_hat_y,s,s_dot,nu_psi_hat, nu_x_hat, nu_y_hat
3573965793.910951,0.033452,0.346947,0.265799,-0.019385,0.006652,-0.008383,0.087558,2.758797,0.401512,0.068173,2.765449,0.393129,0.096021,0.010426,0.001824,0.085353,0.037864
3573965793.920952,0.033571,0.347915,0.266493,-0.019416,0.006654,-0.008422,0.087609,2.759611,0.401966,0.068193,2.766265,0.393544,0.096126,0.010447,0.001826,0.085526,0.037941
3573965793.930953,0.033689,0.348886,0.267190,-0.019447,0.006656,-0.008461,0.087659,2.760427,0.402421,0.068212,2.767082,0.393961,0.096230,0.010468,0.001828,0.085699,0.038018
3573965793.940952,0.033809,0.349861,0.267890,-0.019478,0.006657,-0.008499,0.087710,2.761244,0.402877,0.068232,2.767901,0.394378,0.096335,0.010489,0.001829,0.085873,0.038096
3573965793.950951,0.033929,0.350840,0.268592,-0.019508,0.006659,-0.008538,0.087760,2.762063,0.403334,0.068252,2.768722,0.394796,0.096440,0.010510,0.001831,0.086047,0.038174
3573965793.960953,0.034050,0.351822,0.269297,-0.019539,0.006661,-0.008577,0.087811,2.762883,0.403792,0.068271,2.769545,0.395216,0.096545,0.010531,0.001832,0.086221,0.038252
3573965793.970953,0.034171,0.352808,0.270005,-0.019570,0.006663,-0.008615,0.087861,2.763706,0.404251,0.068291,2.770369,0.395636,0.096651,0.010552,0.001834,0.086396,0.038330
3573965793.980953,0.034292,0.353798,0.270715,-0.019601,0.006665,-0.008654,0.087912,2.764530,0.404711,0.068311,2.771195,0.396057,0.096756,0.010573,0.001836,0.086572,0.038408
3573965793.990953,0.034415,0.354792,0.271427,-0.019632,0.006667,-0.008693,0.087963,2.765355,0.405172,0.068331,2.772022,0.396478,0.096862,0.010594,0.001837,0.086748,0.038487
3573965794.000954,0.034537,0.355789,0.272142,-0.019663,0.006669,-0.008732,0.088013,2.766182,0.405633,0.068350,2.772851,0.396901,0.096968,0.010616,0.001839,0.086925,0.038566
3573965794.010955,0.034661,0.356790,0.272860,-0.019694,0.006671,-0.008771,0.088064,2.767011,0.406096,0.068370,2.773682,0.397325,0.097074,0.010637,0.001840,0.087102,0.038645
3573965794.020955,0.034785,0.357795,0.273581,-0.019725,0.006673,-0.008810,0.088115,2.767841,0.406560,0.068390,2.774515,0.397750,0.097181,0.010659,0.001842,0.087280,0.038724
3573965794.030955,0.034909,0.358804,0.274304,-0.019756,0.006676,-0.008849,0.088166,2.768673,0.407024,0.068410,2.775349,0.398175,0.097288,0.010680,0.001844,0.087458,0.038804
3573965794.040955,0.035034,0.359816,0.275030,-0.019788,0.006678,-0.008888,0.088217,2.769507,0.407490,0.068430,2.776185,0.398602,0.097395,0.010702,0.001845,0.087637,0.038884
3573965794.050954,0.035160,0.360833,0.275758,-0.019819,0.006680,-0.008927,0.088268,2.770342,0.407956,0.068449,2.777022,0.399029,0.097502,0.010723,0.001847,0.087816,0.038964
3573965794.060956,0.035286,0.361853,0.276490,-0.019850,0.006682,-0.008966,0.088319,2.771179,0.408424,0.068469,2.777862,0.399458,0.097609,0.010745,0.001848,0.087996,0.039044
3573965794.070956,0.035413,0.362877,0.277224,-0.019881,0.006685,-0.009005,0.088371,2.772018,0.408893,0.068489,2.778703,0.399887,0.097717,0.010767,0.001850,0.088176,0.039124
3573965794.080957,0.035540,0.363905,0.277960,-0.019913,0.006687,-0.009045,0.088422,2.772858,0.409362,0.068509,2.779546,0.400317,0.097824,0.010788,0.001851,0.088357,0.039205
3573965794.090956,0.035668,0.364937,0.278700,-0.019944,0.006690,-0.009084,0.088473,2.773700,0.409833,0.068529,2.780390,0.400749,0.097932,0.010810,0.001853,0.088538,0.039286
3573965794.100957,0.035797,0.365973,0.279442,-0.019975,0.006692,-0.009123,0.088525,2.774544,0.410304,0.068549,2.781236,0.401181,0.098041,0.010832,0.001854,0.088720,0.039367
3573965794.110958,0.035926,0.367013,0.280187,-0.020007,0.006695,-0.009163,0.088576,2.775390,0.410777,0.068569,2.782084,0.401614,0.098149,0.010854,0.001856,0.088902,0.039448
3573965794.120958,0.036056,0.368057,0.280935,-0.020038,0.006697,-0.009202,0.088627,2.776237,0.411250,0.068589,2.782934,0.402048,0.098258,0.010876,0.001857,0.089085,0.039530
3573965794.130958,0.036186,0.369105,0.281685,-0.020070,0.006700,-0.009242,0.088679,2.777086,0.411725,0.068609,2.783786,0.402483,0.098366,0.010899,0.001859,0.089269,0.039611
3573965794.140958,0.036317,0.370157,0.282439,-0.020102,0.006703,-0.009281,0.088731,2.777936,0.412200,0.068629,2.784639,0.402919,0.098476,0.010921,0.001860,0.089453,0.039693
3573965794.150957,0.036449,0.371213,0.283195,-0.020133,0.006705,-0.009321,0.088782,2.778788,0.412677,0.068649,2.785494,0.403356,0.098585,0.010943,0.001862,0.089638,0.039776
3573965794.160959,0.036581,0.372273,0.283954,-0.020165,0.006708,-0.009360,0.088834,2.779642,0.413154,0.068669,2.786350,0.403794,0.098694,0.010965,0.001863,0.089823,0.039858
3573965794.170959,0.036714,0.373337,0.284716,-0.020197,0.006711,-0.009400,0.088886,2.780498,0.413633,0.068689,2.787209,0.404233,0.098804,0.010988,0.001865,0.090009,0.039941
3573965794.180960,0.036847,0.374405,0.285480,-0.020228,0.006714,-0.009439,0.088938,2.781355,0.414112,0.068709,2.788069,0.404673,0.098914,0.011010,0.001866,0.090195,0.040024
3573965794.190960,0.036981,0.375478,0.286248,-0.020260,0.006717,-0.009479,0.088990,2.782215,0.414593,0.068729,2.788931,0.405114,0.099024,0.011033,0.001868,0.090382,0.040107
3573965794.200961,0.037116,0.376554,0.287018,-0.020292,0.006720,-0.009519,0.089041,2.783075,0.415075,0.068749,2.789795,0.405556,0.099135,0.011055,0.001869,0.090569,0.040190
3573965794.210958,0.037252,0.377635,0.287792,-0.020324,0.006723,-0.009559,0.089094,2.783938,0.415557,0.068770,2.790661,0.405998,0.099246,0.011078,0.001871,0.090757,0.040274
3573965794.220960,0.037388,0.378720,0.288568,-0.020356,0.006726,-0.009599,0.089146,2.784803,0.416041,0.068790,2.791528,0.406442,0.099356,0.011101,0.001872,0.090946,0.040358
3573965794.230961,0.037524,0.379809,0.289347,-0.020388,0.006729,-0.009639,0.089198,2.785669,0.416526,0.068810,2.792398,0.406887,0.099468,0.011124,0.001873,0.091135,0.040442
3573965794.240962,0.037661,0.380902,0.290129,-0.020420,0.006732,-0.009679,0.089250,2.786537,0.417011,0.068830,2.793269,0.407333,0.099579,0.011147,0.001875,0.091324,0.040526
3573965794.250960,0.037799,0.381999,0.290915,-0.020452,0.006735,-0.009719,0.089302,2.787406,0.417498,0.068850,2.794141,0.407780,0.099690,0.011169,0.001876,0.091515,0.040611
3573965794.260962,0.037938,0.383101,0.291703,-0.020484,0.006739,-0.009759,0.089354,2.788278,0.417986,0.068871,2.795016,0.408227,0.099802,0.011192,0.001878,0.091705,0.040695
3573965794.270960,0.038077,0.384207,0.292494,-0.020516,0.006742,-0.009799,0.089407,2.789151,0.418475,0.068891,2.795893,0.408676,0.099914,0.011216,0.001879,0.091897,0.040780
3573965794.280962,0.038217,0.385317,0.293288,-0.020548,0.006745,-0.009839,0.089459,2.790026,0.418965,0.068911,2.796771,0.409126,0.100027,0.011239,0.001881,0.092089,0.040866
3573965794.290962,0.038358,0.386432,0.294085,-0.020581,0.006749,-0.009879,0.089512,2.790903,0.419456,0.068931,2.797651,0.409577,0.100139,0.011262,0.001882,0.092281,0.040951
3573965794.300963,0.038499,0.387551,0.294885,-0.020613,0.006752,-0.009919,0.089564,2.791781,0.419948,0.068951,2.798533,0.410029,0.100252,0.011285,0.001883,0.092474,0.041037
3573965794.310964,0.038641,0.388674,0.295688,-0.020645,0.006755,-0.009960,0.089617,2.792661,0.420441,0.068972,2.799417,0.410481,0.100365,0.011309,0.001885,0.092668,0.041123
3573965794.320964,0.038783,0.389802,0.296495,-0.020678,0.006759,-0.010000,0.089670,2.793544,0.420935,0.068992,2.800303,0.410935,0.100478,0.011332,0.001886,0.092862,0.041209
3573965794.330964,0.038927,0.390934,0.297304,-0.020710,0.006763,-0.010040,0.089722,2.794428,0.421430,0.069012,2.801190,0.411390,0.100591,0.011356,0.001887,0.093057,0.041296
3573965794.340964,0.039071,0.392070,0.298116,-0.020742,0.006766,-0.010081,0.089775,2.795313,0.421927,0.069033,2.802080,0.411846,0.100705,0.011379,0.001889,0.093252,0.041383
3573965794.350962,0.039215,0.393211,0.298932,-0.020775,0.006770,-0.010121,0.089828,2.796201,0.422424,0.069053,2.802971,0.412303,0.100819,0.011403,0.001890,0.093448,0.041470
3573965794.360964,0.039361,0.394357,0.299751,-0.020808,0.006774,-0.010162,0.089881,2.797090,0.422922,0.069073,2.803864,0.412761,0.100933,0.011427,0.001892,0.093645,0.041557
3573965794.370965,0.039507,0.395507,0.300572,-0.020840,0.006777,-0.010203,0.089934,2.797982,0.423422,0.069094,2.804759,0.413219,0.101048,0.011450,0.001893,0.093842,0.041644
3573965794.380966,0.039653,0.396661,0.301397,-0.020873,0.006781,-0.010243,0.089987,2.798875,0.423923,0.069114,2.805656,0.413679,0.101162,0.011474,0.001894,0.094040,0.041732
3573965794.390965,0.039801,0.397820,0.302225,-0.020905,0.006785,-0.010284,0.090040,2.799770,0.424424,0.069135,2.806555,0.414140,0.101277,0.011498,0.001896,0.094239,0.041820
3573965794.400966,0.039949,0.398983,0.303057,-0.020938,0.006789,-0.010325,0.090093,2.800666,0.424927,0.069155,2.807455,0.414602,0.101392,0.011522,0.001897,0.094438,0.041908
3573965794.410967,0.040098,0.400152,0.303891,-0.020971,0.006793,-0.010366,0.090146,2.801565,0.425431,0.069175,2.808358,0.415065,0.101507,0.011546,0.001898,0.094637,0.041997
3573965794.420967,0.040247,0.401324,0.304729,-0.021004,0.006797,-0.010406,0.090200,2.802465,0.425936,0.069196,2.809262,0.415530,0.101623,0.011571,0.001899,0.094837,0.042086
3573965794.430967,0.040398,0.402501,0.305570,-0.021037,0.006801,-0.010447,0.090253,2.803368,0.426442,0.069216,2.810169,0.415995,0.101739,0.011595,0.001901,0.095038,0.042175
3573965794.440967,0.040549,0.403683,0.306414,-0.021070,0.006805,-0.010488,0.090306,2.804272,0.426949,0.069237,2.811077,0.416461,0.101855,0.011619,0.001902,0.095240,0.042264
3573965794.450966,0.040700,0.404870,0.307262,-0.021103,0.006809,-0.010529,0.090360,2.805178,0.427458,0.069257,2.811987,0.416928,0.101971,0.011644,0.001903,0.095442,0.042353
3573965794.460968,0.040853,0.406061,0.308112,-0.021136,0.006813,-0.010571,0.090413,2.806086,0.427967,0.069278,2.812899,0.417396,0.102088,0.011668,0.001905,0.095645,0.042443
3573965794.470968,0.041006,0.407257,0.308966,-0.021169,0.006818,-0.010612,0.090467,2.806996,0.428478,0.069298,2.813814,0.417866,0.102205,0.011693,0.001906,0.095848,0.042533
3573965794.480969,0.041160,0.408458,0.309824,-0.021202,0.006822,-0.010653,0.090521,2.807907,0.428989,0.069319,2.814730,0.418336,0.102322,0.011717,0.001907,0.096052,0.042624
3573965794.490970,0.041315,0.409663,0.310685,-0.021235,0.006826,-0.010694,0.090574,2.808821,0.429502,0.069339,2.815648,0.418808,0.102439,0.011742,0.001908,0.096256,0.042714
3573965794.500968,0.041470,0.410873,0.311549,-0.021268,0.006831,-0.010736,0.090628,2.809737,0.430016,0.069360,2.816567,0.419280,0.102557,0.011767,0.001910,0.096462,0.042805
3573965794.510968,0.041626,0.412088,0.312416,-0.021302,0.006835,-0.010777,0.090682,2.810654,0.430531,0.069380,2.817489,0.419754,0.102674,0.011792,0.001911,0.096667,0.042896
3573965794.520968,0.041783,0.413308,0.313287,-0.021335,0.006840,-0.010818,0.090736,2.811573,0.431047,0.069401,2.818413,0.420229,0.102792,0.011817,0.001912,0.096874,0.042988
3573965794.530971,0.041941,0.414533,0.314161,-0.021368,0.006844,-0.010860,0.090790,2.812495,0.431564,0.069422,2.819339,0.420704,0.102911,0.011842,0.001913,0.097081,0.043079
3573965794.540971,0.042100,0.415762,0.315039,-0.021402,0.006849,-0.010902,0.090844,2.813418,0.432083,0.069442,2.820267,0.421181,0.103029,0.011867,0.001914,0.097289,0.043171
3573965794.550968,0.042259,0.416997,0.315920,-0.021435,0.006854,-0.010943,0.090898,2.814343,0.432602,0.069463,2.821197,0.421659,0.103148,0.011892,0.001916,0.097497,0.043263
3573965794.560970,0.042419,0.418236,0.316804,-0.021469,0.006858,-0.010985,0.090952,2.815270,0.433123,0.069484,2.822128,0.422138,0.103267,0.011917,0.001917,0.097706,0.043356
3573965794.570970,0.042580,0.419480,0.317692,-0.021502,0.006863,-0.011027,0.091006,2.816199,0.433645,0.069504,2.823062,0.422618,0.103386,0.011942,0.001918,0.097916,0.043449
3573965794.580971,0.042741,0.420729,0.318584,-0.021536,0.006868,-0.011068,0.091061,2.817130,0.434168,0.069525,2.823998,0.423099,0.103506,0.011968,0.001919,0.098126,0.043542
3573965794.590971,0.042904,0.421984,0.319479,-0.021569,0.006873,-0.011110,0.091115,2.818063,0.434692,0.069546,2.824936,0.423582,0.103626,0.011993,0.001920,0.098337,0.043635
3573965794.600972,0.043067,0.423243,0.320377,-0.021603,0.006878,-0.011152,0.091169,2.818998,0.435217,0.069566,2.825875,0.424065,0.103746,0.012019,0.001921,0.098549,0.043728
3573965794.610972,0.043231,0.424507,0.321279,-0.021637,0.006883,-0.011194,0.091224,2.819935,0.435744,0.069587,2.826817,0.424550,0.103866,0.012044,0.001923,0.098761,0.043822
3573965794.620972,0.043396,0.425776,0.322185,-0.021671,0.006888,-0.011236,0.091278,2.820873,0.436272,0.069608,2.827761,0.425035,0.103987,0.012070,0.001924,0.098974,0.043916
3573965794.630971,0.043561,0.427051,0.323094,-0.021705,0.006893,-0.011278,0.091333,2.821814,0.436801,0.069628,2.828707,0.425522,0.104107,0.012096,0.001925,0.099187,0.044011
3573965794.640973,0.043728,0.428330,0.324007,-0.021738,0.006898,-0.011321,0.091388,2.822757,0.437331,0.069649,2.829655,0.426010,0.104229,0.012122,0.001926,0.099402,0.044106
3573965794.650972,0.043895,0.429615,0.324923,-0.021772,0.006903,-0.011363,0.091442,2.823702,0.437862,0.069670,2.830605,0.426499,0.104350,0.012148,0.001927,0.099616,0.044200
3573965794.660974,0.044063,0.430905,0.325843,-0.021806,0.006908,-0.011405,0.091497,2.824648,0.438394,0.069691,2.831557,0.426989,0.104472,0.012174,0.001928,0.099832,0.044296
3573965794.670974,0.044232,0.432200,0.326767,-0.021841,0.006914,-0.011448,0.091552,2.825597,0.438928,0.069711,2.832511,0.427480,0.104593,0.012200,0.001929,0.100048,0.044391
3573965794.680975,0.044402,0.433500,0.327694,-0.021875,0.006919,-0.011490,0.091607,2.826548,0.439463,0.069732,2.833467,0.427972,0.104716,0.012226,0.001930,0.100265,0.044487
3573965794.690973,0.044573,0.434805,0.328625,-0.021909,0.006924,-0.011533,0.091662,2.827501,0.439999,0.069753,2.834425,0.428466,0.104838,0.012252,0.001931,0.100483,0.044583
3573965794.700975,0.044744,0.436116,0.329560,-0.021943,0.006930,-0.011575,0.091717,2.828456,0.440536,0.069774,2.835385,0.428960,0.104961,0.012279,0.001932,0.100701,0.044680
3573965794.710976,0.044916,0.437432,0.330498,-0.021977,0.006935,-0.011618,0.091772,2.829413,0.441074,0.069795,2.836348,0.429456,0.105083,0.012305,0.001934,0.100920,0.044776
3573965794.720976,0.045090,0.438753,0.331440,-0.022012,0.006941,-0.011661,0.091827,2.830371,0.441614,0.069815,2.837312,0.429953,0.105207,0.012332,0.001935,0.101140,0.044873
3573965794.730977,0.045264,0.440080,0.332386,-0.022046,0.006946,-0.011703,0.091882,2.831332,0.442154,0.069836,2.838279,0.430451,0.105330,0.012358,0.001936,0.101360,0.044970
3573965794.740977,0.045438,0.441412,0.333336,-0.022080,0.006952,-0.011746,0.091938,2.832295,0.442697,0.069857,2.839247,0.430950,0.105454,0.012385,0.001937,0.101581,0.045068
3573965794.750975,0.045614,0.442749,0.334289,-0.022115,0.006958,-0.011789,0.091993,2.833260,0.443240,0.069878,2.840218,0.431451,0.105578,0.012412,0.001938,0.101803,0.045166
3573965794.760977,0.045791,0.444092,0.335246,-0.022150,0.006963,-0.011832,0.092048,2.834227,0.443784,0.069899,2.841191,0.431952,0.105702,0.012439,0.001939,0.102025,0.045264
3573965794.770977,0.045968,0.445440,0.336208,-0.022184,0.006969,-0.011875,0.092104,2.835197,0.444330,0.069920,2.842166,0.432455,0.105827,0.012466,0.001940,0.102249,0.045362
3573965794.780979,0.046147,0.446794,0.337173,-0.022219,0.006975,-0.011918,0.092159,2.836168,0.444877,0.069941,2.843143,0.432958,0.105951,0.012493,0.001941,0.102472,0.045461
3573965794.790977,0.046326,0.448153,0.338141,-0.022253,0.006981,-0.011962,0.092215,2.837141,0.445425,0.069962,2.844122,0.433463,0.106076,0.012520,0.001942,0.102697,0.045560
3573965794.800978,0.046506,0.449518,0.339114,-0.022288,0.006987,-0.012005,0.092271,2.838117,0.445974,0.069983,2.845103,0.433969,0.106202,0.012547,0.001943,0.102922,0.045659
3573965794.810977,0.046688,0.450888,0.340091,-0.022323,0.006993,-0.012048,0.092326,2.839094,0.446525,0.070003,2.846087,0.434477,0.106327,0.012575,0.001943,0.103148,0.045759
3573965794.820979,0.046870,0.452264,0.341072,-0.022358,0.006999,-0.012092,0.092382,2.840074,0.447077,0.070024,2.847073,0.434985,0.106453,0.012602,0.001944,0.103375,0.045859
3573965794.830979,0.047053,0.453645,0.342056,-0.022393,0.007005,-0.012135,0.092438,2.841055,0.447630,0.070045,2.848060,0.435495,0.106579,0.012629,0.001945,0.103602,0.045959
3573965794.840979,0.047236,0.455032,0.343045,-0.022428,0.007011,-0.012179,0.092494,2.842039,0.448184,0.070066,2.849050,0.436006,0.106706,0.012657,0.001946,0.103831,0.046060
3573965794.850977,0.047421,0.456425,0.344037,-0.022463,0.007018,-0.012222,0.092550,2.843025,0.448740,0.070087,2.850043,0.436518,0.106833,0.012685,0.001947,0.104059,0.046161
3573965794.860980,0.047607,0.457824,0.345034,-0.022498,0.007024,-0.012266,0.092606,2.844013,0.449297,0.070108,2.851037,0.437031,0.106960,0.012712,0.001948,0.104289,0.046262
3573965794.870979,0.047794,0.459228,0.346034,-0.022533,0.007030,-0.012310,0.092662,2.845003,0.449855,0.070129,2.852034,0.437545,0.107087,0.012740,0.001949,0.104519,0.046363
3573965794.880979,0.047981,0.460638,0.347039,-0.022568,0.007037,-0.012354,0.092719,2.845996,0.450415,0.070150,2.853032,0.438061,0.107214,0.012768,0.001950,0.104750,0.046465
3573965794.890981,0.048170,0.462054,0.348048,-0.022604,0.007043,-0.012398,0.092775,2.846990,0.450976,0.070171,2.854033,0.438578,0.107342,0.012796,0.001951,0.104982,0.046567
3573965794.900980,0.048359,0.463475,0.349061,-0.022639,0.007050,-0.012442,0.092831,2.847987,0.451538,0.070192,2.855036,0.439096,0.107470,0.012824,0.001952,0.105215,0.046669
3573965794.910981,0.048550,0.464902,0.350078,-0.022674,0.007056,-0.012486,0.092888,2.848986,0.452101,0.070213,2.856042,0.439615,0.107599,0.012852,0.001952,0.105448,0.046772
3573965794.920981,0.048741,0.466336,0.351099,-0.022710,0.007063,-0.012530,0.092944,2.849987,0.452665,0.070234,2.857049,0.440135,0.107727,0.012881,0.001953,0.105682,0.046875
3573965794.930982,0.048934,0.467775,0.352124,-0.022745,0.007069,-0.012574,0.093001,2.850990,0.453231,0.070255,2.858059,0.440657,0.107856,0.012909,0.001954,0.105917,0.046979
3573965794.940981,0.049127,0.469220,0.353154,-0.022781,0.007076,-0.012619,0.093057,2.851995,0.453799,0.070277,2.859071,0.441180,0.107986,0.012938,0.001955,0.106152,0.047082
3573965794.950980,0.049322,0.470671,0.354187,-0.022816,0.007083,-0.012663,0.093114,2.853003,0.454367,0.070298,2.860086,0.441704,0.108115,0.012966,0.001956,0.106389,0.047186
3573965794.960982,0.049517,0.472128,0.355225,-0.022852,0.007090,-0.012708,0.093171,2.854012,0.454937,0.070319,2.861102,0.442229,0.108245,0.012995,0.001956,0.106626,0.047291
3573965794.970983,0.049713,0.473591,0.356267,-0.022888,0.007097,-0.012752,0.093227,2.855024,0.455508,0.070340,2.862121,0.442756,0.108375,0.013024,0.001957,0.106863,0.047395
3573965794.980984,0.049911,0.475060,0.357314,-0.022923,0.007104,-0.012797,0.093284,2.856038,0.456080,0.070361,2.863142,0.443284,0.108505,0.013052,0.001958,0.107102,0.047500
3573965794.990983,0.050109,0.476535,0.358365,-0.022959,0.007111,-0.012842,0.093341,2.857055,0.456654,0.070382,2.864165,0.443813,0.108636,0.013081,0.001959,0.107341,0.047605
3573965795.000984,0.050309,0.478016,0.359420,-0.022995,0.007118,-0.012886,0.093398,2.858073,0.457229,0.070403,2.865191,0.444343,0.108767,0.013110,0.001959,0.107581,0.047711
3573965795.010984,0.050509,0.479504,0.360479,-0.023031,0.007125,-0.012931,0.093455,2.859094,0.457806,0.070424,2.866219,0.444874,0.108898,0.013139,0.001960,0.107822,0.047817
3573965795.020984,0.050711,0.480997,0.361543,-0.023067,0.007132,-0.012976,0.093512,2.860117,0.458383,0.070445,2.867249,0.445407,0.109030,0.013169,0.001961,0.108064,0.047923
3573965795.030985,0.050913,0.482497,0.362611,-0.023103,0.007139,-0.013021,0.093570,2.861142,0.458962,0.070467,2.868282,0.445941,0.109162,0.013198,0.001962,0.108306,0.048030
3573965795.040984,0.051117,0.484003,0.363684,-0.023139,0.007147,-0.013066,0.093627,2.862170,0.459543,0.070488,2.869316,0.446477,0.109294,0.013227,0.001962,0.108549,0.048137
3573965795.050985,0.051321,0.485515,0.364761,-0.023175,0.007154,-0.013112,0.093684,2.863200,0.460125,0.070509,2.870354,0.447013,0.109426,0.013257,0.001963,0.108793,0.048244
3573965795.060986,0.051527,0.487033,0.365842,-0.023212,0.007162,-0.013157,0.093742,2.864232,0.460708,0.070530,2.871393,0.447551,0.109559,0.013286,0.001964,0.109038,0.048351
3573965795.070986,0.051734,0.488558,0.366928,-0.023248,0.007169,-0.013202,0.093799,2.865266,0.461292,0.070551,2.872435,0.448090,0.109692,0.013316,0.001964,0.109284,0.048459
3573965795.080987,0.051942,0.490089,0.368019,-0.023284,0.007177,-0.013248,0.093857,2.866302,0.461878,0.070572,2.873479,0.448630,0.109825,0.013346,0.001965,0.109530,0.048568
3573965795.090987,0.052151,0.491627,0.369114,-0.023321,0.007184,-0.013293,0.093914,2.867341,0.462465,0.070594,2.874526,0.449172,0.109959,0.013376,0.001966,0.109777,0.048676
3573965795.100987,0.052361,0.493171,0.370213,-0.023357,0.007192,-0.013339,0.093972,2.868383,0.463054,0.070615,2.875574,0.449715,0.110093,0.013406,0.001966,0.110025,0.048785
3573965795.110987,0.052572,0.494721,0.371318,-0.023394,0.007200,-0.013385,0.094030,2.869426,0.463644,0.070636,2.876626,0.450259,0.110227,0.013436,0.001967,0.110274,0.048894
3573965795.120988,0.052784,0.496278,0.372426,-0.023430,0.007207,-0.013431,0.094088,2.870472,0.464235,0.070657,2.877679,0.450805,0.110361,0.013466,0.001967,0.110524,0.049004
3573965795.130988,0.052997,0.497842,0.373540,-0.023467,0.007215,-0.013476,0.094146,2.871520,0.464828,0.070678,2.878735,0.451351,0.110496,0.013496,0.001968,0.110774,0.049114
3573965795.140987,0.053211,0.499412,0.374658,-0.023504,0.007223,-0.013522,0.094203,2.872570,0.465422,0.070700,2.879793,0.451900,0.110631,0.013527,0.001968,0.111025,0.049224
3573965795.150986,0.053427,0.500988,0.375780,-0.023541,0.007231,-0.013569,0.094261,2.873623,0.466017,0.070721,2.880854,0.452449,0.110767,0.013557,0.001969,0.111277,0.049335
3573965795.160988,0.053644,0.502571,0.376908,-0.023577,0.007239,-0.013615,0.094320,2.874678,0.466614,0.070742,2.881917,0.453000,0.110902,0.013588,0.001970,0.111530,0.049446
3573965795.170989,0.053861,0.504161,0.378040,-0.023614,0.007247,-0.013661,0.094378,2.875736,0.467213,0.070763,2.882983,0.453552,0.111038,0.013618,0.001970,0.111784,0.049557
3573965795.180989,0.054080,0.505758,0.379177,-0.023651,0.007255,-0.013707,0.094436,2.876796,0.467812,0.070785,2.884051,0.454105,0.111175,0.013649,0.001971,0.112039,0.049669
3573965795.190989,0.054300,0.507361,0.380319,-0.023688,0.007263,-0.013754,0.094494,2.877858,0.468413,0.070806,2.885121,0.454660,0.111311,0.013680,0.001971,0.112294,0.049781
3573965795.200989,0.054521,0.508971,0.381465,-0.023726,0.007272,-0.013800,0.094553,2.878922,0.469016,0.070827,2.886194,0.455216,0.111448,0.013711,0.001972,0.112550,0.049894
3573965795.210989,0.054744,0.510588,0.382616,-0.023763,0.007280,-0.013847,0.094611,2.879989,0.469620,0.070848,2.887269,0.455773,0.111586,0.013742,0.001972,0.112807,0.050006
3573965795.220990,0.054967,0.512211,0.383773,-0.023800,0.007288,-0.013894,0.094670,2.881059,0.470225,0.070870,2.888347,0.456332,0.111723,0.013773,0.001972,0.113065,0.050120
3573965795.230990,0.055192,0.513842,0.384934,-0.023837,0.007297,-0.013940,0.094728,2.882130,0.470832,0.070891,2.889427,0.456892,0.111861,0.013804,0.001973,0.113324,0.050233
3573965795.240991,0.055418,0.515479,0.386099,-0.023875,0.007305,-0.013987,0.094787,2.883204,0.471440,0.070912,2.890510,0.457453,0.111999,0.013836,0.001973,0.113583,0.050347
3573965795.250989,0.055645,0.517123,0.387270,-0.023912,0.007314,-0.014034,0.094846,2.884281,0.472050,0.070934,2.891595,0.458016,0.112138,0.013867,0.001974,0.113844,0.050461
3573965795.260991,0.055873,0.518775,0.388446,-0.023950,0.007323,-0.014081,0.094904,2.885360,0.472661,0.070955,2.892682,0.458580,0.112277,0.013899,0.001974,0.114105,0.050576
3573965795.270991,0.056103,0.520433,0.389627,-0.023987,0.007331,-0.014129,0.094963,2.886441,0.473274,0.070976,2.893772,0.459145,0.112416,0.013931,0.001974,0.114367,0.050691
3573965795.280992,0.056334,0.522098,0.390813,-0.024025,0.007340,-0.014176,0.095022,2.887525,0.473888,0.070997,2.894865,0.459712,0.112555,0.013962,0.001975,0.114630,0.050806
3573965795.290990,0.056566,0.523771,0.392004,-0.024062,0.007349,-0.014223,0.095081,2.888611,0.474503,0.071019,2.895960,0.460280,0.112695,0.013994,0.001975,0.114894,0.050922
3573965795.300992,0.056799,0.525450,0.393200,-0.024100,0.007358,-0.014271,0.095140,2.889700,0.475120,0.071040,2.897058,0.460849,0.112835,0.014026,0.001976,0.115159,0.051038
3573965795.310994,0.057033,0.527137,0.394401,-0.024138,0.007367,-0.014318,0.095199,2.890791,0.475739,0.071061,2.898158,0.461420,0.112976,0.014058,0.001976,0.115425,0.051154
3573965795.320993,0.057269,0.528830,0.395607,-0.024176,0.007376,-0.014366,0.095259,2.891885,0.476359,0.071083,2.899260,0.461992,0.113116,0.014091,0.001976,0.115691,0.051271
3573965795.330994,0.057506,0.530531,0.396818,-0.024214,0.007385,-0.014414,0.095318,2.892981,0.476980,0.071104,2.900366,0.462566,0.113257,0.014123,0.001976,0.115959,0.051388
3573965795.340994,0.057744,0.532240,0.398035,-0.024252,0.007394,-0.014462,0.095377,2.894079,0.477603,0.071125,2.901473,0.463141,0.113399,0.014155,0.001977,0.116227,0.051506
3573965795.350993,0.057983,0.533955,0.399256,-0.024290,0.007403,-0.014510,0.095437,2.895180,0.478227,0.071147,2.902584,0.463717,0.113541,0.014188,0.001977,0.116496,0.051624
3573965795.360994,0.058224,0.535678,0.400483,-0.024328,0.007412,-0.014558,0.095496,2.896284,0.478853,0.071168,2.903696,0.464295,0.113683,0.014221,0.001977,0.116766,0.051742
