u_BT,u_VSP1,Absolute Time
0.000000,0.000000,3568944151.883974
0.000000,0.000000,3568944151.893974
0.000000,0.000000,3568944151.903974
0.000000,0.000000,3568944151.913975
0.000000,0.000000,3568944151.923976
0.000000,0.000000,3568944151.933975
0.000000,0.000000,3568944151.943975
0.000000,0.000000,3568944151.953975
0.000000,0.000000,3568944151.963975
0.000000,0.000000,3568944151.973976
0.000000,0.000000,3568944151.983976
0.000000,0.000000,3568944151.993977
0.000000,0.000000,3568944152.003976
0.000000,0.000000,3568944152.013977
0.000000,0.000000,3568944152.023976
0.000000,0.000000,3568944152.033978
0.000000,0.000000,3568944152.043979
0.000000,0.000000,3568944152.053979
0.000000,0.000000,3568944152.063979
0.000000,0.000000,3568944152.073978
0.000000,0.000000,3568944152.083979
0.000000,0.000000,3568944152.093981
0.000000,0.000000,3568944152.103981
0.000000,0.000000,3568944152.113980
0.000000,0.000000,3568944152.123980
0.000000,0.000000,3568944152.133980
0.000000,0.000000,3568944152.143981
0.000000,0.000000,3568944152.153982
0.000000,0.000000,3568944152.163982
0.000000,0.000000,3568944152.173981
0.000000,0.000000,3568944152.183983
0.000000,0.000000,3568944152.193983
0.000000,0.000000,3568944152.203982
0.000000,0.000000,3568944152.213983
0.000000,0.000000,3568944152.223984
0.000000,0.000000,3568944152.233983
0.000000,0.000000,3568944152.243984
0.000000,0.000000,3568944152.253983
0.000000,0.000000,3568944152.263984
0.000000,0.000000,3568944152.273985
0.000000,0.000000,3568944152.283987
0.000000,0.000000,3568944152.293985
0.000000,0.000000,3568944152.303986
0.000000,0.000000,3568944152.313985
0.000000,0.000000,3568944152.323986
0.000000,0.000000,3568944152.333986
0.000000,0.000000,3568944152.343987
0.000000,0.000000,3568944152.353987
0.000000,0.000000,3568944152.363987
0.000000,-0.008854,3568944152.373986
-0.121446,-0.008854,3568944152.383987
-0.121446,-0.035417,3568944152.393989
-0.202421,-0.035417,3568944152.403989
-0.202421,-0.061954,3568944152.413988
-0.293491,-0.061954,3568944152.423989
-0.293491,-0.079662,3568944152.433988
-0.404811,-0.079662,3568944152.443989
-0.404811,-0.097345,3568944152.453990
-0.526258,-0.097345,3568944152.463991
-0.526258,-0.115053,3568944152.473989
-0.637579,-0.115053,3568944152.483990
-0.637579,-0.123908,3568944152.493991
-0.728649,-0.123908,3568944152.503991
-0.728649,-0.132762,3568944152.513990
-0.809623,-0.132762,3568944152.523992
-0.809623,-0.150444,3568944152.533991
-0.900693,-0.150444,3568944152.543992
-0.900693,-0.168153,3568944152.553993
-0.981607,-0.168153,3568944152.563992
-0.981607,-0.185862,3568944152.573993
-0.981607,-0.194690,3568944152.583994
-0.981607,-0.221253,3568944152.593993
-0.981607,-0.238935,3568944152.603992
-0.981607,-0.247789,3568944152.613994
-0.981607,-0.256644,3568944152.623994
-0.981607,-0.265498,3568944152.633995
-0.981607,-0.265498,3568944152.643995
-0.981607,-0.265498,3568944152.653995
-0.981607,-0.265498,3568944152.663995
-0.981607,-0.265498,3568944152.673996
-0.981607,-0.265498,3568944152.683995
-0.981607,-0.265498,3568944152.693997
-0.981607,-0.265498,3568944152.703998
-0.981607,-0.265498,3568944152.713996
-0.981607,-0.265498,3568944152.723997
-0.981607,-0.265498,3568944152.733997
-0.981607,-0.265498,3568944152.743998
-0.981607,-0.265498,3568944152.753999
-0.981607,-0.265498,3568944152.763999
-0.981607,-0.265498,3568944152.773998
-0.981607,-0.265498,3568944152.783999
-0.981607,-0.265498,3568944152.793999
-0.981607,-0.265498,3568944152.803999
-0.981607,-0.265498,3568944152.813999
-0.981607,-0.265498,3568944152.824001
-0.981607,-0.265498,3568944152.833999
-0.981607,-0.265498,3568944152.844001
-0.981607,-0.265498,3568944152.854001
-0.981607,-0.265498,3568944152.864001
-0.981607,-0.265498,3568944152.874001
-0.981607,-0.265498,3568944152.884017
-0.981607,-0.265498,3568944152.894001
-0.981607,-0.265498,3568944152.904001
-0.981607,-0.265498,3568944152.914002
-0.981607,-0.265498,3568944152.924003
-0.981607,-0.265498,3568944152.934018
-0.981607,-0.265498,3568944152.944018
-0.981607,-0.274352,3568944152.954003
-0.981607,-0.265498,3568944152.964018
-0.981607,-0.265498,3568944152.974002
-0.981607,-0.265498,3568944152.984018
-0.981607,-0.265498,3568944152.994020
-0.981607,-0.265498,3568944153.004020
-0.981607,-0.265498,3568944153.014019
-0.981607,-0.265498,3568944153.024020
-0.981607,-0.265498,3568944153.034020
-0.981607,-0.265498,3568944153.044022
-0.981607,-0.265498,3568944153.054021
-0.981607,-0.265498,3568944153.064022
-0.981607,-0.265498,3568944153.074020
-0.981607,-0.265498,3568944153.084021
-0.981607,-0.265498,3568944153.094021
-0.981607,-0.265498,3568944153.104022
-0.981607,-0.265498,3568944153.114022
-0.981607,-0.265498,3568944153.124023
-0.981607,-0.265498,3568944153.134022
-0.981607,-0.265498,3568944153.144022
-0.981607,-0.265498,3568944153.154023
-0.981607,-0.265498,3568944153.164021
-0.981607,-0.265498,3568944153.174023
-0.981607,-0.265498,3568944153.184025
-0.981607,-0.265498,3568944153.194024
-0.981607,-0.265498,3568944153.204024
-0.981607,-0.265498,3568944153.214024
-0.981607,-0.265498,3568944153.224024
-0.981607,-0.265498,3568944153.234025
-0.981607,-0.265498,3568944153.244026
-0.981607,-0.265498,3568944153.254024
-0.981607,-0.265498,3568944153.264026
-0.981607,-0.265498,3568944153.274025
-0.981607,-0.265498,3568944153.284025
-0.981607,-0.265498,3568944153.294027
-0.981607,-0.265498,3568944153.304028
-0.981607,-0.265498,3568944153.314026
-0.981607,-0.265498,3568944153.324026
-0.981607,-0.265498,3568944153.334028
-0.981607,-0.265498,3568944153.344028
-0.981607,-0.265498,3568944153.354028
-0.981607,-0.265498,3568944153.364030
-0.981607,-0.265498,3568944153.374028
-0.981607,-0.265498,3568944153.384029
-0.981607,-0.265498,3568944153.394029
-0.981607,-0.265498,3568944153.404029
-0.981607,-0.265498,3568944153.414030
-0.981607,-0.265498,3568944153.424031
-0.981607,-0.265498,3568944153.434029
-0.981607,-0.265498,3568944153.444031
-0.981607,-0.265498,3568944153.454031
-0.981607,-0.265498,3568944153.464031
-0.981607,-0.265498,3568944153.474031
-0.981607,-0.265498,3568944153.484032
-0.981607,-0.265498,3568944153.494032
-0.981607,-0.265498,3568944153.504031
-0.981607,-0.265498,3568944153.514032
-0.981607,-0.265498,3568944153.524032
-0.981607,-0.265498,3568944153.534032
-0.981607,-0.265498,3568944153.544033
-0.981607,-0.256644,3568944153.554033
-0.981607,-0.265498,3568944153.564034
-0.981607,-0.265498,3568944153.574032
-0.981607,-0.265498,3568944153.584034
-0.981607,-0.265498,3568944153.594036
-0.981607,-0.265498,3568944153.604034
-0.981607,-0.256644,3568944153.614036
-0.981607,-0.247789,3568944153.624035
-0.981607,-0.230107,3568944153.634036
-0.981607,-0.230107,3568944153.644036
-0.981607,-0.221253,3568944153.654037
-0.981607,-0.212398,3568944153.664036
-0.981607,-0.212398,3568944153.674036
-0.981607,-0.212398,3568944153.684036
-0.981607,-0.212398,3568944153.694037
-0.981607,-0.194690,3568944153.704037
-0.981607,-0.194690,3568944153.714037
-0.981607,-0.185862,3568944153.724038
-0.981607,-0.177007,3568944153.734035
-0.981607,-0.168153,3568944153.744039
-0.981607,-0.168153,3568944153.754038
-0.981607,-0.159299,3568944153.764039
-0.981607,-0.159299,3568944153.774038
-0.981607,-0.141616,3568944153.784039
-0.981607,-0.115053,3568944153.794040
-0.981607,-0.088517,3568944153.804040
-0.981607,-0.070808,3568944153.814040
-0.981607,-0.053100,3568944153.824038
-0.981607,-0.044271,3568944153.834038
-0.981607,-0.035417,3568944153.844040
-0.981607,-0.026563,3568944153.854041
-0.981607,-0.026563,3568944153.864041
-0.981607,-0.026563,3568944153.874040
-0.981607,-0.017709,3568944153.884042
-0.981607,-0.008854,3568944153.894042
-0.981607,0.000000,3568944153.904042
-0.981607,0.000000,3568944153.914043
-0.981607,0.000000,3568944153.924043
-0.981607,0.000000,3568944153.934043
-0.981607,0.000000,3568944153.944043
-0.981607,0.000000,3568944153.954044
-0.981607,0.000000,3568944153.964045
-0.981607,0.000000,3568944153.974043
-0.981607,0.000000,3568944153.984044
-0.981607,0.000000,3568944153.994044
-0.981607,0.000000,3568944154.004045
-0.981607,0.000000,3568944154.014045
-0.981607,0.000000,3568944154.024046
-0.981607,0.000000,3568944154.034046
-0.981607,0.000000,3568944154.044046
-0.981607,0.000000,3568944154.054047
-0.981607,0.000000,3568944154.064046
-0.981607,0.000000,3568944154.074047
-0.981607,0.000000,3568944154.084049
-0.981607,0.000000,3568944154.094047
-0.981607,0.000000,3568944154.104047
-0.981607,0.000000,3568944154.114048
-0.981607,0.000000,3568944154.124050
-0.981607,0.000000,3568944154.134050
-0.981607,0.000000,3568944154.144051
-0.981607,0.000000,3568944154.154050
-0.981607,0.000000,3568944154.164048
-0.981607,0.000000,3568944154.174049
-0.981607,0.000000,3568944154.184050
-0.981607,0.000000,3568944154.194051
-0.981607,0.000000,3568944154.204051
-0.981607,0.000000,3568944154.214050
-0.981607,0.000000,3568944154.224051
-0.981607,0.000000,3568944154.234050
-0.981607,0.000000,3568944154.244051
-0.981607,0.000000,3568944154.254052
-0.981607,0.000000,3568944154.264051
-0.981607,-0.008854,3568944154.274052
-0.981607,-0.017709,3568944154.284054
-0.981607,-0.035417,3568944154.294052
-0.981607,-0.044271,3568944154.304053
-0.981607,-0.053100,3568944154.314052
-0.981607,-0.053100,3568944154.324052
-0.981607,-0.053100,3568944154.334053
-0.981607,-0.044271,3568944154.344054
-0.981607,-0.026563,3568944154.354054
-0.738774,-0.026563,3568944154.364054
-0.738774,0.000000,3568944154.374053
0.020221,0.000000,3568944154.384055
0.000000,0.000000,3568944154.394055
0.000000,0.000000,3568944154.404055
0.000000,0.000000,3568944154.414054
0.000000,0.000000,3568944154.424056
0.000000,0.000000,3568944154.434055
0.000000,0.000000,3568944154.444055
0.000000,0.000000,3568944154.454056
0.000000,0.000000,3568944154.464056
0.000000,0.000000,3568944154.474055
0.000000,0.000000,3568944154.484057
0.000000,0.000000,3568944154.494055
0.000000,0.000000,3568944154.504057
0.000000,0.000000,3568944154.514057
0.000000,0.000000,3568944154.524057
0.000000,0.000000,3568944154.534058
0.000000,0.000000,3568944154.544058
0.000000,0.000000,3568944154.554058
0.000000,0.000000,3568944154.564058
0.000000,0.000000,3568944154.574059
0.000000,0.000000,3568944154.584059
0.000000,0.000000,3568944154.594061
0.000000,0.000000,3568944154.604057
0.000000,0.000000,3568944154.614059
0.000000,0.000000,3568944154.624061
0.000000,0.000000,3568944154.634063
0.000000,0.000000,3568944154.644062
0.000000,0.000000,3568944154.654063
0.000000,0.000000,3568944154.664062
0.000000,0.000000,3568944154.674063
0.000000,0.000000,3568944154.684062
0.000000,0.000000,3568944154.694062
0.000000,0.000000,3568944154.704062
0.000000,0.000000,3568944154.714062
0.000000,0.000000,3568944154.724063
0.000000,0.000000,3568944154.734062
0.000000,0.000000,3568944154.744062
0.000000,0.000000,3568944154.754063
0.000000,0.000000,3568944154.764066
0.000000,0.000000,3568944154.774062
0.000000,0.000000,3568944154.784067
0.000000,0.000000,3568944154.794066
0.000000,0.000000,3568944154.804067
0.000000,0.000000,3568944154.814067
0.000000,0.000000,3568944154.824066
0.000000,0.000000,3568944154.834068
0.000000,0.000000,3568944154.844068
0.000000,0.000000,3568944154.854067
0.000000,0.000000,3568944154.864068
0.000000,0.000000,3568944154.874068
0.000000,0.000000,3568944154.884068
0.000000,0.000000,3568944154.894067
0.000000,0.000000,3568944154.904069
0.000000,0.000000,3568944154.914069
0.000000,0.000000,3568944154.924069
0.000000,0.000000,3568944154.934070
0.000000,0.000000,3568944154.944070
0.000000,0.000000,3568944154.954071
0.000000,0.000000,3568944154.964070
0.000000,0.000000,3568944154.974070
0.000000,0.000000,3568944154.984070
0.000000,0.000000,3568944154.994072
0.000000,0.000000,3568944155.004071
0.000000,0.000000,3568944155.014072
0.000000,0.000000,3568944155.024072
0.000000,0.000000,3568944155.034071
0.000000,0.000000,3568944155.044072
0.000000,0.000000,3568944155.054073
0.000000,0.000000,3568944155.064075
0.000000,0.000000,3568944155.074071
0.000000,0.000000,3568944155.084075
0.000000,0.000000,3568944155.094075
0.000000,0.000000,3568944155.104075
0.000000,0.000000,3568944155.114076
0.000000,0.000000,3568944155.124076
0.000000,0.000000,3568944155.134077
0.000000,0.000000,3568944155.144077
0.000000,0.000000,3568944155.154076
0.000000,0.000000,3568944155.164077
0.000000,0.000000,3568944155.174076
0.000000,0.000000,3568944155.184077
0.000000,0.000000,3568944155.194076
0.000000,0.000000,3568944155.204076
0.000000,0.000000,3568944155.214077
0.000000,0.000000,3568944155.224077
0.000000,0.000000,3568944155.234076
0.000000,0.000000,3568944155.244077
0.000000,0.000000,3568944155.254077
0.000000,0.000000,3568944155.264077
0.000000,0.035391,3568944155.274077
0.000000,0.123882,3568944155.284078
0.000000,0.212372,3568944155.294079
0.000000,0.292008,3568944155.304079
0.000000,0.292008,3568944155.314079
0.000000,0.389353,3568944155.324078
0.010096,0.389353,3568944155.334079
0.010096,0.477844,3568944155.344079
0.030347,0.477844,3568944155.354080
0.030347,0.548652,3568944155.364080
0.050598,0.548652,3568944155.374078
0.050598,0.619460,3568944155.384080
0.070819,0.619460,3568944155.394081
0.070819,0.681388,3568944155.404080
0.080944,0.681388,3568944155.414080
0.080944,0.752196,3568944155.424081
0.101195,0.752196,3568944155.434081
0.101195,0.822978,3568944155.444081
0.121416,0.822978,3568944155.454080
0.121416,0.858369,3568944155.464082
0.151793,0.858369,3568944155.474081
0.172014,0.858369,3568944155.484083
0.202391,0.858369,3568944155.494082
0.212516,0.858369,3568944155.504082
0.222612,0.858369,3568944155.514082
0.222612,0.858369,3568944155.524082
0.222612,0.858369,3568944155.534083
0.222612,0.858369,3568944155.544085
0.222612,0.858369,3568944155.554084
0.222612,0.858369,3568944155.564084
0.222612,0.858369,3568944155.574084
0.222612,0.858369,3568944155.584084
0.222612,0.858369,3568944155.594084
0.222612,0.858369,3568944155.604081
0.222612,0.858369,3568944155.614084
0.222612,0.858369,3568944155.624084
0.222612,0.858369,3568944155.634083
0.222612,0.858369,3568944155.644084
0.222612,0.858369,3568944155.654083
0.222612,0.858369,3568944155.664083
0.222612,0.858369,3568944155.674083
0.222612,0.858369,3568944155.684083
0.222612,0.858369,3568944155.694082
0.222612,0.858369,3568944155.704084
0.222612,0.858369,3568944155.714084
0.222612,0.858369,3568944155.724083
0.222612,0.858369,3568944155.734084
0.222612,0.858369,3568944155.744084
0.222612,0.858369,3568944155.754084
0.222612,0.858369,3568944155.764085
0.222612,0.858369,3568944155.774082
0.222612,0.858369,3568944155.784083
0.222612,0.858369,3568944155.794084
0.222612,0.858369,3568944155.804084
0.222612,0.858369,3568944155.814082
0.222612,0.858369,3568944155.824083
0.222612,0.858369,3568944155.834082
0.222612,0.858369,3568944155.844083
0.222612,0.858369,3568944155.854084
0.222612,0.858369,3568944155.864083
0.222612,0.858369,3568944155.874085
0.222612,0.858369,3568944155.884085
0.222612,0.858369,3568944155.894086
0.222612,0.858369,3568944155.904087
0.222612,0.858369,3568944155.914085
0.222612,0.858369,3568944155.924089
0.222612,0.858369,3568944155.934086
0.222612,0.858369,3568944155.944087
0.222612,0.858369,3568944155.954085
0.222612,0.858369,3568944155.964086
0.222612,0.858369,3568944155.974085
0.222612,0.858369,3568944155.984086
0.222612,0.858369,3568944155.994087
0.222612,0.858369,3568944156.004088
0.222612,0.858369,3568944156.014088
0.222612,0.858369,3568944156.024088
0.222612,0.858369,3568944156.034089
0.222612,0.858369,3568944156.044089
0.222612,0.858369,3568944156.054090
0.222612,0.858369,3568944156.064090
0.222612,0.858369,3568944156.074089
0.222612,0.858369,3568944156.084090
0.222612,0.858369,3568944156.094090
0.222612,0.858369,3568944156.104090
0.222612,0.858369,3568944156.114090
0.222612,0.858369,3568944156.124091
0.222612,0.858369,3568944156.134092
0.222612,0.858369,3568944156.144092
0.222612,0.858369,3568944156.154092
0.222612,0.858369,3568944156.164093
0.222612,0.858369,3568944156.174093
0.222612,0.858369,3568944156.184094
0.222612,0.858369,3568944156.194093
0.222612,0.858369,3568944156.204093
0.222612,0.858369,3568944156.214094
0.222612,0.858369,3568944156.224094
0.222612,0.858369,3568944156.234095
0.222612,0.858369,3568944156.244096
0.222612,0.858369,3568944156.254094
0.222612,0.858369,3568944156.264096
0.222612,0.858369,3568944156.274095
0.222612,0.858369,3568944156.284096
0.212516,0.858369,3568944156.294097
0.212516,0.858369,3568944156.304098
0.212516,0.858369,3568944156.314096
0.212516,0.858369,3568944156.324098
0.212516,0.858369,3568944156.334096
0.212516,0.858369,3568944156.344098
0.212516,0.858369,3568944156.354099
0.212516,0.858369,3568944156.364100
0.212516,0.858369,3568944156.374099
0.212516,0.858369,3568944156.384099
0.212516,0.858369,3568944156.394100
0.212516,0.858369,3568944156.404099
0.212516,0.858369,3568944156.414100
0.212516,0.858369,3568944156.424102
0.212516,0.858369,3568944156.434102
0.212516,0.858369,3568944156.444102
0.212516,0.858369,3568944156.454102
0.212516,0.858369,3568944156.464101
0.202391,0.858369,3568944156.474103
0.202391,0.858369,3568944156.484104
0.212516,0.858369,3568944156.494103
0.212516,0.858369,3568944156.504103
0.212516,0.858369,3568944156.514103
0.212516,0.858369,3568944156.524104
0.212516,0.858369,3568944156.534103
0.212516,0.858369,3568944156.544105
0.212516,0.858369,3568944156.554104
0.212516,0.858369,3568944156.564104
0.212516,0.858369,3568944156.574103
0.212516,0.858369,3568944156.584105
0.212516,0.858369,3568944156.594106
0.212516,0.858369,3568944156.604105
0.212516,0.858369,3568944156.614105
0.212516,0.858369,3568944156.624106
0.212516,0.858369,3568944156.634108
0.212516,0.858369,3568944156.644106
0.212516,0.858369,3568944156.654107
0.212516,0.858369,3568944156.664108
0.212516,0.858369,3568944156.674108
0.212516,0.858369,3568944156.684107
0.212516,0.858369,3568944156.694108
0.212516,0.858369,3568944156.704108
0.212516,0.858369,3568944156.714108
0.202391,0.858369,3568944156.724109
0.202391,0.858369,3568944156.734109
0.212516,0.858369,3568944156.744110
0.212516,0.858369,3568944156.754109
0.202391,0.858369,3568944156.764110
0.212516,0.858369,3568944156.774110
0.212516,0.858369,3568944156.784111
0.212516,0.858369,3568944156.794111
0.212516,0.858369,3568944156.804111
0.212516,0.858369,3568944156.814111
0.212516,0.858369,3568944156.824111
0.212516,0.858369,3568944156.834112
0.212516,0.858369,3568944156.844113
0.202391,0.858369,3568944156.854112
0.212516,0.858369,3568944156.864112
0.202391,0.858369,3568944156.874112
0.212516,0.858369,3568944156.884112
0.212516,0.858369,3568944156.894114
0.212516,0.858369,3568944156.904115
0.202391,0.858369,3568944156.914114
0.212516,0.858369,3568944156.924114
0.212516,0.858369,3568944156.934114
0.212516,0.858369,3568944156.944115
0.212516,0.858369,3568944156.954115
0.212516,0.858369,3568944156.964117
0.202391,0.858369,3568944156.974116
0.202391,0.858369,3568944156.984115
0.212516,0.858369,3568944156.994116
0.212516,0.858369,3568944157.004116
0.212516,0.858369,3568944157.014117
0.212516,0.858369,3568944157.024117
0.212516,0.858369,3568944157.034117
0.212516,0.858369,3568944157.044117
0.212516,0.858369,3568944157.054118
0.212516,0.858369,3568944157.064118
0.212516,0.858369,3568944157.074119
0.212516,0.858369,3568944157.084119
0.212516,0.858369,3568944157.094120
0.212516,0.858369,3568944157.104118
0.212516,0.858369,3568944157.114120
0.212516,0.858369,3568944157.124119
0.212516,0.858369,3568944157.134120
0.202391,0.858369,3568944157.144122
0.202391,0.858369,3568944157.154120
0.212516,0.858369,3568944157.164121
0.202391,0.858369,3568944157.174120
0.212516,0.858369,3568944157.184123
0.212516,0.858369,3568944157.194122
0.212516,0.858369,3568944157.204122
0.212516,0.858369,3568944157.214121
0.202391,0.858369,3568944157.224122
0.202391,0.858369,3568944157.234122
0.202391,0.858369,3568944157.244123
0.202391,0.858369,3568944157.254123
0.202391,0.858369,3568944157.264124
0.202391,0.858369,3568944157.274122
0.202391,0.858369,3568944157.284124
0.202391,0.858369,3568944157.294125
0.202391,0.858369,3568944157.304123
0.202391,0.858369,3568944157.314126
0.192265,0.858369,3568944157.324126
0.182140,0.858369,3568944157.334125
0.151793,0.858369,3568944157.344126
0.101195,0.858369,3568944157.354126
0.101195,0.858369,3568944157.364127
0.101195,0.734488,3568944157.374128
0.050598,0.734488,3568944157.384128
0.050598,0.548652,3568944157.394127
0.000000,0.548652,3568944157.404127
0.000000,0.389353,3568944157.414127
0.000000,0.238909,3568944157.424128
0.000000,0.097319,3568944157.434129
0.000000,0.000000,3568944157.444130
0.000000,0.000000,3568944157.454129
0.000000,0.000000,3568944157.464128
0.000000,0.000000,3568944157.474128
0.000000,0.000000,3568944157.484129
0.000000,0.000000,3568944157.494131
0.000000,0.000000,3568944157.504131
0.000000,0.000000,3568944157.514130
0.000000,0.000000,3568944157.524130
0.000000,0.000000,3568944157.534132
0.000000,0.000000,3568944157.544132
0.000000,0.000000,3568944157.554132
0.000000,0.000000,3568944157.564133
0.000000,0.000000,3568944157.574131
0.000000,0.000000,3568944157.584132
0.000000,0.000000,3568944157.594133
0.000000,0.000000,3568944157.604131
0.000000,0.000000,3568944157.614134
0.000000,0.000000,3568944157.624135
0.000000,0.000000,3568944157.634134
0.000000,0.000000,3568944157.644135
0.000000,0.000000,3568944157.654135
0.000000,0.000000,3568944157.664134
0.000000,0.000000,3568944157.674136
0.000000,0.000000,3568944157.684136
0.000000,0.000000,3568944157.694136
0.000000,0.000000,3568944157.704136
0.000000,0.000000,3568944157.714136
0.000000,0.000000,3568944157.724137
0.000000,0.000000,3568944157.734138
0.000000,0.000000,3568944157.744138
0.000000,0.000000,3568944157.754137
0.000000,0.000000,3568944157.764137
0.000000,0.000000,3568944157.774137
0.000000,0.000000,3568944157.784138
0.000000,0.000000,3568944157.794139
0.000000,0.000000,3568944157.804140
0.000000,0.000000,3568944157.814138
0.000000,0.000000,3568944157.824139
0.000000,0.000000,3568944157.834140
0.000000,0.000000,3568944157.844140
0.000000,0.000000,3568944157.854140
0.000000,0.000000,3568944157.864141
0.000000,0.000000,3568944157.874139
0.000000,0.000000,3568944157.884141
0.000000,0.000000,3568944157.894141
0.000000,0.000000,3568944157.904142
0.000000,0.000000,3568944157.914143
0.000000,0.000000,3568944157.924144
0.000000,0.000000,3568944157.934142
0.000000,0.000000,3568944157.944143
0.000000,0.000000,3568944157.954143
0.000000,0.000000,3568944157.964143
0.000000,0.000000,3568944157.974144
0.000000,0.000000,3568944157.984146
0.000000,0.000000,3568944157.994145
0.000000,0.000000,3568944158.004145
0.000000,0.000000,3568944158.014144
0.000000,0.000000,3568944158.024144
0.000000,0.000000,3568944158.034145
0.000000,0.000000,3568944158.044145
0.000000,0.000000,3568944158.054145
0.000000,0.000000,3568944158.064146
0.000000,0.000000,3568944158.074146
0.000000,0.000000,3568944158.084146
0.000000,0.000000,3568944158.094147
0.000000,0.000000,3568944158.104148
0.000000,0.000000,3568944158.114147
0.000000,0.000000,3568944158.124147
0.000000,0.000000,3568944158.134148
0.000000,0.000000,3568944158.144148
0.000000,0.000000,3568944158.154149
0.020221,0.000000,3568944158.164150
0.151793,0.000000,3568944158.174148
0.232737,0.000000,3568944158.184150
0.232737,0.000000,3568944158.194149
0.333933,0.000000,3568944158.204150
0.445254,0.000000,3568944158.214150
0.566700,0.000000,3568944158.224151
0.678021,0.000000,3568944158.234150
0.809593,0.000000,3568944158.244152
0.900663,0.000000,3568944158.254151
0.900663,0.000000,3568944158.264152
0.961386,0.000000,3568944158.274152
0.981607,0.000000,3568944158.284153
0.981607,0.000000,3568944158.294153
0.981607,0.000000,3568944158.304153
0.981607,0.000000,3568944158.314153
0.981607,0.000000,3568944158.324152
0.981607,0.000000,3568944158.334153
0.981607,0.000000,3568944158.344154
0.981607,0.000000,3568944158.354154
0.981607,0.000000,3568944158.364154
0.981607,0.000000,3568944158.374154
0.981607,0.000000,3568944158.384154
0.981607,0.000000,3568944158.394156
0.981607,0.000000,3568944158.404155
0.981607,0.000000,3568944158.414155
0.981607,0.000000,3568944158.424156
0.981607,0.000000,3568944158.434155
0.981607,0.000000,3568944158.444157
0.981607,0.000000,3568944158.454156
0.981607,0.000000,3568944158.464158
0.981607,0.000000,3568944158.474156
0.981607,0.000000,3568944158.484157
0.981607,0.000000,3568944158.494158
0.981607,0.000000,3568944158.504158
0.981607,0.000000,3568944158.514159
0.981607,0.000000,3568944158.524158
0.981607,0.000000,3568944158.534159
0.981607,0.000000,3568944158.544160
0.981607,0.000000,3568944158.554160
0.981607,0.000000,3568944158.564160
0.981607,0.000000,3568944158.574160
0.981607,0.000000,3568944158.584162
0.981607,0.000000,3568944158.594161
0.981607,0.000000,3568944158.604159
0.981607,0.000000,3568944158.614161
0.981607,0.000000,3568944158.624161
0.981607,0.000000,3568944158.634162
0.981607,0.000000,3568944158.644164
0.981607,0.000000,3568944158.654162
0.981607,0.000000,3568944158.664163
0.981607,0.000000,3568944158.674163
0.981607,0.000000,3568944158.684163
0.981607,0.000000,3568944158.694164
0.981607,0.000000,3568944158.704164
0.981607,0.000000,3568944158.714164
0.981607,0.000000,3568944158.724164
0.981607,0.000000,3568944158.734164
0.981607,0.000000,3568944158.744165
0.981607,0.000000,3568944158.754166
0.981607,0.000000,3568944158.764166
0.981607,0.000000,3568944158.774164
0.981607,0.000000,3568944158.784166
0.981607,0.000000,3568944158.794166
0.981607,0.000000,3568944158.804166
0.981607,0.000000,3568944158.814167
0.981607,0.000000,3568944158.824168
0.981607,0.000000,3568944158.834167
0.981607,0.000000,3568944158.844168
0.981607,0.000000,3568944158.854168
